Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2018-07-28,15:00,Ligue 2,Matchweek 1,Sat,Away,D,0,0,Lorient,45.0,7782,Alexandre Bonnet,4-2-3-1,4-3-3,William Lavis,Match Report,,2018-2019,Le Havre
2018-08-03,20:00,Ligue 2,Matchweek 2,Fri,Home,D,1,1,Grenoble,53.0,7040,Alexandre Bonnet,4-2-3-1,4-1-4-1,Yohann Rouinsard,Match Report,,2018-2019,Le Havre
2018-08-10,20:00,Ligue 2,Matchweek 3,Fri,Away,W,1,0,Red Star,47.0,1558,Alexandre Bonnet,4-2-3-1,4-2-3-1,Bastien Dechepy,Match Report,,2018-2019,Le Havre
2018-08-14,20:00,Coupe de la Ligue,First round,Tue,Home,W,2,0,Bourg Péronnas,,3712,Victor Lekhal,4-4-2,4-4-2,Alexandre Perreau Niel,Match Report,,2018-2019,Le Havre
2018-08-17,20:00,Ligue 2,Matchweek 4,Fri,Home,D,0,0,Clermont Foot,41.0,6641,Alexandre Bonnet,4-2-3-1,4-2-3-1,Florent Batta,Match Report,,2018-2019,Le Havre
2018-08-24,20:00,Ligue 2,Matchweek 5,Fri,Away,L,0,1,Brest,43.0,7056,Alexandre Bonnet,4-2-3-1,4-1-4-1,Aurélien Petit,Match Report,,2018-2019,Le Havre
2018-08-28,20:00,Coupe de la Ligue,Second round,Tue,Home,D,3 (6),3 (5),Brest,,3663,Victor Lekhal,4-3-3,4-1-4-1,Sylvain Palhies,Match Report,Le Havre won on penalty kicks following extra time,2018-2019,Le Havre
2018-08-31,20:00,Ligue 2,Matchweek 6,Fri,Home,W,3,1,Orléans,44.0,5987,Alexandre Bonnet,4-2-3-1,4-5-1,Mehdi Mokhtari,Match Report,,2018-2019,Le Havre
2018-09-14,20:00,Ligue 2,Matchweek 7,Fri,Away,W,1,0,Nancy,52.0,10283,Alexandre Bonnet,4-2-3-1,4-3-3,Pignard Jérémie,Match Report,,2018-2019,Le Havre
2018-09-21,20:00,Ligue 2,Matchweek 8,Fri,Home,D,1,1,Troyes,54.0,5365,Alexandre Bonnet,4-2-3-1,4-2-3-1,Arnaud Baert,Match Report,,2018-2019,Le Havre
2018-09-29,15:00,Ligue 2,Matchweek 9,Sat,Away,W,1,0,Metz,37.0,12012,Alexandre Bonnet,4-2-3-1,4-3-3,Bartolomeu Varela,Match Report,,2018-2019,Le Havre
2018-10-05,20:00,Ligue 2,Matchweek 10,Fri,Home,L,2,3,Béziers,62.0,5297,Alexandre Bonnet,4-2-3-1,4-2-3-1,Bastien Dechepy,Match Report,,2018-2019,Le Havre
2018-10-19,20:00,Ligue 2,Matchweek 11,Fri,Away,L,2,3,Ajaccio,44.0,2951,Alexandre Bonnet,4-2-3-1,4-2-3-1,Antony Gautier,Match Report,,2018-2019,Le Havre
2018-10-27,15:00,Ligue 2,Matchweek 12,Sat,Home,W,2,1,Lens,40.0,1147,Victor Lekhal,4-1-4-1,4-3-3,Johan Hamel,Match Report,,2018-2019,Le Havre
2018-10-31,21:05,Coupe de la Ligue,Third round,Wed,Home,W,2,0,Troyes,,4009,Alexandre Bonnet,4-2-3-1,4-3-3,Yohann Rouinsard,Match Report,,2018-2019,Le Havre
2018-11-03,15:00,Ligue 2,Matchweek 13,Sat,Away,L,0,1,Niort,56.0,4265,Alexandre Bonnet,4-2-3-1,4-2-3-1,Romain Lissorgue,Match Report,,2018-2019,Le Havre
2018-11-09,20:00,Ligue 2,Matchweek 14,Fri,Home,W,3,2,Sochaux,52.0,5811,Victor Lekhal,4-5-1,4-4-2,Aurélien Petit,Match Report,,2018-2019,Le Havre
2018-11-17,18:30,Coupe de France,Seventh round,Sat,Away,W,7,1,Gamaches,,2100,Alexandre Bonnet,,,Alexandre Perreau Niel,Match Report,,2018-2019,Le Havre
2018-11-23,20:00,Ligue 2,Matchweek 15,Fri,Away,L,0,1,Paris FC,49.0,2151,Dénys Bain,4-4-2,4-2-3-1,Arnaud Baert,Match Report,,2018-2019,Le Havre
2018-11-30,20:00,Ligue 2,Matchweek 16,Fri,Home,D,1,1,Auxerre,47.0,5962,Alexandre Bonnet,4-2-3-1,4-2-3-1,Pignard Jérémie,Match Report,,2018-2019,Le Havre
2018-12-04,21:00,Ligue 2,Matchweek 17,Tue,Home,W,2,1,Châteauroux,49.0,5798,Alexandre Bonnet,4-2-3-1,4-1-4-1,Yohann Rouinsard,Match Report,,2018-2019,Le Havre
2018-12-08,16:30,Coupe de France,Eighth round,Sat,Away,W,5,1,Villers-Houlga,,1920,Victor Lekhal,,,Emmanuel Esneu,Match Report,,2018-2019,Le Havre
2018-12-14,20:00,Ligue 2,Matchweek 18,Fri,Away,D,1,1,Gazélec Ajaccio,41.0,2309,Victor Lekhal,4-3-3,4-3-3,Sylvain Palhies,Match Report,,2018-2019,Le Havre
2018-12-19,21:05,Coupe de la Ligue,Round of 16,Wed,Home,W,2,1,Nîmes,,6150,Alexandre Bonnet,4-2-3-1,4-3-3,François Letexier,Match Report,,2018-2019,Le Havre
2019-01-06,17:15,Coupe de France,Round of 64,Sun,Away,W,1,0,Bordeaux,37.0,8797,Victor Lekhal,4-2-3-1,4-2-3-1,Jérôme Brisard,Match Report,,2018-2019,Le Havre
2019-01-09,21:05,Coupe de la Ligue,Quarter-finals,Wed,Away,L,0,1,Bordeaux,,7600,Alexandre Bonnet,4-2-3-1,4-2-3-1,Ruddy Buquet,Match Report,,2018-2019,Le Havre
2019-01-12,15:00,Ligue 2,Matchweek 20,Sat,Away,D,0,0,Grenoble,51.0,5262,Alexandre Bonnet,4-4-2,4-2-3-1,Bastien Dechepy,Match Report,,2018-2019,Le Havre
2019-01-15,19:00,Ligue 2,Matchweek 19,Tue,Home,W,4,3,Valenciennes,41.0,5325,Dénys Bain,4-2-3-1,4-5-1,Romain Lissorgue,Match Report,,2018-2019,Le Havre
2019-01-21,21:00,Ligue 2,Matchweek 21,Mon,Home,W,1,0,Red Star,50.0,5384,Victor Lekhal,4-2-3-1,4-4-2,Aurélien Petit,Match Report,,2018-2019,Le Havre
2019-01-24,18:00,Coupe de France,Round of 32,Thu,Away,L,0,3,Vitré,,2155,Alexandre Bonnet,4-2-3-1,4-4-2,Willy Delajod,Match Report,,2018-2019,Le Havre
