Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2019-08-18,21:00,La Liga,Matchweek 1,Sun,Home,L,1,2,Valladolid,1.5,0.7,48.0,51497.0,Joaquín,4-2-3-1,4-4-2,Santiago Jaime,Match Report,,2019-2020,Betis
2019-08-25,21:00,La Liga,Matchweek 2,Sun,Away,L,2,5,Barcelona,0.2,2.6,30.0,79159.0,Andrés Guardado,4-4-2,4-3-3,José González,Match Report,,2019-2020,Betis
2019-08-31,21:00,La Liga,Matchweek 3,Sat,Home,W,2,1,Leganés,2.1,1.4,68.0,47819.0,Joaquín,4-3-1-2,3-1-4-2,Guillermo Cuadra,Match Report,,2019-2020,Betis
2019-09-15,21:00,La Liga,Matchweek 4,Sun,Home,D,1,1,Getafe,1.1,1.5,61.0,47884.0,Joaquín,4-2-3-1,4-4-2,José González,Match Report,,2019-2020,Betis
2019-09-20,21:00,La Liga,Matchweek 5,Fri,Away,D,0,0,Osasuna,0.4,2.1,50.0,15569.0,Andrés Guardado,4-2-3-1,4-4-2,Carlos del Cerro,Match Report,,2019-2020,Betis
2019-09-24,20:00,La Liga,Matchweek 6,Tue,Home,W,3,1,Levante,2.9,1.5,57.0,44560.0,Joaquín,4-1-3-2,4-1-4-1,Eduardo Prieto,Match Report,,2019-2020,Betis
2019-09-27,21:00,La Liga,Matchweek 7,Fri,Away,L,1,5,Villarreal,0.7,3.2,57.0,18135.0,Joaquín,4-4-2,4-2-3-1,Javier Estrada,Match Report,,2019-2020,Betis
2019-10-04,21:00,La Liga,Matchweek 8,Fri,Home,D,1,1,Eibar,1.9,1.2,58.0,47056.0,Joaquín,4-4-2,4-3-3,Alejandro Hernández,Match Report,,2019-2020,Betis
2019-10-20,14:00,La Liga,Matchweek 9,Sun,Away,L,1,3,Real Sociedad,1.0,1.4,49.0,28032.0,Joaquín,4-4-2,4-2-3-1,César Soto,Match Report,,2019-2020,Betis
2019-10-27,14:00,La Liga,Matchweek 10,Sun,Away,L,0,1,Granada,0.7,1.6,63.0,18985.0,Andrés Guardado,4-1-4-1,4-2-3-1,Antonio Matéu Lahoz,Match Report,,2019-2020,Betis
