Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2018-08-12,20:30,DFL-Supercup,DFL-Supercup,Sun,Away,W,5,0,Eint Frankfurt,,,68,51500,Manuel Neuer,4-1-4-1,3-4-3,Marco Fritz,Match Report,,2018-2019,Bayern Munich
2018-08-18,15:30,DFB-Pokal,First round,Sat,Away,W,1,0,Drochtersen/A,,,84,8000,Manuel Neuer,4-1-4-1,5-4-1,Thorben Siewer,Match Report,,2018-2019,Bayern Munich
2018-08-24,20:30,Bundesliga,Matchweek 1,Fri,Home,W,3,1,Hoffenheim,2.7,0.7,67,75000,Manuel Neuer,4-1-4-1,3-5-2,Bastian Dankert,Match Report,,2018-2019,Bayern Munich
2018-09-01,18:30,Bundesliga,Matchweek 2,Sat,Away,W,3,0,Stuttgart,1.4,0.2,68,58680,Manuel Neuer,4-2-3-1,4-1-4-1,Harm Osmers,Match Report,,2018-2019,Bayern Munich
2018-09-15,15:30,Bundesliga,Matchweek 3,Sat,Home,W,3,1,Leverkusen,1.4,0.8,76,75000,Manuel Neuer,4-2-3-1,5-3-2,Tobias Welz,Match Report,,2018-2019,Bayern Munich
2018-09-19,20:00,Champions Lg,Group stage,Wed,Away,W,2,0,pt Benfica,2.4,0.7,56,60274,Manuel Neuer,4-3-3,4-3-3,Antonio Matéu Lahoz,Match Report,,2018-2019,Bayern Munich
2018-09-22,18:30,Bundesliga,Matchweek 4,Sat,Away,W,2,0,Schalke 04,2.4,0.5,69,62271,Manuel Neuer,4-1-4-1,3-4-1-2,Daniel Siebert,Match Report,,2018-2019,Bayern Munich
2018-09-25,20:30,Bundesliga,Matchweek 5,Tue,Home,D,1,1,Augsburg,1.6,1.4,64,75000,Manuel Neuer,4-3-3,3-4-3,Sören Storks,Match Report,,2018-2019,Bayern Munich
2018-09-28,20:30,Bundesliga,Matchweek 6,Fri,Away,L,0,2,Hertha BSC,2.4,1.4,69,74669,Manuel Neuer,4-1-4-1,4-2-3-1,Marco Fritz,Match Report,,2018-2019,Bayern Munich
2018-10-02,21:00,Champions Lg,Group stage,Tue,Home,D,1,1,nl Ajax,1.5,1.2,59,70000,Manuel Neuer,4-2-3-1,4-2-3-1,Pavel Královec,Match Report,,2018-2019,Bayern Munich
2018-10-06,18:30,Bundesliga,Matchweek 7,Sat,Home,L,0,3,Gladbach,0.9,0.4,72,75000,Manuel Neuer,4-1-4-1,4-3-3,Frank Willenborg,Match Report,,2018-2019,Bayern Munich
2018-10-20,15:30,Bundesliga,Matchweek 8,Sat,Away,W,3,1,Wolfsburg,2.6,0.9,54,30000,Manuel Neuer,4-1-4-1,4-3-3,Guido Winkmann,Match Report,,2018-2019,Bayern Munich
2018-10-23,19:55,Champions Lg,Group stage,Tue,Away,W,2,0,gr AEK Athens,2.3,0.3,66,61221,Manuel Neuer,4-3-3,4-2-3-1,Aliaksei Kulbakou,Match Report,,2018-2019,Bayern Munich
2018-10-27,15:30,Bundesliga,Matchweek 9,Sat,Away,W,2,1,Mainz 05,2.2,0.6,65,33305,Manuel Neuer,4-1-4-1,4-3-3,Harm Osmers,Match Report,,2018-2019,Bayern Munich
2018-10-30,20:45,DFB-Pokal,Second round,Tue,Away,W,2,1,Rödinghausen,,,78,16000,Manuel Neuer,4-3-3,5-4-1,Timo Gerach,Match Report,,2018-2019,Bayern Munich
