Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2020-09-13,18:30,DFB-Pokal,First round,Sun,Away,L,0,1,Wehen,56,250.0,Norman Theuerkauf,4-4-2,4-1-4-1,Benjamin Brand,Match Report,,2020-2021,Heidenheim
2020-09-20,13:30,2. Bundesliga,Matchweek 1,Sun,Home,W,2,0,BTSV,41,2052.0,Patrick Mainka,4-4-2,3-4-3,Nicolas Winter,Match Report,,2020-2021,Heidenheim
2020-09-27,13:30,2. Bundesliga,Matchweek 2,Sun,Away,L,2,4,St. Pauli,63,2226.0,Marc Schnatterer,4-4-2,4-2-3-1,Sven Jablonski,Match Report,,2020-2021,Heidenheim
2020-10-03,13:00,2. Bundesliga,Matchweek 3,Sat,Home,D,0,0,Paderborn 07,49,2559.0,Norman Theuerkauf,4-3-3,3-4-1-2,Timo Gerach,Match Report,,2020-2021,Heidenheim
2020-10-18,13:30,2. Bundesliga,Matchweek 4,Sun,Away,L,1,2,Erzgebirge Aue,53,500.0,Norman Theuerkauf,4-5-1,3-4-1-2,Benjamin Brand,Match Report,,2020-2021,Heidenheim
2020-10-25,13:30,2. Bundesliga,Matchweek 5,Sun,Home,D,1,1,Osnabrück,51,,Marc Schnatterer,4-3-3,4-4-2,Christian Dingert,Match Report,,2020-2021,Heidenheim
2020-10-30,18:30,2. Bundesliga,Matchweek 6,Fri,Away,L,0,1,Düsseldorf,55,,Marc Schnatterer,4-2-3-1,4-1-4-1,Sascha Stegemann,Match Report,,2020-2021,Heidenheim
2020-11-06,18:30,2. Bundesliga,Matchweek 7,Fri,Home,W,4,1,W'burg Kickers,51,,Norman Theuerkauf,4-4-2◆,4-4-2,Robert Kampka,Match Report,,2020-2021,Heidenheim
2020-11-21,13:00,2. Bundesliga,Matchweek 8,Sat,Away,D,2,2,Holstein Kiel,46,,Norman Theuerkauf,3-4-3,4-5-1,Aarne Aarnink,Match Report,,2020-2021,Heidenheim
2020-11-29,13:30,2. Bundesliga,Matchweek 9,Sun,Home,W,3,2,Hamburger SV,36,,Norman Theuerkauf,3-4-1-2,3-4-3,Florian Badstübner,Match Report,,2020-2021,Heidenheim
2020-12-05,13:00,2. Bundesliga,Matchweek 10,Sat,Away,W,1,0,Greuther Fürth,36,,Norman Theuerkauf,3-4-1-2,4-4-2,Thorben Siewer,Match Report,,2020-2021,Heidenheim
2020-12-12,13:00,2. Bundesliga,Matchweek 11,Sat,Home,W,1,0,Hannover 96,48,,Norman Theuerkauf,4-2-2-2,3-5-2,Sven Waschitzki,Match Report,,2020-2021,Heidenheim
2020-12-15,18:30,2. Bundesliga,Matchweek 12,Tue,Home,D,0,0,Jahn R'burg,57,,Norman Theuerkauf,4-2-2-2,4-2-3-1,Felix Brych,Match Report,,2020-2021,Heidenheim
