Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2021-07-25,13:30,2. Bundesliga,Matchweek 1,Sun,Home,W,3,0,Holstein Kiel,48,8900,Philipp Ziereis,4-4-2◆,4-1-4-1,Aarne Aarnink,Match Report,,2021-2022,St. Pauli
2021-08-01,13:30,2. Bundesliga,Matchweek 2,Sun,Away,D,0,0,Erzgebirge Aue,55,6828,Philipp Ziereis,4-4-2◆,3-4-1-2,Florian Heft,Match Report,,2021-2022,St. Pauli
2021-08-07,18:30,DFB-Pokal,Round of 64,Sat,Away,W,3,2,Magdeburg,33,15000,Philipp Ziereis,4-4-2◆,4-1-4-1,Robert Schröder,Match Report,,2021-2022,St. Pauli
2021-08-13,18:30,2. Bundesliga,Matchweek 3,Fri,Home,W,3,2,Hamburger SV,40,10003,Philipp Ziereis,4-4-2◆,4-3-3,Harm Osmers,Match Report,,2021-2022,St. Pauli
2021-08-21,13:30,2. Bundesliga,Matchweek 4,Sat,Away,L,1,3,Paderborn 07,38,6000,Philipp Ziereis,4-4-2◆,3-4-1-2,Benjamin Brand,Match Report,,2021-2022,St. Pauli
2021-08-29,13:30,2. Bundesliga,Matchweek 5,Sun,Home,W,2,0,Jahn R'burg,57,10003,James Lawrence,4-4-2◆,4-2-2-2,Sven Waschitzki,Match Report,,2021-2022,St. Pauli
2021-09-11,13:30,2. Bundesliga,Matchweek 6,Sat,Away,L,0,1,Hannover 96,63,16100,James Lawrence,4-4-2◆,4-1-3-2,Florian Lechner,Match Report,,2021-2022,St. Pauli
2021-09-19,13:30,2. Bundesliga,Matchweek 7,Sun,Home,W,4,1,Ingolstadt 04,60,13917,Philipp Ziereis,4-4-2◆,4-4-2,Frank Willenborg,Match Report,,2021-2022,St. Pauli
2021-09-25,13:30,2. Bundesliga,Matchweek 8,Sat,Away,W,3,1,Karlsruher,45,12500,Philipp Ziereis,4-3-1-2,4-1-4-1,Nicolas Winter,Match Report,,2021-2022,St. Pauli
2021-10-03,13:30,2. Bundesliga,Matchweek 9,Sun,Home,W,3,0,Dresden,56,14773,Philipp Ziereis,4-4-2◆,4-4-2,Bastian Dankert,Match Report,,2021-2022,St. Pauli
2021-10-16,13:30,2. Bundesliga,Matchweek 10,Sat,Away,W,4,2,Heidenheim,55,8013,Philipp Ziereis,4-4-2◆,3-5-2,Benjamin Brand,Match Report,,2021-2022,St. Pauli
2021-10-24,13:30,2. Bundesliga,Matchweek 11,Sun,Home,W,4,0,Hansa Rostock,51,22006,Philipp Ziereis,4-4-2◆,4-1-4-1,Harm Osmers,Match Report,,2021-2022,St. Pauli
2021-10-27,18:30,DFB-Pokal,Round of 32,Wed,Away,W,3,2,Dresden,56,16000,Philipp Ziereis,4-4-2◆,4-2-2-2,Sven Waschitzki,Match Report,Required Extra Time,2021-2022,St. Pauli
2021-10-30,13:30,2. Bundesliga,Matchweek 12,Sat,Away,D,1,1,Werder Bremen,58,42100,James Lawrence,4-4-2◆,3-1-4-2,Felix Zwayer,Match Report,,2021-2022,St. Pauli
2021-11-20,13:30,2. Bundesliga,Matchweek 14,Sat,Away,L,0,4,Darmstadt 98,62,13000,Philipp Ziereis,4-4-2◆,4-4-2,Tobias Reichel,Match Report,,2021-2022,St. Pauli
2021-11-24,18:30,2. Bundesliga,Matchweek 13,Wed,Home,W,3,1,Sandhausen,73,23401,Philipp Ziereis,4-3-1-2,4-1-4-1,Max Burda,Match Report,,2021-2022,St. Pauli
2021-11-28,13:30,2. Bundesliga,Matchweek 15,Sun,Away,W,3,2,Nürnberg,56,8479,Philipp Ziereis,4-4-2◆,4-4-2,Sven Waschitzki,Match Report,,2021-2022,St. Pauli
2021-12-04,20:30,2. Bundesliga,Matchweek 16,Sat,Home,W,2,1,Schalke 04,49,19950,Philipp Ziereis,4-3-1-2,3-1-4-2,Marco Fritz,Match Report,,2021-2022,St. Pauli
2021-12-11,20:30,2. Bundesliga,Matchweek 17,Sat,Away,D,1,1,Düsseldorf,52,15000,Philipp Ziereis,4-4-2◆,3-5-2,Thorben Siewer,Match Report,,2021-2022,St. Pauli
2021-12-17,18:30,2. Bundesliga,Matchweek 18,Fri,Away,L,0,3,Holstein Kiel,58,8700,Philipp Ziereis,4-4-2◆,3-5-1-1,Robin Braun,Match Report,,2021-2022,St. Pauli
2022-01-15,13:30,2. Bundesliga,Matchweek 19,Sat,Home,D,2,2,Erzgebirge Aue,72,1724,Philipp Ziereis,4-4-2◆,4-1-3-2,Patrick Alt,Match Report,,2021-2022,St. Pauli
2022-01-18,20:45,DFB-Pokal,Round of 16,Tue,Home,W,2,1,Dortmund,31,2000,James Lawrence,4-3-1-2,4-3-3,Harm Osmers,Match Report,,2021-2022,St. Pauli
2022-01-21,18:30,2. Bundesliga,Matchweek 20,Fri,Away,L,1,2,Hamburger SV,45,2000,James Lawrence,4-4-2◆,4-4-1-1,Sascha Stegemann,Match Report,,2021-2022,St. Pauli
2022-02-05,20:30,2. Bundesliga,Matchweek 21,Sat,Home,D,2,2,Paderborn 07,45,6012,Philipp Ziereis,4-3-1-2,4-3-1-2,Deniz Aytekin,Match Report,,2021-2022,St. Pauli
