Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2018-08-05,15:30,2. Bundesliga,Matchweek 1,Sun,Home,D,1,1,Arminia,52,10500,Marc Schnatterer,4-2-3-1,4-4-2,Patrick Ittrich,Match Report,,2018-2019,Heidenheim
2018-08-12,15:30,2. Bundesliga,Matchweek 2,Sun,Away,D,1,1,Holstein Kiel,45,9040,Marc Schnatterer,4-2-3-1,4-2-3-1,Sören Storks,Match Report,,2018-2019,Heidenheim
2018-08-19,15:30,DFB-Pokal,First round,Sun,Away,W,5,2,Jeddeloh II,61,4805,Marc Schnatterer,4-2-3-1,4-4-2,Michael Bacher,Match Report,,2018-2019,Heidenheim
2018-08-26,13:30,2. Bundesliga,Matchweek 3,Sun,Away,W,3,1,Dresden,30,26868,Marc Schnatterer,4-2-3-1,3-4-1-2,Frank Willenborg,Match Report,,2018-2019,Heidenheim
2018-09-02,13:30,2. Bundesliga,Matchweek 4,Sun,Home,L,0,1,Darmstadt 98,56,10350,Marc Schnatterer,4-2-3-1,4-2-3-1,Alexander Sather,Match Report,,2018-2019,Heidenheim
2018-09-15,13:00,2. Bundesliga,Matchweek 5,Sat,Away,L,2,3,Hamburger SV,29,45379,Marc Schnatterer,4-2-3-1,4-1-4-1,Harm Osmers,Match Report,,2018-2019,Heidenheim
2018-09-23,13:30,2. Bundesliga,Matchweek 6,Sun,Home,W,2,0,Greuther Fürth,42,10400,Marc Schnatterer,4-2-3-1,4-3-3,Tobias Welz,Match Report,,2018-2019,Heidenheim
2018-09-26,18:30,2. Bundesliga,Matchweek 7,Wed,Away,L,1,2,Jahn R'burg,60,8728,Sebastian Griesbeck,4-2-3-1,4-4-2,Christof Günsch,Match Report,,2018-2019,Heidenheim
2018-09-29,13:00,2. Bundesliga,Matchweek 8,Sat,Home,W,3,2,Bochum,51,10600,Marc Schnatterer,4-4-2,4-4-2,René Rohde,Match Report,,2018-2019,Heidenheim
2018-10-07,13:30,2. Bundesliga,Matchweek 9,Sun,Away,D,1,1,Union Berlin,51,20108,Marc Schnatterer,4-4-2,4-2-3-1,Benedikt Kempkes,Match Report,,2018-2019,Heidenheim
2018-10-20,13:00,2. Bundesliga,Matchweek 10,Sat,Home,W,3,0,Magdeburg,43,10450,Marc Schnatterer,4-4-2,3-4-3,Aarne Aarnink,Match Report,,2018-2019,Heidenheim
2018-10-27,13:00,2. Bundesliga,Matchweek 11,Sat,Away,D,1,1,Köln,29,50000,Marc Schnatterer,4-4-2,4-1-4-1,Tobias Stieler,Match Report,,2018-2019,Heidenheim
2018-10-30,20:45,DFB-Pokal,Second round,Tue,Home,W,3,0,Sandhausen,49,4300,Marc Schnatterer,4-4-2,4-2-2-2,Sven Waschitzki,Match Report,,2018-2019,Heidenheim
