Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2021-08-15,18:00,Coppa Italia,First round,Sun,Home,L,1,3,Lecce,,,25,1306,Riccardo Gagliolo,4-3-3,4-3-3,Marco Serra,Match Report,,2021-2022,Parma
2021-08-20,20:30,Serie B,Matchweek 1,Fri,Away,D,2,2,Frosinone,1.4,2.0,41,5094,Riccardo Gagliolo,3-4-3,4-3-3,Massimiliano Irrati,Match Report,,2021-2022,Parma
2021-08-29,20:30,Serie B,Matchweek 2,Sun,Home,W,1,0,Benevento,1.2,1.7,54,3550,Gianluigi Buffon,4-3-3,4-2-3-1,Andrea Colombo,Match Report,,2021-2022,Parma
2021-09-12,20:30,Serie B,Matchweek 3,Sun,Away,W,4,0,Pordenone,1.9,0.8,54,1830,Gianluigi Buffon,4-3-3,4-3-2-1,Lorenzo Maggioni,Match Report,,2021-2022,Parma
2021-09-19,20:30,Serie B,Matchweek 4,Sun,Home,L,1,2,Cremonese,0.5,2.4,55,5581,Gianluigi Buffon,4-3-3,4-3-3,Manuel Volpi,Match Report,,2021-2022,Parma
2021-09-22,18:00,Serie B,Matchweek 5,Wed,Away,L,1,3,Ternana,1.0,1.9,58,4611,Roberto Inglese,3-4-3,4-5-1,Marco Serra,Match Report,,2021-2022,Parma
2021-09-26,16:15,Serie B,Matchweek 6,Sun,Home,D,1,1,Pisa,2.0,1.2,53,7245,Gianluigi Buffon,4-3-3,4-3-2-1,Alessandro Prontera,Match Report,,2021-2022,Parma
2021-10-02,18:30,Serie B,Matchweek 7,Sat,Away,D,2,2,SPAL,1.4,1.9,45,3720,Gianluigi Buffon,4-3-3,4-2-3-1,Daniele Paterna,Match Report,,2021-2022,Parma
2021-10-17,16:15,Serie B,Matchweek 8,Sun,Home,D,0,0,Monza,1.3,0.8,49,7555,Gianluigi Buffon,4-3-3,4-3-3,Fabio Maresca,Match Report,,2021-2022,Parma
2021-10-24,16:15,Serie B,Matchweek 9,Sun,Away,L,1,2,US Reggina,0.6,2.9,59,8693,Gianluigi Buffon,4-3-3,4-4-2,Luca Zufferli,Match Report,,2021-2022,Parma
2021-10-28,20:30,Serie B,Matchweek 10,Thu,Away,W,2,1,Cittadella,0.5,2.0,47,3161,Gianluigi Buffon,5-3-2,4-3-1-2,Federico Dionisi,Match Report,,2021-2022,Parma
2021-11-01,18:00,Serie B,Matchweek 11,Mon,Home,W,1,0,Vicenza Virtus,0.8,0.7,46,5116,Gianluigi Buffon,3-5-2,3-4-1-2,Niccolò Baroni,Match Report,,2021-2022,Parma
2021-11-07,14:00,Serie B,Matchweek 12,Sun,Away,L,0,4,Lecce,0.7,2.5,50,18765,Gianluigi Buffon,3-5-2,4-3-3,Davide Ghersini,Match Report,,2021-2022,Parma
2021-11-21,14:00,Serie B,Matchweek 13,Sun,Home,D,1,1,Cosenza,0.7,1.3,52,6137,Gianluigi Buffon,3-5-2,3-5-2,Gianpiero Miele,Match Report,,2021-2022,Parma
2021-11-28,20:30,Serie B,Matchweek 14,Sun,Away,D,1,1,Como,1.7,2.1,52,3191,Gianluigi Buffon,3-5-2,4-4-2,Davide Massa,Match Report,,2021-2022,Parma
