Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2021-08-07,15:00,League One,Matchweek 1,Sat,Home,D,2,2,Morecambe,67,21037,Lee Evans,4-2-3-1,4-3-3,Craig Hicks,Match Report,,2021-2022,Ipswich Town
2021-08-10,19:45,EFL Cup,First round,Tue,Home,L,0,1,Newport County,70,6144,Janoi Donacien,4-4-2,4-2-3-1,Neil Hair,Match Report,,2021-2022,Ipswich Town
2021-08-14,15:00,League One,Matchweek 2,Sat,Away,L,1,2,Burton Albion,65,3766,Lee Evans,4-2-3-1,4-2-3-1,Sam Purkiss,Match Report,,2021-2022,Ipswich Town
2021-08-17,19:45,League One,Matchweek 3,Tue,Away,L,1,2,Cheltenham,64,4746,Lee Evans,4-2-3-1,3-5-2,Peter Wright,Match Report,,2021-2022,Ipswich Town
2021-08-21,15:00,League One,Matchweek 4,Sat,Home,D,2,2,MK Dons,41,18622,Lee Evans,4-2-3-1,3-4-1-2,Joshua Smith,Match Report,,2021-2022,Ipswich Town
2021-08-28,15:00,League One,Matchweek 5,Sat,Home,D,2,2,AFC Wimbledon,50,19051,Lee Evans,4-2-3-1,4-4-2,David Rock,Match Report,,2021-2022,Ipswich Town
2021-09-11,15:00,League One,Matchweek 7,Sat,Home,L,2,5,Bolton,56,19267,Lee Evans,4-2-3-1,4-2-3-1,Robert Madley,Match Report,,2021-2022,Ipswich Town
2021-09-18,15:00,League One,Matchweek 8,Sat,Away,W,1,0,Lincoln City,45,9874,Lee Evans,4-2-3-1,4-3-3,Ben Speedie,Match Report,,2021-2022,Ipswich Town
2021-09-25,15:00,League One,Matchweek 9,Sat,Home,D,1,1,Sheffield Weds,54,21338,Macauley Bonne,4-2-3-1,4-2-3-1,Andrew Davies,Match Report,,2021-2022,Ipswich Town
2021-09-28,19:45,League One,Matchweek 10,Tue,Home,W,6,0,Doncaster,67,18111,Sam Morsy,4-2-3-1,4-3-3,Carl Brook,Match Report,,2021-2022,Ipswich Town
2021-10-02,15:00,League One,Matchweek 11,Sat,Away,L,1,2,Acc'ton Stanley,54,2600,Sam Morsy,4-2-3-1,3-5-1-1,Martin Coy,Match Report,,2021-2022,Ipswich Town
2021-10-09,15:00,League One,Matchweek 12,Sat,Home,W,2,1,Shrewsbury,71,19256,Sam Morsy,4-2-3-1,3-4-1-2,Will Finnie,Match Report,,2021-2022,Ipswich Town
2021-10-16,15:00,League One,Matchweek 13,Sat,Away,D,2,2,Cambridge Utd,56,7944,Sam Morsy,4-2-3-1,4-2-3-1,Leigh Doughty,Match Report,,2021-2022,Ipswich Town
2021-10-19,19:45,League One,Matchweek 14,Tue,Away,W,4,0,Portsmouth,48,16301,Sam Morsy,4-2-3-1,3-4-1-2,Joshua Smith,Match Report,,2021-2022,Ipswich Town
2021-10-23,15:00,League One,Matchweek 15,Sat,Home,W,2,1,Fleetwood Town,60,20099,Sam Morsy,4-2-3-1,4-3-3,Samuel Allison,Match Report,,2021-2022,Ipswich Town
2021-10-30,15:00,League One,Matchweek 16,Sat,Away,L,1,2,Plymouth Argyle,52,16087,Sam Morsy,4-2-3-1,3-5-2,Rob Lewis,Match Report,,2021-2022,Ipswich Town
2021-11-02,19:45,League One,Matchweek 6,Tue,Away,W,4,1,Wycombe,60,6943,Lee Evans,4-2-3-1,3-4-3,Lee Swabey,Match Report,,2021-2022,Ipswich Town
2021-11-06,15:00,FA Cup,First round proper,Sat,Home,D,1,1,Oldham Athletic,59,8845,Sam Morsy,4-2-3-1,3-4-1-2,Neil Hair,Match Report,,2021-2022,Ipswich Town
2021-11-13,15:00,League One,Matchweek 17,Sat,Home,D,0,0,Oxford United,56,21322,Sam Morsy,4-2-3-1,4-3-3,Scott Oldham,Match Report,,2021-2022,Ipswich Town
2021-11-16,19:45,FA Cup,First round proper,Tue,Away,W,2,1,Oldham Athletic,51,2801,Sone Aluko,4-2-3-1,3-4-1-2,Carl Boyeson,Match Report,,2021-2022,Ipswich Town
2021-11-20,15:00,League One,Matchweek 18,Sat,Away,L,0,2,Sunderland,61,31033,Sam Morsy,4-2-3-1,4-2-3-1,Tom Nield,Match Report,,2021-2022,Ipswich Town
2021-11-23,19:45,League One,Matchweek 19,Tue,Home,L,0,2,Rotherham Utd,64,18221,Sam Morsy,4-2-3-1,3-1-4-2,Gavin Ward,Match Report,,2021-2022,Ipswich Town
2021-11-28,15:00,League One,Matchweek 20,Sun,Home,W,2,1,Crewe Alexandra,50,18883,Sam Morsy,4-2-3-1,5-3-2,James Oldham,Match Report,,2021-2022,Ipswich Town
2021-12-04,15:00,FA Cup,Second round proper,Sat,Home,D,0,0,Barrow,53,6425,Sam Morsy,4-2-3-1,3-5-2,Sam Purkiss,Match Report,,2021-2022,Ipswich Town
2021-12-07,19:45,League One,Matchweek 21,Tue,Away,L,0,2,Charlton Ath,52,26376,Sam Morsy,4-2-3-1,3-1-4-2,Chris Sarginson,Match Report,,2021-2022,Ipswich Town
2021-12-11,15:00,League One,Matchweek 22,Sat,Away,D,1,1,Wigan Athletic,48,10296,Sam Morsy,4-4-2,4-2-3-1,Trevor Kettle,Match Report,,2021-2022,Ipswich Town
2021-12-15,19:45,FA Cup,Second round proper,Wed,Away,L,0,2,Barrow,54,2756,Sone Aluko,4-4-2,3-4-3,James Bell,Match Report,,2021-2022,Ipswich Town
