Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2018-07-27,20:00,Ligue 2,Matchweek 1,Fri,Away,W,2,0,Orléans,45.0,5000,Walid Mesloub,4-3-3,4-5-1,Pignard Jérémie,Match Report,,2018-2019,Lens
2018-08-04,17:00,Ligue 2,Matchweek 2,Sat,Home,W,1,0,Red Star,51.0,30040,Walid Mesloub,4-3-3,4-2-3-1,Faouzi Benchabane,Match Report,,2018-2019,Lens
2018-08-10,20:00,Ligue 2,Matchweek 3,Fri,Away,W,3,0,Nancy,50.0,11648,Walid Mesloub,4-3-3,4-3-3,Bartolomeu Varela,Match Report,,2018-2019,Lens
2018-08-14,18:30,Coupe de la Ligue,First round,Tue,Away,W,1,0,Tours FC,,3551,Guillaume Gillet,4-3-3,5-3-2,Romain Lissorgue,Match Report,,2018-2019,Lens
2018-08-18,15:00,Ligue 2,Matchweek 4,Sat,Home,W,2,0,Troyes,48.0,32596,Walid Mesloub,4-2-3-1,4-2-3-1,Jérôme Miguelgorry,Match Report,,2018-2019,Lens
2018-08-28,20:45,Coupe de la Ligue,Second round,Tue,Home,D,1 (3),1 (5),Metz,,14963,Walid Mesloub,4-2-3-1,4-3-3,Olivier Thual,Match Report,Metz won on penalty kicks following extra time,2018-2019,Lens
2018-09-01,15:00,Ligue 2,Matchweek 6,Sat,Away,L,0,2,Metz,42.0,16235,Walid Mesloub,4-3-3,4-3-3,Florent Batta,Match Report,,2018-2019,Lens
2018-09-15,15:00,Ligue 2,Matchweek 7,Sat,Home,W,2,0,Sochaux,47.0,29048,Walid Mesloub,4-2-3-1,4-3-3,Bartolomeu Varela,Match Report,,2018-2019,Lens
2018-09-24,20:45,Ligue 2,Matchweek 8,Mon,Away,W,2,1,Niort,59.0,4683,Walid Mesloub,4-2-3-1,4-2-3-1,William Lavis,Match Report,,2018-2019,Lens
2018-09-28,20:00,Ligue 2,Matchweek 9,Fri,Home,D,0,0,Paris FC,56.0,26027,Walid Mesloub,4-2-3-1,4-3-3,Pignard Jérémie,Match Report,,2018-2019,Lens
2018-10-02,19:00,Ligue 2,Matchweek 5,Tue,Away,D,0,0,Béziers,62.0,5556,Mehdi Tahrat,4-2-3-1,4-2-3-1,Alexandre Perreau Niel,Match Report,,2018-2019,Lens
2018-10-06,15:00,Ligue 2,Matchweek 10,Sat,Away,W,2,1,Auxerre,54.0,10404,Walid Mesloub,4-2-3-1,4-2-3-1,Pierre Gaillouste,Match Report,,2018-2019,Lens
2018-10-22,20:45,Ligue 2,Matchweek 11,Mon,Home,W,5,0,Gazélec Ajaccio,52.0,27877,Walid Mesloub,4-3-3,4-1-4-1,Willy Delajod,Match Report,,2018-2019,Lens
2018-10-27,15:00,Ligue 2,Matchweek 12,Sat,Away,L,1,2,Le Havre,60.0,1147,Walid Mesloub,4-3-3,4-1-4-1,Johan Hamel,Match Report,,2018-2019,Lens
2018-11-03,15:00,Ligue 2,Matchweek 13,Sat,Home,L,0,1,Châteauroux,62.0,30949,Walid Mesloub,4-2-3-1,5-4-1,Sébastien Moreira,Match Report,,2018-2019,Lens
2018-11-10,15:00,Ligue 2,Matchweek 14,Sat,Away,L,2,4,Valenciennes,44.0,17967,Walid Mesloub,4-2-3-1,5-4-1,Sylvain Palhies,Match Report,,2018-2019,Lens
2018-11-17,19:00,Coupe de France,Seventh round,Sat,Away,W,2,0,US Nogent,,2312,Jean-Ricner Bellegarde,,,Pierre Legat,Match Report,,2018-2019,Lens
2018-11-24,14:45,Ligue 2,Matchweek 15,Sat,Home,D,0,0,Grenoble,58.0,21193,Jean-Louis Leca,4-2-3-1,4-5-1,Amaury Delerue,Match Report,,2018-2019,Lens
2018-11-30,20:00,Ligue 2,Matchweek 16,Fri,Away,D,2,2,Lorient,58.0,8915,Jean-Louis Leca,3-4-3,4-2-3-1,Stéphanie Frappart,Match Report,,2018-2019,Lens
2018-12-04,21:00,Ligue 2,Matchweek 17,Tue,Home,W,2,1,Brest,36.0,22124,Walid Mesloub,4-2-3-1,4-1-4-1,Benoît Millot,Match Report,,2018-2019,Lens
2018-12-08,13:30,Coupe de France,Eighth round,Sat,Away,W,4,2,Versailles,,2800,Walid Mesloub,,,Romain Galibert,Match Report,,2018-2019,Lens
2018-12-15,15:00,Ligue 2,Matchweek 18,Sat,Away,D,0,0,Clermont Foot,39.0,3351,Walid Mesloub,4-2-3-1,4-2-3-1,Bartolomeu Varela,Match Report,,2018-2019,Lens
2018-12-22,15:00,Ligue 2,Matchweek 19,Sat,Home,L,1,2,Ajaccio,62.0,25099,Walid Mesloub,4-2-3-1,4-4-1-1,Aurélien Petit,Match Report,,2018-2019,Lens
2019-01-06,14:15,Coupe de France,Round of 64,Sun,Away,L,0,2,Reims,54.0,8232,Walid Mesloub,4-2-3-1,4-4-2,Franck Schneider,Match Report,,2018-2019,Lens
2019-01-14,20:45,Ligue 2,Matchweek 20,Mon,Away,L,0,1,Red Star,66.0,3754,Walid Mesloub,4-2-3-1,4-3-1-2,Pierre Gaillouste,Match Report,,2018-2019,Lens
2019-01-19,14:55,Ligue 2,Matchweek 21,Sat,Home,W,2,1,Nancy,55.0,19741,Walid Mesloub,4-2-3-1,4-1-4-1,Stéphanie Frappart,Match Report,,2018-2019,Lens
2019-01-28,20:45,Ligue 2,Matchweek 22,Mon,Away,L,0,1,Troyes,58.0,6391,Walid Mesloub,4-2-3-1,4-4-2,Bartolomeu Varela,Match Report,,2018-2019,Lens
2019-02-04,20:45,Ligue 2,Matchweek 23,Mon,Home,W,3,0,Béziers,52.0,18564,Walid Mesloub,4-2-3-1,4-1-4-1,Yohann Rouinsard,Match Report,,2018-2019,Lens
2019-02-09,15:00,Ligue 2,Matchweek 24,Sat,Home,D,0,0,Metz,50.0,24941,Walid Mesloub,4-2-3-1,4-3-3,Willy Delajod,Match Report,,2018-2019,Lens
2019-02-17,13:00,Ligue 2,Matchweek 25,Sun,Away,W,1,0,Sochaux,34.0,8385,Walid Mesloub,4-2-3-1,4-2-3-1,Bastien Dechepy,Match Report,,2018-2019,Lens
2019-02-25,20:45,Ligue 2,Matchweek 26,Mon,Home,W,4,1,Niort,47.0,22604,Guillaume Gillet,4-2-3-1,4-4-1-1,Pierre Gaillouste,Match Report,,2018-2019,Lens
2019-03-03,15:00,Ligue 2,Matchweek 27,Sun,Away,L,0,2,Paris FC,49.0,7804,Walid Mesloub,4-4-2,4-2-3-1,Sylvain Palhies,Match Report,,2018-2019,Lens
2019-03-09,15:00,Ligue 2,Matchweek 28,Sat,Home,W,2,0,Auxerre,49.0,30126,Walid Mesloub,4-2-3-1,4-4-1-1,Amaury Delerue,Match Report,,2018-2019,Lens
2019-03-18,20:45,Ligue 2,Matchweek 29,Mon,Away,L,0,1,Gazélec Ajaccio,65.0,2479,Walid Mesloub,4-2-3-1,4-3-3,Franck Schneider,Match Report,,2018-2019,Lens
2019-04-01,20:45,Ligue 2,Matchweek 30,Mon,Home,D,0,0,Le Havre,56.0,33093,Walid Mesloub,4-2-3-1,4-2-3-1,Bastien Dechepy,Match Report,,2018-2019,Lens
2019-04-08,20:45,Ligue 2,Matchweek 31,Mon,Away,D,0,0,Châteauroux,54.0,9246,Guillaume Gillet,4-3-3,4-1-4-1,Aurélien Petit,Match Report,,2018-2019,Lens
2019-04-12,20:00,Ligue 2,Matchweek 32,Fri,Home,D,0,0,Valenciennes,62.0,32895,Guillaume Gillet,4-3-3,4-2-3-1,Fedayi San,Match Report,,2018-2019,Lens
2019-04-20,15:00,Ligue 2,Matchweek 33,Sat,Away,W,2,0,Grenoble,52.0,8820,Guillaume Gillet,4-3-3,4-3-3,Romain Lissorgue,Match Report,,2018-2019,Lens
2019-04-23,20:00,Ligue 2,Matchweek 34,Tue,Home,L,0,1,Lorient,63.0,22120,Guillaume Gillet,4-3-3,4-3-3,Hakim Ben El Hadj Salem,Match Report,,2018-2019,Lens
2019-04-27,15:00,Ligue 2,Matchweek 35,Sat,Away,L,0,2,Brest,63.0,12467,Walid Mesloub,4-4-1-1,4-2-3-1,Franck Schneider,Match Report,,2018-2019,Lens
2019-05-04,15:00,Ligue 2,Matchweek 36,Sat,Home,W,1,0,Clermont Foot,43.0,20343,Walid Mesloub,4-2-3-1,4-2-3-1,Mikael Lesage,Match Report,,2018-2019,Lens
