Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2019-08-03,15:00,Championship,Matchweek 1,Sat,Home,L,0,1,Birmingham City,1.7,0.0,75,11332.0,Pontus Jansson,3-4-3,5-4-1,Gavin Ward,Match Report,,2019-2020,Brentford
2019-08-10,15:00,Championship,Matchweek 2,Sat,Away,W,1,0,Middlesbrough,1.2,0.7,47,21911.0,Pontus Jansson,3-4-3,4-3-3,Steve Martin,Match Report,,2019-2020,Brentford
2019-08-13,19:45,EFL Cup,First round,Tue,Home,D,1 (4),1 (5),Cambridge Utd,,,72,5215.0,Henrik Dalsgaard,4-2-3-1,3-5-2,Lee Swabey,Match Report,Cambridge Utd won on penalty kicks following extra time,2019-2020,Brentford
2019-08-17,15:00,Championship,Matchweek 3,Sat,Home,D,1,1,Hull City,1.3,1.5,55,11000.0,Pontus Jansson,3-4-3,4-1-4-1,Darren England,Match Report,,2019-2020,Brentford
2019-08-21,19:45,Championship,Matchweek 4,Wed,Away,L,0,1,Leeds United,0.3,1.2,31,35004.0,Pontus Jansson,3-4-3,4-1-4-1,Andrew Davies,Match Report,,2019-2020,Brentford
2019-08-24,15:00,Championship,Matchweek 5,Sat,Away,L,0,1,Charlton Ath,1.8,0.4,68,16771.0,Pontus Jansson,3-4-3,4-1-2-1-2,Tim Robinson,Match Report,,2019-2020,Brentford
2019-08-31,15:00,Championship,Matchweek 6,Sat,Home,W,3,0,Derby County,2.4,0.2,50,11055.0,Pontus Jansson,3-4-3,4-3-3,David Webb,Match Report,,2019-2020,Brentford
2019-09-14,15:00,Championship,Matchweek 7,Sat,Away,L,0,2,Preston,0.4,1.1,55,12873.0,Pontus Jansson,3-4-3,4-2-3-1,David Coote,Match Report,,2019-2020,Brentford
2019-09-21,15:00,Championship,Matchweek 8,Sat,Home,D,0,0,Stoke City,0.7,0.4,63,11870.0,Pontus Jansson,3-4-3,3-5-1-1,Andy Woolmer,Match Report,,2019-2020,Brentford
2019-09-29,13:30,Championship,Matchweek 9,Sun,Away,W,3,1,Barnsley,3.2,0.7,52,12188.0,Pontus Jansson,4-3-3,4-2-3-1,David Webb,Match Report,,2019-2020,Brentford
2019-10-02,19:45,Championship,Matchweek 10,Wed,Home,D,1,1,Bristol City,1.0,0.8,62,11433.0,Pontus Jansson,4-3-3,3-4-1-2,Oliver Langford,Match Report,,2019-2020,Brentford
2019-10-05,15:00,Championship,Matchweek 11,Sat,Away,L,0,1,Nott'ham Forest,0.5,0.7,56,27598.0,Pontus Jansson,4-3-3,4-2-3-1,Dean Whitestone,Match Report,,2019-2020,Brentford
2019-10-19,15:00,Championship,Matchweek 12,Sat,Home,W,3,2,Millwall,2.5,1.6,67,10886.0,Pontus Jansson,4-3-3,4-4-1-1,Stuart Attwell,Match Report,,2019-2020,Brentford
2019-10-22,19:45,Championship,Matchweek 13,Tue,Away,W,3,0,Swansea City,0.8,1.1,44,15875.0,Pontus Jansson,4-3-3,4-2-3-1,Gavin Ward,Match Report,,2019-2020,Brentford
2019-10-28,19:45,Championship,Matchweek 14,Mon,Away,W,3,1,QPR,2.6,0.6,48,15562.0,Pontus Jansson,4-3-3,4-4-1-1,Andy Woolmer,Match Report,,2019-2020,Brentford
2019-11-02,15:00,Championship,Matchweek 15,Sat,Home,L,0,1,Huddersfield,0.4,0.2,62,11727.0,Pontus Jansson,4-3-3,4-2-3-1,Robert Jones,Match Report,,2019-2020,Brentford
2019-11-09,15:00,Championship,Matchweek 16,Sat,Away,W,3,0,Wigan Athletic,0.6,0.2,57,9260.0,Pontus Jansson,4-3-3,4-3-3,Andrew Davies,Match Report,,2019-2020,Brentford
2019-11-23,15:00,Championship,Matchweek 17,Sat,Home,W,1,0,Reading,1.4,0.8,57,11892.0,Pontus Jansson,4-3-3,3-5-2,David Coote,Match Report,,2019-2020,Brentford
2019-11-27,19:45,Championship,Matchweek 18,Wed,Away,L,0,1,Blackburn,1.5,1.6,62,11401.0,Pontus Jansson,4-3-3,4-2-3-1,Matt Donohue,Match Report,,2019-2020,Brentford
2019-11-30,15:00,Championship,Matchweek 19,Sat,Home,W,7,0,Luton Town,4.0,0.1,70,11287.0,Pontus Jansson,4-3-3,4-1-2-1-2,Tony Harrington,Match Report,,2019-2020,Brentford
2019-12-07,15:00,Championship,Matchweek 20,Sat,Away,L,1,2,Sheffield Weds,0.8,2.0,56,22475.0,Christian Nørgaard,4-3-3,4-4-2,Dean Whitestone,Match Report,,2019-2020,Brentford
2019-12-11,19:45,Championship,Matchweek 21,Wed,Home,W,2,1,Cardiff City,1.7,0.4,61,10417.0,Pontus Jansson,4-3-3,4-2-3-1,John Brooks,Match Report,,2019-2020,Brentford
2019-12-14,15:00,Championship,Matchweek 22,Sat,Home,W,1,0,Fulham,2.5,0.8,48,12305.0,Pontus Jansson,4-3-3,4-3-3,Oliver Langford,Match Report,,2019-2020,Brentford
2019-12-21,15:00,Championship,Matchweek 23,Sat,Away,D,1,1,West Brom,1.0,0.5,52,24961.0,Henrik Dalsgaard,4-3-3,4-2-3-1,Darren Bond,Match Report,,2019-2020,Brentford
2019-12-26,15:00,Championship,Matchweek 24,Thu,Home,W,3,1,Swansea City,2.3,1.2,53,11848.0,Pontus Jansson,4-3-3,4-3-3,Andy Woolmer,Match Report,,2019-2020,Brentford
2019-12-29,15:00,Championship,Matchweek 25,Sun,Away,L,0,1,Millwall,0.6,0.5,65,15464.0,Pontus Jansson,4-3-3,3-4-3,Robert Jones,Match Report,,2019-2020,Brentford
2020-01-01,15:00,Championship,Matchweek 26,Wed,Away,W,4,0,Bristol City,3.4,0.3,67,20858.0,Pontus Jansson,4-3-3,4-4-2,Matt Donohue,Match Report,,2019-2020,Brentford
2020-01-04,15:01,FA Cup,Third round,Sat,Home,W,1,0,Stoke City,,,45,7575.0,Luke Daniels,3-4-3,4-2-3-1,Keith Stroud,Match Report,,2019-2020,Brentford
2020-01-11,12:30,Championship,Matchweek 27,Sat,Home,W,3,1,QPR,2.0,1.0,49,12324.0,Pontus Jansson,4-3-3,4-2-3-1,John Brooks,Match Report,,2019-2020,Brentford
2020-01-18,15:00,Championship,Matchweek 28,Sat,Away,D,0,0,Huddersfield,0.6,0.5,62,20874.0,Henrik Dalsgaard,4-3-3,4-2-3-1,Oliver Langford,Match Report,,2019-2020,Brentford
2020-01-25,12:45,FA Cup,Fourth round,Sat,Home,L,0,1,Leicester City,,,47,12221.0,Luke Daniels,4-3-3,4-2-3-1,Chris Kavanagh,Match Report,,2019-2020,Brentford
2020-01-28,19:45,Championship,Matchweek 29,Tue,Home,L,0,1,Nott'ham Forest,0.9,0.6,68,12274.0,Henrik Dalsgaard,4-3-3,4-2-3-1,Tim Robinson,Match Report,,2019-2020,Brentford
2020-02-01,12:30,Championship,Matchweek 30,Sat,Away,W,5,1,Hull City,3.0,0.5,64,10034.0,Henrik Dalsgaard,4-3-3,4-2-3-1,Darren Bond,Match Report,,2019-2020,Brentford
2020-02-08,15:00,Championship,Matchweek 31,Sat,Home,W,3,2,Middlesbrough,1.7,1.3,56,12285.0,Henrik Dalsgaard,4-3-3,4-2-3-1,Peter Bankes,Match Report,,2019-2020,Brentford
2020-02-11,19:45,Championship,Matchweek 32,Tue,Home,D,1,1,Leeds United,0.8,1.2,34,12294.0,Henrik Dalsgaard,4-3-3,4-1-4-1,Robert Jones,Match Report,,2019-2020,Brentford
2020-02-15,15:00,Championship,Matchweek 33,Sat,Away,D,1,1,Birmingham City,1.0,1.6,63,20379.0,Henrik Dalsgaard,4-3-3,4-4-2,Steve Martin,Match Report,,2019-2020,Brentford
2020-02-22,12:30,Championship,Matchweek 34,Sat,Home,D,2,2,Blackburn,2.2,1.9,63,12082.0,Henrik Dalsgaard,4-3-3,5-3-2,Tim Robinson,Match Report,,2019-2020,Brentford
2020-02-25,19:45,Championship,Matchweek 35,Tue,Away,L,1,2,Luton Town,1.5,0.9,68,10008.0,Henrik Dalsgaard,3-4-3,4-1-2-1-2,Darren England,Match Report,,2019-2020,Brentford
2020-02-29,15:00,Championship,Matchweek 36,Sat,Away,D,2,2,Cardiff City,1.0,1.3,65,22393.0,Henrik Dalsgaard,4-3-3,4-3-3,Simon Hooper,Match Report,,2019-2020,Brentford
2020-03-07,15:00,Championship,Matchweek 37,Sat,Home,W,5,0,Sheffield Weds,1.8,0.7,50,12273.0,Henrik Dalsgaard,4-3-3,4-4-1-1,Keith Stroud,Match Report,,2019-2020,Brentford
2020-06-20,12:30,Championship,Matchweek 38,Sat,Away,W,2,0,Fulham,1.4,0.6,52,,Pontus Jansson,4-3-3,4-2-3-1,James Linington,Match Report,,2019-2020,Brentford
2020-06-26,19:45,Championship,Matchweek 39,Fri,Home,W,1,0,West Brom,1.3,0.5,51,,Pontus Jansson,4-3-3,4-2-3-1,Keith Stroud,Match Report,,2019-2020,Brentford
2020-06-30,18:00,Championship,Matchweek 40,Tue,Away,W,3,0,Reading,2.3,0.2,54,,Pontus Jansson,4-3-3,4-2-3-1,Dean Whitestone,Match Report,,2019-2020,Brentford
2020-07-04,15:00,Championship,Matchweek 41,Sat,Home,W,3,0,Wigan Athletic,1.8,0.2,62,,Pontus Jansson,4-3-3,4-2-3-1,Matt Donohue,Match Report,,2019-2020,Brentford
2020-07-07,18:00,Championship,Matchweek 42,Tue,Home,W,2,1,Charlton Ath,1.7,0.8,69,,Pontus Jansson,4-3-3,3-5-1-1,John Brooks,Match Report,,2019-2020,Brentford
2020-07-11,12:30,Championship,Matchweek 43,Sat,Away,W,3,1,Derby County,1.5,0.9,56,,Pontus Jansson,4-3-3,4-2-3-1,Tim Robinson,Match Report,,2019-2020,Brentford
2020-07-15,17:00,Championship,Matchweek 44,Wed,Home,W,1,0,Preston,0.8,0.6,59,,Pontus Jansson,4-3-3,4-3-1-2,Darren England,Match Report,,2019-2020,Brentford
2020-07-18,12:30,Championship,Matchweek 45,Sat,Away,L,0,1,Stoke City,1.6,0.9,68,,Pontus Jansson,4-3-3,3-4-1-2,Geoff Eltringham,Match Report,,2019-2020,Brentford
2020-07-22,19:30,Championship,Matchweek 46,Wed,Home,L,1,2,Barnsley,1.0,1.3,61,,Pontus Jansson,4-3-3,3-4-1-2,Robert Jones,Match Report,,2019-2020,Brentford
2020-07-26,18:30,Championship,Semi-finals,Sun,Away,L,0,1,Swansea City,1.2,2.0,42,,Pontus Jansson,4-3-3,3-4-1-2,Keith Stroud,Match Report,Leg 1 of 2,2019-2020,Brentford
