Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2019-07-27,15:00,Ligue 2,Matchweek 1,Sat,Away,W,2,1,Le Mans,52.0,17731.0,Steven Fortes,4-2-3-1,4-4-2,Arnaud Baert,Match Report,,2019-2020,Lens
2019-08-03,16:30,Ligue 2,Matchweek 2,Sat,Home,W,2,0,Guingamp,57.0,28671.0,Steven Fortes,4-1-4-1,4-2-3-1,Nicolas Rainville,Match Report,,2019-2020,Lens
2019-08-10,15:00,Ligue 2,Matchweek 3,Sat,Away,D,1,1,Clermont Foot,44.0,6304.0,Steven Fortes,4-1-4-1,4-2-3-1,Pierre Gaillouste,Match Report,,2019-2020,Lens
2019-08-13,21:05,Coupe de la Ligue,First round,Tue,Away,W,2,1,Troyes,61.0,3160.0,Walid Mesloub,4-4-1-1,3-4-1-2,Bartolomeu Varela,Match Report,,2019-2020,Lens
2019-08-17,15:00,Ligue 2,Matchweek 4,Sat,Home,L,1,3,Le Havre,60.0,29706.0,Steven Fortes,4-4-1-1,4-4-2,Sylvain Palhies,Match Report,,2019-2020,Lens
2019-08-24,15:00,Ligue 2,Matchweek 5,Sat,Away,L,0,2,Troyes,53.0,6492.0,Steven Fortes,4-2-3-1,3-5-2,Thomas Léonard,Match Report,,2019-2020,Lens
2019-08-27,21:05,Coupe de la Ligue,Second round,Tue,Home,D,2 (5),2 (4),Clermont Foot,50.0,11909.0,Walid Mesloub,3-4-3,5-3-2,Benjamin Lepaysant,Match Report,Lens won on penalty kicks following extra time,2019-2020,Lens
2019-09-02,20:45,Ligue 2,Matchweek 6,Mon,Away,D,2,2,Grenoble,60.0,6651.0,Steven Fortes,3-4-3,4-2-3-1,Romain Lissorgue,Match Report,,2019-2020,Lens
2019-09-16,20:45,Ligue 2,Matchweek 7,Mon,Home,W,1,0,Châteauroux,58.0,21089.0,Steven Fortes,3-4-3,4-3-3,Bastien Dechepy,Match Report,,2019-2020,Lens
2019-09-21,15:00,Ligue 2,Matchweek 8,Sat,Away,W,2,0,Caen,35.0,11786.0,Guillaume Gillet,3-4-3,3-5-2,Johan Hamel,Match Report,,2019-2020,Lens
2019-09-28,14:45,Ligue 2,Matchweek 9,Sat,Home,W,2,1,Paris FC,54.0,23111.0,Guillaume Gillet,3-4-3,4-3-3,Nicolas Rainville,Match Report,,2019-2020,Lens
2019-10-07,20:45,Ligue 2,Matchweek 10,Mon,Away,W,4,1,Orléans,65.0,5684.0,Guillaume Gillet,3-4-3,4-1-4-1,Aurélien Petit,Match Report,,2019-2020,Lens
2019-10-21,20:45,Ligue 2,Matchweek 11,Mon,Home,D,0,0,Auxerre,47.0,28592.0,Guillaume Gillet,3-4-3,4-4-2,Gaël Angoula,Match Report,,2019-2020,Lens
