Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2023-08-13,19:30,La Liga 2,Matchweek 1,Sun,Away,D,1,1,Albacete,45.0,11618.0,Leandro Cabrera,4-3-3,4-4-2,Adrián Cordero,Match Report,,2023-2024,Espanyol
2023-08-19,19:00,La Liga 2,Matchweek 2,Sat,Home,W,2,0,Racing Sant,47.0,,Leandro Cabrera,4-4-2,4-4-2,Raúl González,Match Report,,2023-2024,Espanyol
2023-08-27,19:30,La Liga 2,Matchweek 3,Sun,Away,W,1,0,CD Mirandés,49.0,3452.0,Leandro Cabrera,4-3-3,3-4-3,Saúl Ais,Match Report,,2023-2024,Espanyol
2023-09-03,18:30,La Liga 2,Matchweek 4,Sun,Home,W,3,2,Amorebieta,59.0,19510.0,Javi Puado,4-2-3-1,4-4-2,Manuel Orellana,Match Report,,2023-2024,Espanyol
2023-09-08,21:00,La Liga 2,Matchweek 5,Fri,Away,W,4,1,Levante,41.0,15548.0,Javi Puado,4-4-2,4-4-2,Jon González,Match Report,,2023-2024,Espanyol
2023-09-17,18:30,La Liga 2,Matchweek 6,Sun,Home,D,3,3,Eldense,63.0,20773.0,Javi Puado,4-4-2,4-4-2,Álvaro Moreno,Match Report,,2023-2024,Espanyol
2023-09-25,20:00,La Liga 2,Matchweek 7,Mon,Away,L,0,1,Tenerife,54.0,18229.0,Javi Puado,4-4-2,4-4-2,Dámaso Arcediano,Match Report,,2023-2024,Espanyol
2023-10-02,21:00,La Liga 2,Matchweek 8,Mon,Home,W,3,0,Racing Ferrol,59.0,16577.0,Javi Puado,4-4-2,4-4-2,Alejandro Quintero,Match Report,,2023-2024,Espanyol
2023-10-05,21:30,La Liga 2,Matchweek 9,Thu,Away,W,2,0,Cartagena,59.0,7748.0,Sergi Gómez,4-2-3-1,4-4-2,Luis Milla,Match Report,,2023-2024,Espanyol
2023-10-09,21:00,La Liga 2,Matchweek 10,Mon,Away,L,1,3,Villarreal B,59.0,4132.0,Sergi Gómez,3-5-2,4-4-2,Oliver De La Fuente,Match Report,,2023-2024,Espanyol
2023-10-14,21:00,La Liga 2,Matchweek 11,Sat,Home,W,2,0,Valladolid,34.0,21439.0,Javi Puado,4-4-1-1,4-1-4-1,Iván Caparrós,Match Report,,2023-2024,Espanyol
2023-10-20,21:00,La Liga 2,Matchweek 12,Fri,Home,L,0,1,Leganés,60.0,20599.0,Javi Puado,4-4-2,5-3-2,Miguel Sesma,Match Report,,2023-2024,Espanyol
2023-10-28,18:30,La Liga 2,Matchweek 13,Sat,Away,L,0,2,Sporting Gijón,61.0,19951.0,Javi Puado,4-4-1-1,3-1-4-2,Adrián Cordero,Match Report,,2023-2024,Espanyol
2023-10-31,19:00,Copa del Rey,First round,Tue,Away,W,2,0,Mensajero,,900.0,Leandro Cabrera,4-4-1-1,4-4-2,Manuel Orellana,Match Report,,2023-2024,Espanyol
2023-11-03,21:00,La Liga 2,Matchweek 14,Fri,Home,D,2,2,Eibar,44.0,18096.0,Sergi Gómez,5-4-1,4-2-3-1,José López,Match Report,,2023-2024,Espanyol
2023-11-12,18:30,La Liga 2,Matchweek 15,Sun,Away,D,1,1,Huesca,41.0,7303.0,Sergi Gómez,4-4-2,3-5-2,Andrés Fuentes,Match Report,,2023-2024,Espanyol
2023-11-18,21:00,La Liga 2,Matchweek 16,Sat,Home,W,2,0,Elche,43.0,19617.0,Leandro Cabrera,4-4-2,4-4-2,Álvaro Moreno,Match Report,,2023-2024,Espanyol
2023-11-26,21:00,La Liga 2,Matchweek 17,Sun,Home,W,2,0,Alcorcón,65.0,16547.0,Leandro Cabrera,4-4-2,4-4-2,Rafael Sánchez,Match Report,,2023-2024,Espanyol
2023-12-01,20:30,La Liga 2,Matchweek 18,Fri,Away,L,0,2,Oviedo,47.0,13023.0,Javi Puado,4-4-2,4-2-3-1,Alejandro Quintero,Match Report,,2023-2024,Espanyol
2023-12-05,21:00,Copa del Rey,Second round,Tue,Home,W,3,1,Valladolid,41.0,15464.0,Sergi Gómez,4-4-2,4-1-4-1,Jose Lax Franco,Match Report,,2023-2024,Espanyol
2023-12-08,21:00,La Liga 2,Matchweek 19,Fri,Home,D,1,1,Zaragoza,47.0,21993.0,Javi Puado,4-4-2,3-5-2,Dámaso Arcediano,Match Report,,2023-2024,Espanyol
2023-12-16,16:15,La Liga 2,Matchweek 20,Sat,Away,D,1,1,FC Andorra,32.0,3020.0,Sergi Gómez,4-4-2,4-3-3,Miguel Sesma,Match Report,,2023-2024,Espanyol
2023-12-19,21:30,La Liga 2,Matchweek 21,Tue,Home,D,3,3,Burgos,68.0,13474.0,Javi Puado,4-4-2,5-4-1,Adrián Cordero,Match Report,,2023-2024,Espanyol
2024-01-06,17:00,Copa del Rey,Round of 32,Sat,Home,L,0,1,Getafe,53.0,15197.0,Sergi Gómez,4-4-2,4-4-2,Mario Melero,Match Report,,2023-2024,Espanyol
2024-01-13,21:00,La Liga 2,Matchweek 22,Sat,Away,D,0,0,Racing Ferrol,47.0,7227.0,Sergi Gómez,4-4-2,4-2-3-1,Manuel Orellana,Match Report,,2023-2024,Espanyol
2024-01-20,18:30,La Liga 2,Matchweek 23,Sat,Home,W,2,1,Villarreal B,55.0,18249.0,Sergi Gómez,4-4-2,4-4-2,Rafael Sánchez,Match Report,,2023-2024,Espanyol
2024-01-28,14:00,La Liga 2,Matchweek 24,Sun,Away,L,2,3,Eldense,51.0,5734.0,Sergi Gómez,4-4-2,4-4-1-1,Jon González,Match Report,,2023-2024,Espanyol
2024-02-04,18:30,La Liga 2,Matchweek 25,Sun,Home,W,2,1,Levante,42.0,19524.0,Sergi Gómez,4-4-2,4-4-2,Dámaso Arcediano,Match Report,,2023-2024,Espanyol
2024-02-10,21:00,La Liga 2,Matchweek 26,Sat,Away,L,0,2,Racing Sant,63.0,13512.0,Sergi Gómez,4-4-2,4-2-3-1,Miguel Sesma,Match Report,,2023-2024,Espanyol
2024-02-17,21:00,La Liga 2,Matchweek 27,Sat,Home,W,3,0,CD Mirandés,49.0,16797.0,Sergi Gómez,4-4-2,4-1-4-1,Luis Milla,Match Report,,2023-2024,Espanyol
2024-02-24,18:30,La Liga 2,Matchweek 28,Sat,Away,W,3,2,Eibar,46.0,6194.0,Sergi Gómez,4-4-2,4-2-3-1,Alejandro Quintero,Match Report,,2023-2024,Espanyol
2024-03-02,16:15,La Liga 2,Matchweek 29,Sat,Home,D,0,0,Huesca,57.0,22472.0,Sergi Gómez,4-4-2,5-4-1,Saúl Ais,Match Report,,2023-2024,Espanyol
2024-03-10,21:00,La Liga 2,Matchweek 30,Sun,Away,D,1,1,Alcorcón,63.0,2521.0,Sergi Gómez,3-4-3,4-4-2,Jon González,Match Report,,2023-2024,Espanyol
2024-03-17,18:30,La Liga 2,Matchweek 31,Sun,Away,W,1,0,Zaragoza,40.0,29468.0,Javi Puado,4-2-3-1,4-2-3-1,Dámaso Arcediano,Match Report,,2023-2024,Espanyol
2024-03-23,21:00,La Liga 2,Matchweek 32,Sat,Home,D,1,1,Tenerife,66.0,21159.0,Sergi Gómez,4-1-4-1,4-4-2,Manuel Orellana,Match Report,,2023-2024,Espanyol
