Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2019-08-17,18:00,Coppa Italia,Third round,Sat,Home,W,3,1,Venezia,,,,3865.0,,,,Paolo Valeri,Match Report,,2019-2020,Parma
2019-08-24,18:00,Serie A,Matchweek 1,Sat,Home,L,0,1,Juventus,0.3,1.4,39.0,20073.0,Bruno Alves,4-3-3,4-3-3,Fabio Maresca,Match Report,,2019-2020,Parma
2019-09-01,20:45,Serie A,Matchweek 2,Sun,Away,W,3,1,Udinese,1.3,1.4,48.0,20410.0,Bruno Alves,4-3-3,3-5-2,Marco Piccinini,Match Report,,2019-2020,Parma
2019-09-15,15:00,Serie A,Matchweek 3,Sun,Home,L,1,3,Cagliari,1.8,0.5,56.0,14068.0,Bruno Alves,4-3-1-2,4-3-1-2,Fabrizio Pasqua,Match Report,,2019-2020,Parma
2019-09-22,20:45,Serie A,Matchweek 4,Sun,Away,L,0,2,Lazio,0.5,1.7,38.0,31404.0,Bruno Alves,4-3-3,3-5-1-1,Rosario Abisso,Match Report,,2019-2020,Parma
2019-09-25,21:00,Serie A,Matchweek 5,Wed,Home,W,1,0,Sassuolo,1.7,0.5,32.0,14569.0,Bruno Alves,3-4-3,4-3-3,Livio Marinelli,Match Report,,2019-2020,Parma
2019-09-30,20:45,Serie A,Matchweek 6,Mon,Home,W,3,2,Torino,3.6,2.2,51.0,15001.0,Bruno Alves,4-3-3,3-4-3,Federico La Penna,Match Report,,2019-2020,Parma
2019-10-05,15:00,Serie A,Matchweek 7,Sat,Away,L,0,1,SPAL,0.4,1.2,53.0,11776.0,Bruno Alves,4-3-3,3-5-2,Marco Guida,Match Report,,2019-2020,Parma
2019-10-20,18:00,Serie A,Matchweek 8,Sun,Home,W,5,1,Genoa,2.2,1.5,38.0,15299.0,Gervinho,4-3-3,3-1-4-2,Paolo Valeri,Match Report,,2019-2020,Parma
2019-10-26,18:00,Serie A,Matchweek 9,Sat,Away,D,2,2,Inter,1.0,2.5,33.0,67076.0,Gervinho,4-1-2-1-2◆,3-5-2,Daniele Chiffi,Match Report,,2019-2020,Parma
2019-10-29,19:00,Serie A,Matchweek 10,Tue,Home,L,0,1,Hellas Verona,1.4,0.3,52.0,14638.0,Gervinho,4-3-1-2,3-4-1-2,Gianluca Manganiello,Match Report,,2019-2020,Parma
2019-11-03,18:00,Serie A,Matchweek 11,Sun,Away,D,1,1,Fiorentina,0.7,1.4,38.0,32479.0,Gervinho,4-3-3,4-3-3,Luca Pairetto,Match Report,,2019-2020,Parma
2019-11-10,18:00,Serie A,Matchweek 12,Sun,Home,W,2,0,Roma,0.9,0.8,38.0,18532.0,Gervinho,4-3-3,4-2-3-1,Michael Fabbri,Match Report,,2019-2020,Parma
