Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2018-08-03,20:30,2. Bundesliga,Matchweek 1,Fri,Away,W,3,0,Hamburger SV,44,57000,Dominik Schmidt,4-2-3-1,4-1-4-1,Marco Fritz,Match Report,,2018-2019,Holstein Kiel
2018-08-12,15:30,2. Bundesliga,Matchweek 2,Sun,Home,D,1,1,Heidenheim,56,9040,Dominik Schmidt,4-2-3-1,4-2-3-1,Sören Storks,Match Report,,2018-2019,Holstein Kiel
2018-08-19,18:30,DFB-Pokal,First round,Sun,Away,W,3,1,1860 Munich,68,14200,David Kinsombi,4-2-3-1,4-3-3,Sascha Stegemann,Match Report,,2018-2019,Holstein Kiel
2018-08-26,13:30,2. Bundesliga,Matchweek 3,Sun,Away,D,0,0,Jahn R'burg,61,2970,Dominik Schmidt,4-2-3-1,4-1-3-2,Sven Waschitzki,Match Report,,2018-2019,Holstein Kiel
2018-09-03,20:30,2. Bundesliga,Matchweek 4,Mon,Home,W,2,1,Magdeburg,64,9314,David Kinsombi,4-2-3-1,5-4-1,Robert Kampka,Match Report,,2018-2019,Holstein Kiel
2018-09-15,13:00,2. Bundesliga,Matchweek 5,Sat,Away,L,1,4,Greuther Fürth,65,8370,David Kinsombi,4-2-3-1,4-3-3,Lasse Koslowski,Match Report,,2018-2019,Holstein Kiel
2018-09-22,13:00,2. Bundesliga,Matchweek 6,Sat,Home,D,2,2,Bochum,56,8880,David Kinsombi,4-2-3-1,4-2-3-1,Tobias Reichel,Match Report,,2018-2019,Holstein Kiel
2018-09-25,18:30,2. Bundesliga,Matchweek 7,Tue,Away,L,0,2,Union Berlin,57,20879,David Kinsombi,4-2-3-1,4-2-3-1,Benjamin Cortus,Match Report,,2018-2019,Holstein Kiel
2018-09-28,18:30,2. Bundesliga,Matchweek 8,Fri,Home,W,4,2,Darmstadt 98,46,8527,David Kinsombi,4-4-2,4-2-3-1,Timo Gerach,Match Report,,2018-2019,Holstein Kiel
2018-10-06,13:00,2. Bundesliga,Matchweek 9,Sat,Away,L,1,2,Erzgebirge Aue,55,7500,David Kinsombi,4-2-3-1,3-4-1-2,Michael Bacher,Match Report,,2018-2019,Holstein Kiel
