Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2020-08-22,15:00,Ligue 2,Matchweek 1,Sat,Home,L,0,1,Dunkerque,58.0,,Ruben Gabrielsen,4-4-2,4-2-3-1,Aurélien Petit,Match Report,,2020-2021,Toulouse
2020-08-29,19:00,Ligue 2,Matchweek 2,Sat,Away,L,3,5,Grenoble,58.0,3435.0,Ruben Gabrielsen,3-5-2,4-3-3,Arnaud Baert,Match Report,,2020-2021,Toulouse
2020-09-14,20:45,Ligue 2,Matchweek 3,Mon,Home,D,0,0,Sochaux,65.0,5000.0,Ruben Gabrielsen,3-5-2,4-2-3-1,Johan Hamel,Match Report,,2020-2021,Toulouse
2020-09-19,15:00,Ligue 2,Matchweek 4,Sat,Away,D,1,1,Clermont Foot,53.0,,Ruben Gabrielsen,3-5-2,4-2-3-1,Pierre Gaillouste,Match Report,,2020-2021,Toulouse
2020-09-26,15:00,Ligue 2,Matchweek 5,Sat,Home,W,3,1,Auxerre,45.0,,Ruben Gabrielsen,3-5-2,4-4-2,Mathieu Vernice,Match Report,,2020-2021,Toulouse
2020-10-03,15:00,Ligue 2,Matchweek 6,Sat,Home,D,0,0,Troyes,35.0,,Ruben Gabrielsen,3-5-2,4-3-3,Remi Landry,Match Report,,2020-2021,Toulouse
2020-10-17,19:00,Ligue 2,Matchweek 7,Sat,Away,W,1,0,Ajaccio,39.0,,Kelvin Amian,3-5-2,4-4-2,Mehdi Mokhtari,Match Report,,2020-2021,Toulouse
2020-10-24,19:00,Ligue 2,Matchweek 8,Sat,Home,W,3,0,Rodez Aveyron,54.0,,Ruben Gabrielsen,3-5-2,3-5-2,Bartolomeu Varela,Match Report,,2020-2021,Toulouse
2020-11-02,20:45,Ligue 2,Matchweek 9,Mon,Away,W,1,0,Amiens,56.0,,Ruben Gabrielsen,3-5-2,4-3-3,Alexandre Perreau Niel,Match Report,,2020-2021,Toulouse
2020-11-07,19:00,Ligue 2,Matchweek 10,Sat,Home,L,4,5,Valenciennes,57.0,,Ruben Gabrielsen,3-5-2,4-4-2,Sylvain Palhies,Match Report,,2020-2021,Toulouse
2020-11-21,19:00,Ligue 2,Matchweek 11,Sat,Away,D,1,1,Chambly Oise,53.0,,Ruben Gabrielsen,3-5-2,4-3-3,Romain Lissorgue,Match Report,,2020-2021,Toulouse
2020-11-28,15:00,Ligue 2,Matchweek 12,Sat,Home,W,2,1,Niort,56.0,,Ruben Gabrielsen,4-3-3,5-3-2,Gaël Angoula,Match Report,,2020-2021,Toulouse
2020-12-01,19:00,Ligue 2,Matchweek 13,Tue,Away,W,3,1,Nancy,57.0,,Ruben Gabrielsen,3-5-2,3-4-3,Johan Hamel,Match Report,,2020-2021,Toulouse
2020-12-05,19:00,Ligue 2,Matchweek 14,Sat,Home,D,2,2,Guingamp,54.0,,Ruben Gabrielsen,5-3-2,4-2-3-1,Remi Landry,Match Report,,2020-2021,Toulouse
