Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-10-25,20:45,DFB-Pokal,Second round,Wed,Away,W,5,2,Jahn R'burg,46,6678,Marc Schnatterer,4-1-4-1,4-4-2,Christian Dingert,Match Report,,2017-2018,Heidenheim
2017-10-29,13:30,2. Bundesliga,Matchweek 12,Sun,Home,W,1,0,Nürnberg,42,12600,Robert Glatzel,4-4-2,4-4-2,Robert Schröder,Match Report,,2017-2018,Heidenheim
2017-11-05,13:30,2. Bundesliga,Matchweek 13,Sun,Away,D,2,2,Düsseldorf,48,23956,Marc Schnatterer,4-2-3-1,3-1-4-2,Lasse Koslowski,Match Report,,2017-2018,Heidenheim
2017-11-18,13:00,2. Bundesliga,Matchweek 14,Sat,Home,W,4,3,Union Berlin,44,12000,Marc Schnatterer,4-4-2,4-3-3,Deniz Aytekin,Match Report,,2017-2018,Heidenheim
2017-11-24,18:30,2. Bundesliga,Matchweek 15,Fri,Away,W,2,1,Sandhausen,51,5243,Marc Schnatterer,4-4-2,3-4-1-2,Aarne Aarnink,Match Report,,2017-2018,Heidenheim
2017-12-01,18:30,2. Bundesliga,Matchweek 16,Fri,Home,W,3,2,Kaiserslautern,48,11000,Marc Schnatterer,4-4-2,4-4-2,René Rohde,Match Report,,2017-2018,Heidenheim
2017-12-09,13:00,2. Bundesliga,Matchweek 17,Sat,Away,L,0,1,Greuther Fürth,56,6965,Marc Schnatterer,4-4-2,3-4-3,Alexander Sather,Match Report,,2017-2018,Heidenheim
2017-12-16,13:00,2. Bundesliga,Matchweek 18,Sat,Away,D,1,1,Erzgebirge Aue,51,6500,Marc Schnatterer,4-1-4-1,3-4-3,Sascha Stegemann,Match Report,,2017-2018,Heidenheim
2017-12-20,20:45,DFB-Pokal,Round of 16,Wed,Home,L,1,2,Eint Frankfurt,30,11000,Marc Schnatterer,4-4-2,3-1-4-2,Sven Jablonski,Match Report,Required Extra Time,2017-2018,Heidenheim
2018-01-24,20:30,2. Bundesliga,Matchweek 19,Wed,Home,W,2,0,BTSV,41,10500,Marc Schnatterer,4-4-2,3-4-3,Daniel Schlager,Match Report,,2017-2018,Heidenheim
2018-01-27,13:00,2. Bundesliga,Matchweek 20,Sat,Away,D,3,3,MSV Duisburg,40,13105,Marc Schnatterer,4-4-2,4-4-2,Florian Heft,Match Report,,2017-2018,Heidenheim
2018-02-03,13:00,2. Bundesliga,Matchweek 21,Sat,Home,W,3,1,St. Pauli,47,12300,Marc Schnatterer,4-4-2,4-4-2,Patrick Alt,Match Report,,2017-2018,Heidenheim
2018-02-10,13:00,2. Bundesliga,Matchweek 22,Sat,Away,L,0,2,Jahn R'burg,46,8006,Marc Schnatterer,4-4-2,4-4-2,Sören Storks,Match Report,,2017-2018,Heidenheim
2018-02-16,18:30,2. Bundesliga,Matchweek 23,Fri,Home,W,1,0,Bochum,36,10000,Marc Schnatterer,4-4-2,4-2-3-1,Robert Kempter,Match Report,,2017-2018,Heidenheim
2018-02-25,13:30,2. Bundesliga,Matchweek 24,Sun,Away,D,1,1,Darmstadt 98,54,13650,Sebastian Griesbeck,4-1-3-2,4-2-3-1,Martin Thomsen,Match Report,,2017-2018,Heidenheim
2018-03-04,13:30,2. Bundesliga,Matchweek 25,Sun,Home,D,2,2,Arminia,43,10300,Marc Schnatterer,4-2-3-1,4-1-4-1,Alexander Sather,Match Report,,2017-2018,Heidenheim
2018-03-09,18:30,2. Bundesliga,Matchweek 26,Fri,Away,L,2,3,Dresden,42,24763,Marc Schnatterer,4-4-2,4-2-2-2,Sven Waschitzki,Match Report,,2017-2018,Heidenheim
2018-03-16,18:30,2. Bundesliga,Matchweek 27,Fri,Away,L,1,2,Holstein Kiel,48,10278,Marc Schnatterer,4-2-3-1,4-1-4-1,Christof Günsch,Match Report,,2017-2018,Heidenheim
2018-03-31,13:00,2. Bundesliga,Matchweek 28,Sat,Home,L,1,2,Ingolstadt 04,43,11300,Marc Schnatterer,4-2-3-1,4-2-3-1,Martin Thomsen,Match Report,,2017-2018,Heidenheim
2018-04-07,13:00,2. Bundesliga,Matchweek 29,Sat,Away,L,2,3,Nürnberg,45,29351,Marc Schnatterer,4-1-4-1,4-1-4-1,Johann Pfeifer,Match Report,,2017-2018,Heidenheim
2018-04-15,13:30,2. Bundesliga,Matchweek 30,Sun,Home,W,3,1,Düsseldorf,45,12800,Marc Schnatterer,4-4-2,4-4-1-1,Christian Dietz,Match Report,,2017-2018,Heidenheim
2018-04-21,13:00,2. Bundesliga,Matchweek 31,Sat,Away,D,1,1,Union Berlin,36,21124,Marc Schnatterer,4-4-2,4-3-1-2,Benedikt Kempkes,Match Report,,2017-2018,Heidenheim
2018-04-29,13:30,2. Bundesliga,Matchweek 32,Sun,Home,W,2,0,Sandhausen,35,12800,Sebastian Griesbeck,4-4-1-1,4-3-1-2,Aarne Aarnink,Match Report,,2017-2018,Heidenheim
2018-05-06,15:30,2. Bundesliga,Matchweek 33,Sun,Away,L,0,1,Kaiserslautern,39,25000,Sebastian Griesbeck,4-4-1-1,4-4-2,Martin Thomsen,Match Report,,2017-2018,Heidenheim
2018-05-13,15:30,2. Bundesliga,Matchweek 34,Sun,Home,D,1,1,Greuther Fürth,50,14850,Sebastian Griesbeck,4-4-2,4-4-2,Harm Osmers,Match Report,,2017-2018,Heidenheim
