Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-08-05,15:30,2. Bundesliga,Matchweek 2,Sat,Away,L,0,2,BTSV,65,18550,Marc Schnatterer,4-1-4-1,3-4-3,Daniel Siebert,Match Report,,2017-2018,Heidenheim
2017-08-09,20:00,2. Bundesliga,Matchweek 1,Wed,Home,W,2,1,Erzgebirge Aue,50,10500,Marc Schnatterer,4-1-4-1,3-4-1-2,Florian Badstübner,Match Report,,2017-2018,Heidenheim
2017-08-12,15:30,DFB-Pokal,First round,Sat,Away,W,4,0,Unterhaching,53,5000,Marc Schnatterer,4-1-4-1,4-4-2,Timo Gerach,Match Report,,2017-2018,Heidenheim
2017-08-19,13:00,2. Bundesliga,Matchweek 3,Sat,Home,L,1,2,MSV Duisburg,57,10200,Marc Schnatterer,4-1-4-1,4-4-2,Harm Osmers,Match Report,,2017-2018,Heidenheim
2017-08-26,13:00,2. Bundesliga,Matchweek 4,Sat,Away,L,0,1,St. Pauli,40,29546,Marc Schnatterer,4-4-2,4-4-2,Thorben Siewer,Match Report,,2017-2018,Heidenheim
2017-09-08,18:30,2. Bundesliga,Matchweek 5,Fri,Home,L,1,3,Jahn R'burg,51,10500,Marc Schnatterer,4-4-2,4-4-2,Sven Waschitzki,Match Report,,2017-2018,Heidenheim
2017-09-17,13:30,2. Bundesliga,Matchweek 6,Sun,Away,W,2,1,Bochum,32,13236,Marc Schnatterer,4-1-4-1,4-4-2,Lasse Koslowski,Match Report,,2017-2018,Heidenheim
2017-09-20,18:30,2. Bundesliga,Matchweek 7,Wed,Home,D,2,2,Darmstadt 98,44,10500,Marc Schnatterer,4-3-2-1,4-4-2,Patrick Alt,Match Report,,2017-2018,Heidenheim
2017-09-23,13:00,2. Bundesliga,Matchweek 8,Sat,Away,D,1,1,Arminia,36,15184,Marc Schnatterer,4-1-4-1,4-4-2,Aarne Aarnink,Match Report,,2017-2018,Heidenheim
2017-10-01,13:30,2. Bundesliga,Matchweek 9,Sun,Home,L,0,2,Dresden,48,12100,Marc Schnatterer,4-4-2,4-3-3,Florian Badstübner,Match Report,,2017-2018,Heidenheim
2017-10-15,13:30,2. Bundesliga,Matchweek 10,Sun,Home,L,3,5,Holstein Kiel,41,10300,Marc Schnatterer,4-2-3-1,4-1-4-1,Felix Zwayer,Match Report,,2017-2018,Heidenheim
2017-10-20,18:30,2. Bundesliga,Matchweek 11,Fri,Away,L,0,3,Ingolstadt 04,40,9242,Marc Schnatterer,4-2-3-1,4-3-3,Thorben Siewer,Match Report,,2017-2018,Heidenheim
