Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2018-08-19,19:00,La Liga 2,Matchweek 1,Sun,Away,L,0,1,Mallorca,57.0,9450.0,Oier Sanjurjo,4-2-3-1,4-4-2,Dámaso Arcediano,Match Report,,2018-2019,Osasuna
2018-08-26,19:30,La Liga 2,Matchweek 2,Sun,Home,D,1,1,Elche,45.0,14064.0,Oier Sanjurjo,4-2-3-1,4-1-4-1,Daniel Ocón,Match Report,,2018-2019,Osasuna
2018-09-02,21:00,La Liga 2,Matchweek 3,Sun,Away,L,0,2,Granada,52.0,8713.0,Oier Sanjurjo,4-4-2,4-2-3-1,Daniel Trujillo,Match Report,,2018-2019,Osasuna
2018-09-08,16:00,La Liga 2,Matchweek 4,Sat,Home,W,3,1,Almería,55.0,12765.0,Oier Sanjurjo,4-4-2,4-2-3-1,David Pérez,Match Report,,2018-2019,Osasuna
2018-09-12,20:00,Copa del Rey,Second round,Wed,Home,L,1,2,Reus,,10987.0,Miguel Flaño,4-4-1-1,4-4-2,César Soto,Match Report,,2018-2019,Osasuna
2018-09-15,16:00,La Liga 2,Matchweek 5,Sat,Away,L,0,1,Gimnàstic,61.0,4576.0,Oier Sanjurjo,5-3-2,4-2-3-1,Javier Villanueva,Match Report,,2018-2019,Osasuna
2018-09-22,16:00,La Liga 2,Matchweek 6,Sat,Home,W,1,0,Sporting Gijón,52.0,13354.0,Oier Sanjurjo,4-2-3-1,4-1-4-1,Isidro Díaz de Mera,Match Report,,2018-2019,Osasuna
2018-09-30,18:00,La Liga 2,Matchweek 7,Sun,Home,D,0,0,Numancia,55.0,14392.0,Oier Sanjurjo,4-4-1-1,4-3-3,Jorge Figueroa,Match Report,,2018-2019,Osasuna
2018-10-08,21:00,La Liga 2,Matchweek 8,Mon,Away,D,1,1,Zaragoza,42.0,23850.0,Oier Sanjurjo,4-1-4-1,4-4-2,Gorka Sagues,Match Report,,2018-2019,Osasuna
2018-10-13,16:00,La Liga 2,Matchweek 9,Sat,Home,W,3,1,Córdoba,66.0,12996.0,Oier Sanjurjo,4-2-3-1,4-1-4-1,Víctor Areces,Match Report,,2018-2019,Osasuna
2018-10-20,16:00,La Liga 2,Matchweek 10,Sat,Away,L,1,2,Oviedo,42.0,12325.0,Oier Sanjurjo,4-2-3-1,3-4-3,Iñaki Bikandi,Match Report,,2018-2019,Osasuna
2018-10-28,18:00,La Liga 2,Matchweek 11,Sun,Away,D,1,1,Majadahonda,51.0,2482.0,Oier Sanjurjo,4-2-3-1,5-3-2,Luis Milla,Match Report,,2018-2019,Osasuna
2018-11-03,18:00,La Liga 2,Matchweek 12,Sat,Home,W,2,1,Málaga,68.0,14052.0,Roberto Torres,4-4-2,4-4-2,Oliver De La Fuente,Match Report,,2018-2019,Osasuna
2018-11-10,18:00,La Liga 2,Matchweek 13,Sat,Away,W,3,2,Extremadura,58.0,8237.0,Oier Sanjurjo,4-3-3,4-2-3-1,Dámaso Arcediano,Match Report,,2018-2019,Osasuna
