Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-07-28,20:00,Ligue 2,Matchweek 1,Fri,Away,W,3,0,Tours,42.0,4506,Alexandre Bonnet,4-2-3-1,4-2-3-1,Sylvain Palhies,Match Report,,2017-2018,Le Havre
2017-08-04,20:00,Ligue 2,Matchweek 2,Fri,Home,W,4,1,Auxerre,53.0,8353,Alexandre Bonnet,4-2-3-1,4-4-2,Johan Hamel,Match Report,,2017-2018,Le Havre
2017-08-08,20:00,Coupe de la Ligue,First round,Tue,Home,D,4 (5),4 (4),Nîmes,,4849,Jean-Pascal Fontaine,4-2-3-1,4-4-2,Aurélien Petit,Match Report,Le Havre won on penalty kicks following extra time,2017-2018,Le Havre
2017-08-11,20:00,Ligue 2,Matchweek 3,Fri,Away,W,3,0,Paris FC,38.0,1878,Alexandre Bonnet,4-4-2,4-1-4-1,William Lavis,Match Report,,2017-2018,Le Havre
2017-08-18,20:00,Ligue 2,Matchweek 4,Fri,Home,W,1,0,Valenciennes,54.0,9977,Alexandre Bonnet,4-2-3-1,4-1-4-1,Eric Wattellier,Match Report,,2017-2018,Le Havre
2017-08-22,20:00,Coupe de la Ligue,Second round,Tue,Away,D,0 (6),0 (7),Tours,,3421,Alexandre Bonnet,4-2-3-1,4-1-4-1,Jeremy Stinat,Match Report,Tours won on penalty kicks following extra time,2017-2018,Le Havre
2017-08-25,20:00,Ligue 2,Matchweek 5,Fri,Away,L,0,1,Nîmes,46.0,6239,Alexandre Bonnet,4-4-2,4-4-2,Sébastien Desiage,Match Report,,2017-2018,Le Havre
2017-09-08,20:00,Ligue 2,Matchweek 6,Fri,Home,D,1,1,Orléans,53.0,7061,Alexandre Bonnet,4-2-3-1,4-3-3,Stéphanie Frappart,Match Report,,2017-2018,Le Havre
2017-09-15,20:00,Ligue 2,Matchweek 7,Fri,Away,L,0,1,Brest,47.0,6821,Alexandre Bonnet,4-2-3-1,4-3-3,Florent Batta,Match Report,,2017-2018,Le Havre
2017-09-19,21:00,Ligue 2,Matchweek 8,Tue,Home,W,1,0,Sochaux,43.0,6075,Alexandre Bonnet,4-2-3-1,4-3-3,Tony Chapron,Match Report,,2017-2018,Le Havre
2017-09-22,20:00,Ligue 2,Matchweek 9,Fri,Away,L,1,2,Bourg-Péronnas,59.0,2211,Jean-Pascal Fontaine,4-2-3-1,5-3-2,Bastien Dechepy,Match Report,,2017-2018,Le Havre
2017-10-02,20:45,Ligue 2,Matchweek 10,Mon,Home,W,3,2,Lorient,37.0,7574,Alexandre Bonnet,4-2-3-1,4-2-3-1,Stéphane Jochem,Match Report,,2017-2018,Le Havre
2017-10-14,14:55,Ligue 2,Matchweek 11,Sat,Away,L,0,3,Clermont Foot,49.0,2898,Alexandre Bonnet,4-1-4-1,4-2-3-1,Ruddy Buquet,Match Report,,2017-2018,Le Havre
2017-10-20,20:00,Ligue 2,Matchweek 12,Fri,Home,D,1,1,Châteauroux,65.0,6402,Alexandre Bonnet,4-4-2,5-3-2,Willy Delajod,Match Report,,2017-2018,Le Havre
2017-10-27,20:00,Ligue 2,Matchweek 13,Fri,Away,W,2,0,Quevilly-Rouen,36.0,7262,Alexandre Bonnet,4-2-3-1,4-2-3-1,Aurélien Petit,Match Report,,2017-2018,Le Havre
2017-11-06,20:45,Ligue 2,Matchweek 14,Mon,Home,D,0,0,Reims,51.0,6857,Alexandre Bonnet,4-2-3-1,4-4-2,Tony Chapron,Match Report,,2017-2018,Le Havre
2017-11-12,14:00,Coupe de France,Seventh round,Sun,Away,L,2,3,Evreux 27,,1500,Alexandre Bonnet,,,Antoine Grare,Match Report,,2017-2018,Le Havre
