Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-08-04,19:45,Championship,Matchweek 1,Fri,Home,W,1,0,Millwall,68,28065,Michael Mancienne,4-1-4-1,4-4-2,Peter Bankes,Match Report,,2017-2018,Nott'ham Forest
2017-08-08,19:45,EFL Cup,First round,Tue,Home,W,2,1,Shrewsbury,55,7546,Chris Cohen,4-4-2,4-5-1,John Busby,Match Report,,2017-2018,Nott'ham Forest
2017-08-12,15:00,Championship,Matchweek 2,Sat,Away,W,4,3,Brentford,43,10169,Michael Mancienne,3-4-1-2,4-2-3-1,James Linington,Match Report,,2017-2018,Nott'ham Forest
2017-08-15,19:45,Championship,Matchweek 3,Tue,Away,L,1,2,Barnsley,62,13883,Michael Mancienne,3-4-3,4-1-4-1,Tony Harrington,Match Report,,2017-2018,Nott'ham Forest
2017-08-19,15:00,Championship,Matchweek 4,Sat,Home,W,2,1,Middlesbrough,51,26265,Matt Mills,4-2-3-1,4-3-3,Graham Scott,Match Report,,2017-2018,Nott'ham Forest
2017-08-23,19:45,EFL Cup,Second round,Wed,Away,W,3,2,Newcastle Utd,51,27709,Michael Mancienne,4-3-3,4-4-1-1,Darren England,Match Report,Required Extra Time,2017-2018,Nott'ham Forest
2017-08-26,17:30,Championship,Matchweek 5,Sat,Home,L,0,2,Leeds United,58,25682,Matt Mills,4-2-3-1,4-2-3-1,Jeremy Simpson,Match Report,,2017-2018,Nott'ham Forest
2017-09-09,17:30,Championship,Matchweek 6,Sat,Away,L,1,3,Sheffield Weds,56,25710,Joe Worrall,3-1-4-2,4-4-2,Andy Madley,Match Report,,2017-2018,Nott'ham Forest
2017-09-12,19:45,Championship,Matchweek 7,Tue,Away,W,1,0,Sunderland,56,26061,Matt Mills,4-2-3-1,4-2-3-1,Simon Hooper,Match Report,,2017-2018,Nott'ham Forest
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,L,1,2,Wolves,56,25756,Matt Mills,4-2-3-1,3-4-3,Geoff Eltringham,Match Report,,2017-2018,Nott'ham Forest
2017-09-20,19:45,EFL Cup,Third round,Wed,Away,L,1,5,Chelsea,34,40621,Michael Mancienne,3-5-2,3-4-3,Chris Kavanagh,Match Report,,2017-2018,Nott'ham Forest
2017-09-23,17:30,Championship,Matchweek 9,Sat,Away,L,1,2,Aston Villa,64,28554,Matt Mills,4-2-3-1,4-4-2,Tim Robinson,Match Report,,2017-2018,Nott'ham Forest
