Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2020-09-12,15:30,DFB-Pokal,First round,Sat,Away,W,3,0,FV Engers 07,77,,Anthony Losilla,4-2-3-1,4-4-2,Florian Heft,Match Report,,2020-2021,Bochum
2020-09-21,20:30,2. Bundesliga,Matchweek 1,Mon,Home,D,2,2,St. Pauli,52,3500.0,Anthony Losilla,4-2-3-1,3-4-3,Robert Schröder,Match Report,,2020-2021,Bochum
2020-09-27,13:30,2. Bundesliga,Matchweek 2,Sun,Away,W,1,0,Karlsruher,43,1200.0,Anthony Losilla,4-2-3-1,4-1-4-1,Marco Fritz,Match Report,,2020-2021,Bochum
2020-10-02,18:30,2. Bundesliga,Matchweek 3,Fri,Home,D,0,0,Osnabrück,58,4231.0,Anthony Losilla,4-2-3-1,4-4-2,Alexander Sather,Match Report,,2020-2021,Bochum
2020-10-17,13:00,2. Bundesliga,Matchweek 4,Sat,Away,L,1,2,BTSV,60,3815.0,Anthony Losilla,4-2-3-1,3-4-1-2,Christof Günsch,Match Report,,2020-2021,Bochum
2020-10-25,13:30,2. Bundesliga,Matchweek 5,Sun,Home,W,2,0,Erzgebirge Aue,72,300.0,Anthony Losilla,4-2-3-1,4-1-4-1,Nicolas Winter,Match Report,,2020-2021,Bochum
2020-11-01,13:30,2. Bundesliga,Matchweek 6,Sun,Away,W,3,2,W'burg Kickers,61,,Anthony Losilla,4-3-3,4-4-2,Martin Thomsen,Match Report,,2020-2021,Bochum
2020-11-07,13:00,2. Bundesliga,Matchweek 7,Sat,Home,L,0,2,Greuther Fürth,57,,Anthony Losilla,4-3-3,4-4-2,Bastian Dankert,Match Report,,2020-2021,Bochum
2020-11-22,13:30,2. Bundesliga,Matchweek 8,Sun,Away,W,3,1,Hamburger SV,47,,Anthony Losilla,4-2-3-1,3-4-1-2,Tobias Reichel,Match Report,,2020-2021,Bochum
2020-11-30,20:30,2. Bundesliga,Matchweek 9,Mon,Home,W,5,0,Düsseldorf,72,,Anthony Losilla,4-2-3-1,4-4-2,Frank Willenborg,Match Report,,2020-2021,Bochum
