Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-07-31,20:45,Ligue 2,Matchweek 1,Mon,Home,W,1,0,Lens,46.0,12870,Mickaël Tacalfred,4-4-2,4-2-3-1,Hakim Ben El Hadj Salem,Match Report,,2017-2018,Auxerre
2017-08-04,20:00,Ligue 2,Matchweek 2,Fri,Away,L,1,4,Le Havre,47.0,8353,Mickaël Tacalfred,4-4-2,4-2-3-1,Johan Hamel,Match Report,,2017-2018,Auxerre
2017-08-08,20:00,Coupe de la Ligue,First round,Tue,Away,D,1 (5),1 (6),Red Star,,2039,Mickaël Tacalfred,4-4-2,4-1-4-1,Willy Delajod,Match Report,Red Star won on penalty kicks following extra time,2017-2018,Auxerre
2017-08-11,20:00,Ligue 2,Matchweek 3,Fri,Away,L,0,2,Niort,64.0,3535,Mickaël Tacalfred,4-4-2,4-3-3,Faouzi Benchabane,Match Report,,2017-2018,Auxerre
2017-08-18,20:00,Ligue 2,Matchweek 4,Fri,Home,L,1,3,Orléans,61.0,7998,Mickaël Tacalfred,4-4-2,4-3-3,Benoît Bastien,Match Report,,2017-2018,Auxerre
2017-08-25,20:00,Ligue 2,Matchweek 5,Fri,Away,L,1,2,Paris FC,58.0,1927,Mickaël Tacalfred,4-2-3-1,4-1-4-1,Bastien Dechepy,Match Report,,2017-2018,Auxerre
2017-09-08,20:00,Ligue 2,Matchweek 6,Fri,Home,D,1,1,Tours,63.0,4762,Mickaël Tacalfred,4-4-2,4-3-3,Ruddy Buquet,Match Report,,2017-2018,Auxerre
2017-09-15,20:00,Ligue 2,Matchweek 7,Fri,Away,L,0,3,Nîmes,55.0,6771,Mickaël Tacalfred,4-2-3-1,4-4-2,Aurélien Petit,Match Report,,2017-2018,Auxerre
2017-09-19,21:00,Ligue 2,Matchweek 8,Tue,Home,W,1,0,Lorient,55.0,4638,Mohamed Yattara,4-2-3-1,3-5-2,Jeremy Stinat,Match Report,,2017-2018,Auxerre
2017-09-22,20:00,Ligue 2,Matchweek 9,Fri,Away,W,2,0,Valenciennes,48.0,11180,Mohamed Yattara,4-2-3-1,4-4-2,Stéphanie Frappart,Match Report,,2017-2018,Auxerre
2017-09-29,20:00,Ligue 2,Matchweek 10,Fri,Home,W,2,0,Sochaux,55.0,5791,Mohamed Yattara,4-2-3-1,3-4-3,William Lavis,Match Report,,2017-2018,Auxerre
2017-10-13,20:00,Ligue 2,Matchweek 11,Fri,Away,D,1,1,Brest,42.0,7025,Mohamed Yattara,4-4-2,4-3-3,Sébastien Desiage,Match Report,,2017-2018,Auxerre
2017-10-20,20:00,Ligue 2,Matchweek 12,Fri,Home,W,2,1,Quevilly-Rouen,55.0,5630,Mohamed Yattara,4-4-2,4-2-3-1,Bastien Dechepy,Match Report,,2017-2018,Auxerre
2017-10-27,20:00,Ligue 2,Matchweek 13,Fri,Away,D,1,1,Bourg-Péronnas,56.0,2730,Jordan Adéoti,4-4-2,4-2-3-1,Florent Batta,Match Report,,2017-2018,Auxerre
