Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2022-08-13,21:00,La Liga 2,Matchweek 1,Sat,Home,L,1,2,Alavés,62.0,5316,Kenneth Omeruo,4-3-3,4-3-3,Víctor García Verdura,Match Report,,2022-2023,Leganes
2022-08-21,17:30,La Liga 2,Matchweek 2,Sun,Away,L,0,1,Oviedo,43.0,12121,Kenneth Omeruo,4-3-3,4-4-2,Rubén Ávalos,Match Report,,2022-2023,Leganes
2022-08-27,19:30,La Liga 2,Matchweek 3,Sat,Away,L,0,1,Lugo,63.0,2299,Kenneth Omeruo,4-4-2,4-3-3,Andrés Fuentes,Match Report,,2022-2023,Leganes
2022-09-02,21:00,La Liga 2,Matchweek 4,Fri,Home,W,2,1,Eibar,53.0,7038,Kenneth Omeruo,3-4-3,4-2-3-1,Dámaso Arcediano,Match Report,,2022-2023,Leganes
2022-09-09,20:00,La Liga 2,Matchweek 5,Fri,Away,L,0,1,Las Palmas,46.0,19090,Kenneth Omeruo,3-4-3,4-2-3-1,Adrián Cordero,Match Report,,2022-2023,Leganes
2022-09-18,14:00,La Liga 2,Matchweek 6,Sun,Home,D,0,0,Burgos,70.0,7364,José Arnaiz,4-2-3-1,4-2-3-1,Daniel Trujillo,Match Report,,2022-2023,Leganes
2022-09-24,14:00,La Liga 2,Matchweek 7,Sat,Away,L,0,1,Huesca,67.0,5194,José Arnaiz,4-2-3-1,4-4-2,José López,Match Report,,2022-2023,Leganes
2022-10-02,16:15,La Liga 2,Matchweek 8,Sun,Home,L,1,2,Albacete,53.0,7623,José Arnaiz,4-4-2,4-3-3,Rubén Ávalos,Match Report,,2022-2023,Leganes
2022-10-09,14:00,La Liga 2,Matchweek 9,Sun,Away,W,2,1,Cartagena,40.0,7795,Kenneth Omeruo,5-3-2,4-3-3,Iván Caparrós,Match Report,,2022-2023,Leganes
2022-10-12,16:15,La Liga 2,Matchweek 10,Wed,Home,W,1,0,Málaga,39.0,7332,Kenneth Omeruo,5-3-2,3-4-3,Oliver De La Fuente,Match Report,,2022-2023,Leganes
