Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2019-08-18,18:30,La Liga 2,Matchweek 1,Sun,Home,D,1,1,Sporting Gijón,60.0,8183.0,Álex Granell,3-4-3,4-2-3-1,Daniel Trujillo,Match Report,,2019-2020,Girona
2019-08-23,22:00,La Liga 2,Matchweek 2,Fri,Away,L,0,1,Albacete,55.0,8292.0,Álex Granell,3-4-3,4-4-1-1,Santiago Varón,Match Report,,2019-2020,Girona
2019-09-01,19:00,La Liga 2,Matchweek 3,Sun,Home,W,1,0,Málaga,47.0,8765.0,Álex Granell,4-3-3,4-3-3,Juan Pulido,Match Report,,2019-2020,Girona
2019-09-08,16:00,La Liga 2,Matchweek 4,Sun,Home,W,3,1,Rayo Vallecano,43.0,8608.0,Álex Granell,4-1-4-1,4-1-4-1,Gorka Sagues,Match Report,,2019-2020,Girona
2019-09-14,20:30,La Liga 2,Matchweek 5,Sat,Away,L,0,2,Cádiz,64.0,15535.0,Pedro Alcalá,4-1-4-1,4-2-3-1,Daniel Ocón,Match Report,,2019-2020,Girona
2019-09-17,19:00,La Liga 2,Matchweek 6,Tue,Away,L,1,3,Almería,52.0,11034.0,Álex Granell,3-5-2,4-2-3-1,José López,Match Report,,2019-2020,Girona
2019-09-22,16:00,La Liga 2,Matchweek 7,Sun,Home,W,1,0,Las Palmas,49.0,8332.0,Álex Granell,4-1-4-1,4-4-2,Alejandro Muñíz,Match Report,,2019-2020,Girona
2019-09-28,18:00,La Liga 2,Matchweek 8,Sat,Away,L,0,1,Huesca,53.0,6586.0,Aday,4-2-3-1,4-1-4-1,Oliver De La Fuente,Match Report,,2019-2020,Girona
2019-10-03,21:00,La Liga 2,Matchweek 9,Thu,Home,W,3,1,La Coruña,52.0,7795.0,Álex Granell,4-4-2,4-2-3-1,Jorge Figueroa,Match Report,,2019-2020,Girona
2019-10-06,20:30,La Liga 2,Matchweek 10,Sun,Away,W,3,0,Racing Sant,54.0,12104.0,Álex Granell,4-4-2,4-4-2,Dámaso Arcediano,Match Report,,2019-2020,Girona
2019-10-12,12:00,La Liga 2,Matchweek 11,Sat,Home,L,0,2,Elche,55.0,8406.0,Álex Granell,4-2-3-1,4-4-2,Daniel Ocón,Match Report,,2019-2020,Girona
2019-10-20,18:00,La Liga 2,Matchweek 12,Sun,Away,L,2,4,Oviedo,44.0,11630.0,Álex Granell,4-4-2,4-2-3-1,Iñaki Bikandi,Match Report,,2019-2020,Girona
2019-10-27,12:00,La Liga 2,Matchweek 13,Sun,Home,D,0,0,Alcorcón,60.0,8024.0,Aday,4-2-3-1,4-1-4-1,Luis Milla,Match Report,,2019-2020,Girona
2019-11-03,12:00,La Liga 2,Matchweek 14,Sun,Away,W,3,1,Extremadura,42.0,7417.0,Álex Granell,4-2-3-1,4-4-2,Aitor Gorostegui,Match Report,,2019-2020,Girona
