Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-08-05,15:00,Championship,Matchweek 1,Sat,Home,W,1,0,Birmingham City,55,18153,Luke Chambers,5-3-2,4-4-2,Tim Robinson,Match Report,,2017-2018,Ipswich Town
2017-08-08,19:45,EFL Cup,First round,Tue,Away,W,2,0,Luton Town,50,4610,Luke Chambers,4-4-2,4-4-2,Andy Haines,Match Report,,2017-2018,Ipswich Town
2017-08-12,15:00,Championship,Matchweek 2,Sat,Away,W,2,1,Barnsley,50,12009,Luke Chambers,3-5-2,4-1-4-1,Geoff Eltringham,Match Report,,2017-2018,Ipswich Town
2017-08-15,19:45,Championship,Matchweek 3,Tue,Away,W,4,3,Millwall,44,11919,Luke Chambers,4-4-2,4-4-2,James Linington,Match Report,,2017-2018,Ipswich Town
2017-08-19,15:00,Championship,Matchweek 4,Sat,Home,W,2,0,Brentford,35,15348,Cole Skuse,4-4-2,4-2-3-1,Oliver Langford,Match Report,,2017-2018,Ipswich Town
2017-08-22,19:30,EFL Cup,Second round,Tue,Away,L,1,2,Crystal Palace,37,9837,Dean Gerken,4-4-2,3-4-3,Andrew Davies,Match Report,,2017-2018,Ipswich Town
2017-08-26,15:00,Championship,Matchweek 5,Sat,Home,L,0,2,Fulham,31,16844,Cole Skuse,4-4-2,4-1-4-1,Paul Tierney,Match Report,,2017-2018,Ipswich Town
2017-09-09,15:00,Championship,Matchweek 6,Sat,Away,L,1,2,QPR,45,14060,Cole Skuse,4-4-2,3-5-2,Andrew Davies,Match Report,,2017-2018,Ipswich Town
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,W,2,0,Bolton,53,14164,Luke Chambers,3-5-2,5-4-1,Andy Madley,Match Report,,2017-2018,Ipswich Town
2017-09-23,15:00,Championship,Matchweek 9,Sat,Away,L,2,3,Leeds United,48,34002,Luke Chambers,4-4-2,4-2-3-1,Geoff Eltringham,Match Report,,2017-2018,Ipswich Town
2017-09-26,19:45,Championship,Matchweek 10,Tue,Home,W,5,2,Sunderland,57,14907,Luke Chambers,4-2-3-1,4-4-1-1,Tim Robinson,Match Report,,2017-2018,Ipswich Town
2017-09-30,15:00,Championship,Matchweek 11,Sat,Home,L,1,3,Bristol City,53,15256,Luke Chambers,4-2-3-1,4-4-2,Simon Hooper,Match Report,,2017-2018,Ipswich Town
2017-10-14,15:00,Championship,Matchweek 12,Sat,Away,L,0,1,Sheffield Utd,48,25799,Luke Chambers,3-5-2,3-5-2,Tony Harrington,Match Report,,2017-2018,Ipswich Town
2017-10-22,12:00,Championship,Matchweek 13,Sun,Home,L,0,1,Norwich City,53,24928,Luke Chambers,4-3-3,4-2-3-1,Tim Robinson,Match Report,,2017-2018,Ipswich Town
2017-10-28,15:00,Championship,Matchweek 14,Sat,Away,W,2,1,Burton Albion,53,4110,Luke Chambers,4-2-3-1,3-5-2,Simon Hooper,Match Report,,2017-2018,Ipswich Town
2017-10-31,19:45,Championship,Matchweek 15,Tue,Away,L,1,3,Cardiff City,58,15951,Luke Chambers,4-1-4-1,4-1-4-1,Oliver Langford,Match Report,,2017-2018,Ipswich Town
2017-11-04,15:00,Championship,Matchweek 16,Sat,Home,W,3,0,Preston,36,14390,Luke Chambers,4-2-3-1,4-2-3-1,Andy Madley,Match Report,,2017-2018,Ipswich Town
2017-11-18,15:00,Championship,Matchweek 17,Sat,Away,D,2,2,Hull City,46,15516,Luke Chambers,4-2-3-1,4-2-3-1,David Coote,Match Report,,2017-2018,Ipswich Town
2017-11-22,19:45,Championship,Matchweek 18,Wed,Home,D,2,2,Sheffield Weds,32,15702,Luke Chambers,4-4-2,4-4-2,Keith Stroud,Match Report,,2017-2018,Ipswich Town
2017-11-25,15:00,Championship,Matchweek 19,Sat,Away,L,0,2,Aston Villa,42,30427,Luke Chambers,4-4-2,4-2-3-1,Tony Harrington,Match Report,,2017-2018,Ipswich Town
2017-11-28,19:45,Championship,Matchweek 7,Tue,Away,W,1,0,Derby County,36,24475,Luke Chambers,4-2-3-1,4-2-3-1,Scott Duncan,Match Report,,2017-2018,Ipswich Town
2017-12-02,15:00,Championship,Matchweek 20,Sat,Home,W,4,2,Nott'ham Forest,30,16808,Cole Skuse,4-2-3-1,4-2-3-1,Darren Bond,Match Report,,2017-2018,Ipswich Town
2017-12-09,15:00,Championship,Matchweek 21,Sat,Away,L,0,2,Middlesbrough,43,22989,Luke Chambers,4-2-3-1,4-2-2-2,Robert Jones,Match Report,,2017-2018,Ipswich Town
2017-12-16,15:00,Championship,Matchweek 22,Sat,Home,W,2,0,Reading,27,13832,Luke Chambers,4-2-3-1,4-3-3,Peter Bankes,Match Report,,2017-2018,Ipswich Town
2017-12-23,15:00,Championship,Matchweek 23,Sat,Away,L,0,1,Wolves,36,30218,Luke Chambers,4-2-3-1,3-4-3,David Coote,Match Report,,2017-2018,Ipswich Town
2017-12-26,15:00,Championship,Matchweek 24,Tue,Home,D,0,0,QPR,53,18696,Luke Chambers,4-2-3-1,3-4-3,Andrew Davies,Match Report,,2017-2018,Ipswich Town
2017-12-30,15:00,Championship,Matchweek 25,Sat,Home,L,1,2,Derby County,53,17267,Luke Chambers,4-2-3-1,4-2-3-1,Oliver Langford,Match Report,,2017-2018,Ipswich Town
2018-01-02,19:45,Championship,Matchweek 26,Tue,Away,L,1,4,Fulham,24,17415,Luke Chambers,4-2-3-1,4-3-3,Keith Stroud,Match Report,,2017-2018,Ipswich Town
2018-01-06,15:00,FA Cup,Third round,Sat,Home,L,0,1,Sheffield Utd,59,12057,Luke Chambers,4-2-3-1,3-5-2,Mike Jones,Match Report,,2017-2018,Ipswich Town
2018-01-13,15:00,Championship,Matchweek 27,Sat,Home,W,1,0,Leeds United,57,18638,Luke Chambers,4-2-3-1,4-2-3-1,Robert Jones,Match Report,,2017-2018,Ipswich Town
2018-01-20,15:00,Championship,Matchweek 28,Sat,Away,D,1,1,Bolton,58,13870,Luke Chambers,4-2-3-1,4-2-3-1,Peter Bankes,Match Report,,2017-2018,Ipswich Town
