Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2020-09-13,15:30,DFB-Pokal,First round,Sun,Away,L,2,4,Elversberg,52,500.0,Christopher Avevor,5-3-2,4-4-2,Timo Gerach,Match Report,,2020-2021,St. Pauli
2020-09-21,20:30,2. Bundesliga,Matchweek 1,Mon,Away,D,2,2,Bochum,48,3500.0,Christopher Avevor,3-4-3,4-2-3-1,Robert Schröder,Match Report,,2020-2021,St. Pauli
2020-09-27,13:30,2. Bundesliga,Matchweek 2,Sun,Home,W,4,2,Heidenheim,37,2226.0,Christopher Avevor,4-2-3-1,4-4-2,Sven Jablonski,Match Report,,2020-2021,St. Pauli
2020-10-02,18:30,2. Bundesliga,Matchweek 3,Fri,Away,L,0,1,Sandhausen,59,1393.0,Christopher Avevor,3-4-1-2,3-4-1-2,Sven Waschitzki,Match Report,,2020-2021,St. Pauli
2020-10-19,20:30,2. Bundesliga,Matchweek 4,Mon,Home,D,2,2,Nürnberg,58,1000.0,Christopher Avevor,3-4-1-2,4-2-3-1,Florian Heft,Match Report,,2020-2021,St. Pauli
2020-10-24,13:00,2. Bundesliga,Matchweek 5,Sat,Away,D,2,2,Darmstadt 98,42,,Marvin Knoll,3-5-2,4-5-1,Marco Fritz,Match Report,,2020-2021,St. Pauli
2020-10-30,18:30,2. Bundesliga,Matchweek 6,Fri,Away,D,2,2,Hamburger SV,42,1000.0,Marvin Knoll,3-4-3,4-3-3,Manuel Gräfe,Match Report,,2020-2021,St. Pauli
2020-11-08,13:30,2. Bundesliga,Matchweek 7,Sun,Home,L,0,3,Karlsruher,59,,Marvin Knoll,3-4-1-2,4-2-3-1,Alexander Sather,Match Report,,2020-2021,St. Pauli
2020-11-21,13:00,2. Bundesliga,Matchweek 8,Sat,Away,L,0,2,Paderborn 07,42,,Christopher Avevor,4-2-3-1,4-3-3,Christian Dingert,Match Report,,2020-2021,St. Pauli
2020-11-27,18:30,2. Bundesliga,Matchweek 9,Fri,Home,L,0,1,Osnabrück,54,,Philipp Ziereis,4-2-3-1,4-2-3-1,Matthias Jöllenbeck,Match Report,,2020-2021,St. Pauli
2020-12-05,13:00,2. Bundesliga,Matchweek 10,Sat,Away,L,1,2,BTSV,52,,Philipp Ziereis,4-2-3-1,3-4-1-2,Timo Gerach,Match Report,,2020-2021,St. Pauli
2020-12-13,13:30,2. Bundesliga,Matchweek 11,Sun,Home,D,2,2,Erzgebirge Aue,63,,Philipp Ziereis,4-2-3-1,4-2-3-1,Lasse Koslowski,Match Report,,2020-2021,St. Pauli
2020-12-20,13:30,2. Bundesliga,Matchweek 13,Sun,Home,L,0,3,Düsseldorf,45,,Marvin Knoll,4-1-4-1,4-4-1-1,Robert Schröder,Match Report,,2020-2021,St. Pauli
2021-01-03,13:30,2. Bundesliga,Matchweek 14,Sun,Away,L,1,2,Greuther Fürth,35,,Marvin Knoll,4-2-3-1,4-1-4-1,Tobias Reichel,Match Report,,2020-2021,St. Pauli
2021-01-06,18:30,2. Bundesliga,Matchweek 12,Wed,Away,D,1,1,W'burg Kickers,55,,Marvin Knoll,4-5-1,4-2-3-1,Michael Bacher,Match Report,,2020-2021,St. Pauli
2021-01-09,13:00,2. Bundesliga,Matchweek 15,Sat,Home,D,1,1,Holstein Kiel,48,,Philipp Ziereis,4-3-1-2,4-1-4-1,Frank Willenborg,Match Report,,2020-2021,St. Pauli
2021-01-16,13:00,2. Bundesliga,Matchweek 16,Sat,Away,W,3,2,Hannover 96,47,,Philipp Ziereis,4-4-2◆,4-5-1,Sören Storks,Match Report,,2020-2021,St. Pauli
