Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2018-08-05,13:30,2. Bundesliga,Matchweek 1,Sun,Away,W,2,1,Magdeburg,53,24156,Johannes Flum,4-1-4-1,4-2-3-1,Frank Willenborg,Match Report,,2018-2019,St. Pauli
2018-08-10,20:30,2. Bundesliga,Matchweek 2,Fri,Home,W,2,0,Darmstadt 98,50,29140,Christopher Buchtmann,4-1-4-1,4-2-3-1,Guido Winkmann,Match Report,,2018-2019,St. Pauli
2018-08-17,20:45,DFB-Pokal,First round,Fri,Away,L,2,3,Wehen,62,10007,Johannes Flum,4-2-3-1,4-4-2,Christian Dingert,Match Report,Required Extra Time,2018-2019,St. Pauli
2018-08-26,13:30,2. Bundesliga,Matchweek 3,Sun,Away,L,1,4,Union Berlin,49,22012,Bernd Nehrig,4-2-3-1,4-3-3,Sven Jablonski,Match Report,,2018-2019,St. Pauli
2018-09-02,13:30,2. Bundesliga,Matchweek 4,Sun,Home,L,3,5,Köln,39,29546,Johannes Flum,4-2-3-1,4-1-4-1,Benjamin Cortus,Match Report,,2018-2019,St. Pauli
2018-09-16,13:30,2. Bundesliga,Matchweek 5,Sun,Away,L,1,3,Erzgebirge Aue,49,12000,Johannes Flum,4-2-3-1,3-5-1-1,Bastian Dankert,Match Report,,2018-2019,St. Pauli
2018-09-21,18:30,2. Bundesliga,Matchweek 6,Fri,Away,W,1,0,Ingolstadt 04,43,10164,Johannes Flum,4-2-3-1,4-2-3-1,Patrick Alt,Match Report,,2018-2019,St. Pauli
2018-09-26,18:30,2. Bundesliga,Matchweek 7,Wed,Home,W,2,1,Paderborn 07,34,29546,Johannes Flum,4-2-3-1,4-2-2-2,Sven Waschitzki,Match Report,,2018-2019,St. Pauli
2018-09-30,13:30,2. Bundesliga,Matchweek 8,Sun,Away,D,0,0,Hamburger SV,28,57000,Johannes Flum,4-4-2,4-3-3,Markus Schmidt,Match Report,,2018-2019,St. Pauli
2018-10-07,13:30,2. Bundesliga,Matchweek 9,Sun,Home,W,3,1,Sandhausen,38,29546,Johannes Flum,4-2-3-1,3-4-1-2,Robert Kempter,Match Report,,2018-2019,St. Pauli
