Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-07-31,20:45,Ligue 2,Matchweek 1,Mon,Away,L,0,1,Auxerre,54.0,12870,Dusan Cvetinovic,4-2-3-1,4-4-2,Hakim Ben El Hadj Salem,Match Report,,2017-2018,Lens
2017-08-04,20:00,Ligue 2,Matchweek 2,Fri,Home,L,1,2,Nîmes,45.0,25265,Dusan Cvetinovic,4-2-3-1,4-4-2,Florent Batta,Match Report,,2017-2018,Lens
2017-08-08,21:00,Coupe de la Ligue,First round,Tue,Home,W,2,1,Ajaccio,,12070,Dusan Cvetinovic,4-2-3-1,4-3-3,Jérôme Brisard,Match Report,,2017-2018,Lens
2017-08-12,15:00,Ligue 2,Matchweek 3,Sat,Away,L,2,3,Sochaux,64.0,10327,Dusan Cvetinovic,4-2-3-1,4-3-3,Amaury Delerue,Match Report,,2017-2018,Lens
2017-08-19,15:00,Ligue 2,Matchweek 4,Sat,Home,L,2,4,Brest,57.0,24680,Dusan Cvetinovic,4-4-2,4-3-3,Nicolas Rainville,Match Report,,2017-2018,Lens
2017-08-22,18:30,Coupe de la Ligue,Second round,Tue,Away,L,2,3,Lorient,,7790,Djiman Koukou,4-5-1,4-2-3-1,Thomas Léonard,Match Report,,2017-2018,Lens
2017-08-28,20:45,Ligue 2,Matchweek 5,Mon,Away,L,0,2,Orléans,69.0,6413,Dusan Cvetinovic,4-2-3-1,4-3-3,Benoît Millot,Match Report,,2017-2018,Lens
2017-09-09,15:00,Ligue 2,Matchweek 6,Sat,Home,L,2,3,Lorient,51.0,21931,Dusan Cvetinovic,4-3-3,4-4-2,Florent Batta,Match Report,,2017-2018,Lens
2017-09-15,20:00,Ligue 2,Matchweek 7,Fri,Away,L,0,1,Valenciennes,54.0,15182,Dusan Cvetinovic,4-2-3-1,4-4-2,Hakim Ben El Hadj Salem,Match Report,,2017-2018,Lens
2017-09-18,20:45,Ligue 2,Matchweek 8,Mon,Home,W,2,0,Quevilly-Rouen,50.0,20891,Dusan Cvetinovic,4-1-4-1,4-1-4-1,Franck Schneider,Match Report,,2017-2018,Lens
2017-09-25,20:45,Ligue 2,Matchweek 9,Mon,Away,L,0,1,Clermont Foot,54.0,3778,Nicolas Douchez,4-1-4-1,4-2-3-1,Sylvain Palhies,Match Report,,2017-2018,Lens
2017-09-29,20:00,Ligue 2,Matchweek 10,Fri,Home,W,2,0,Gazélec Ajaccio,51.0,21147,Nicolas Douchez,4-3-3,4-1-4-1,Stéphanie Frappart,Match Report,,2017-2018,Lens
2017-10-13,20:00,Ligue 2,Matchweek 11,Fri,Away,W,6,0,Bourg-Péronnas,42.0,3165,Nicolas Douchez,4-4-1-1,3-5-2,Cédric Dos Santos,Match Report,,2017-2018,Lens
2017-10-21,15:00,Ligue 2,Matchweek 12,Sat,Home,L,0,1,Reims,72.0,35520,Nicolas Douchez,4-2-3-1,4-4-2,Jeremy Stinat,Match Report,,2017-2018,Lens
2017-10-30,20:45,Ligue 2,Matchweek 13,Mon,Away,D,0,0,Châteauroux,63.0,9530,Dusan Cvetinovic,4-3-3,4-3-3,William Lavis,Match Report,,2017-2018,Lens
2017-11-04,14:55,Ligue 2,Matchweek 14,Sat,Away,D,1,1,Nancy,61.0,13800,Dusan Cvetinovic,4-3-3,4-2-3-1,Benoît Millot,Match Report,,2017-2018,Lens
2017-11-10,18:30,Coupe de France,Seventh round,Fri,Away,W,5,0,Noeux,,11849,Dusan Cvetinovic,,,Guillaume Paradis,Match Report,,2017-2018,Lens
2017-11-20,20:45,Ligue 2,Matchweek 15,Mon,Home,W,3,1,Niort,46.0,23597,Jérémy Vachoux,4-4-2,4-3-3,Willy Delajod,Match Report,,2017-2018,Lens
