Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2019-07-26,20:00,Ligue 2,Matchweek 1,Fri,Away,D,2,2,Ajaccio,47.0,3027.0,Alexandre Bonnet,4-3-3,4-2-3-1,Benoît Millot,Match Report,,2019-2020,Le Havre
2019-08-02,20:00,Ligue 2,Matchweek 2,Fri,Home,D,1,1,Niort,53.0,6256.0,Alexandre Bonnet,4-4-2,4-3-3,Bartolomeu Varela,Match Report,,2019-2020,Le Havre
2019-08-09,20:00,Ligue 2,Matchweek 3,Fri,Away,W,2,1,Troyes,33.0,5302.0,Alexandre Bonnet,4-4-2,4-3-3,Mehdi Mokhtari,Match Report,,2019-2020,Le Havre
2019-08-13,20:00,Coupe de la Ligue,First round,Tue,Away,D,1 (3),1 (4),Clermont Foot,38.0,1785.0,Samba Camara,4-3-3,4-2-3-1,Cédric Dos Santos,Match Report,Clermont Foot won on penalty kicks following extra time,2019-2020,Le Havre
2019-08-17,15:00,Ligue 2,Matchweek 4,Sat,Away,W,3,1,Lens,41.0,29706.0,Alexandre Bonnet,4-4-2,4-4-1-1,Sylvain Palhies,Match Report,,2019-2020,Le Havre
2019-08-23,20:00,Ligue 2,Matchweek 5,Fri,Home,W,3,1,Grenoble,44.0,7810.0,Alexandre Bonnet,4-4-2,4-3-3,Arnaud Baert,Match Report,,2019-2020,Le Havre
2019-08-30,20:00,Ligue 2,Matchweek 6,Fri,Away,W,3,0,Caen,31.0,14578.0,Alexandre Bonnet,4-4-2,5-3-2,Thierry Bouille,Match Report,,2019-2020,Le Havre
2019-09-13,20:00,Ligue 2,Matchweek 7,Fri,Home,D,0,0,Paris FC,61.0,8594.0,Alexandre Bonnet,4-4-2,4-2-3-1,Mehdi Mokhtari,Match Report,,2019-2020,Le Havre
2019-09-20,20:00,Ligue 2,Matchweek 8,Fri,Away,D,2,2,Orléans,50.0,4037.0,Alexandre Bonnet,4-4-2,4-5-1,Gaël Angoula,Match Report,,2019-2020,Le Havre
2019-09-27,20:00,Ligue 2,Matchweek 9,Fri,Home,L,0,1,Châteauroux,53.0,6935.0,Samba Camara,4-4-2,4-3-3,Benjamin Lepaysant,Match Report,,2019-2020,Le Havre
2019-10-05,14:45,Ligue 2,Matchweek 10,Sat,Away,L,0,2,Auxerre,54.0,6726.0,Alexandre Bonnet,4-4-2,4-3-3,Sylvain Palhies,Match Report,,2019-2020,Le Havre
2019-10-19,15:00,Ligue 2,Matchweek 11,Sat,Home,D,2,2,Lorient,46.0,8633.0,Alexandre Bonnet,4-3-3,4-4-2,Thomas Léonard,Match Report,,2019-2020,Le Havre
2019-10-28,20:45,Ligue 2,Matchweek 12,Mon,Away,D,0,0,Valenciennes,55.0,7653.0,Alexandre Bonnet,4-4-2,4-3-3,Remi Landry,Match Report,,2019-2020,Le Havre
2019-11-04,20:45,Ligue 2,Matchweek 13,Mon,Home,D,1,1,Nancy,43.0,6147.0,Samba Camara,4-4-2,5-3-2,Nicolas Rainville,Match Report,,2019-2020,Le Havre
2019-11-08,20:00,Ligue 2,Matchweek 14,Fri,Away,L,0,2,Sochaux,53.0,7384.0,Pape Gueye,4-4-2◆,4-2-3-1,Thierry Bouille,Match Report,,2019-2020,Le Havre
2019-11-15,20:00,Coupe de France,Seventh round,Fri,Home,L,1,3,Dunkerque,,1938.0,Samba Camara,,,Aurélien Petit,Match Report,,2019-2020,Le Havre
2019-11-25,20:45,Ligue 2,Matchweek 15,Mon,Home,W,4,0,Guingamp,50.0,6151.0,Amos Youga,4-2-3-1,4-4-2,Jérémie Pignard,Match Report,,2019-2020,Le Havre
2019-11-29,20:00,Ligue 2,Matchweek 16,Fri,Away,W,2,1,Rodez Aveyron,55.0,3498.0,Jean-Pascal Fontaine,4-4-2,5-3-2,Alexandre Perreau Niel,Match Report,,2019-2020,Le Havre
2019-12-03,21:05,Ligue 2,Matchweek 17,Tue,Home,W,2,0,Le Mans,38.0,6054.0,Pape Gueye,4-2-2-2,4-2-3-1,Arnaud Baert,Match Report,,2019-2020,Le Havre
2019-12-13,20:00,Ligue 2,Matchweek 18,Fri,Away,L,1,2,Clermont Foot,42.0,2270.0,Amos Youga,4-4-2,4-2-3-1,Gaël Angoula,Match Report,,2019-2020,Le Havre
2019-12-20,20:00,Ligue 2,Matchweek 19,Fri,Home,D,1,1,Chambly Oise,60.0,7156.0,Alexandre Bonnet,4-4-2,5-4-1,Sylvain Palhies,Match Report,,2019-2020,Le Havre
2020-01-10,20:00,Ligue 2,Matchweek 20,Fri,Away,W,1,0,Niort,55.0,2749.0,Pape Gueye,4-5-1,4-3-3,Thierry Bouille,Match Report,,2019-2020,Le Havre
2020-01-27,20:45,Ligue 2,Matchweek 21,Mon,Home,W,1,0,Troyes,43.0,6053.0,Pape Gueye,5-4-1,4-3-3,Sylvain Palhies,Match Report,,2019-2020,Le Havre
2020-01-31,20:00,Ligue 2,Matchweek 22,Fri,Home,D,0,0,Lens,47.0,10438.0,Pape Gueye,3-4-3,3-4-3,Clément Turpin,Match Report,,2019-2020,Le Havre
2020-02-03,20:45,Ligue 2,Matchweek 23,Mon,Away,D,1,1,Grenoble,39.0,4864.0,Pape Gueye,3-5-1-1,4-2-3-1,Gaël Angoula,Match Report,,2019-2020,Le Havre
2020-02-07,20:00,Ligue 2,Matchweek 24,Fri,Home,D,1,1,Caen,49.0,12125.0,Alexandre Bonnet,3-5-1-1,4-4-2,Bastien Dechepy,Match Report,,2019-2020,Le Havre
2020-02-14,20:00,Ligue 2,Matchweek 25,Fri,Away,L,0,1,Paris FC,62.0,1850.0,Alexandre Bonnet,3-5-2,4-3-3,Aurélien Petit,Match Report,,2019-2020,Le Havre
2020-02-21,20:00,Ligue 2,Matchweek 26,Fri,Home,L,1,2,Orléans,65.0,6118.0,Pape Gueye,4-4-2,4-2-3-1,Remi Landry,Match Report,,2019-2020,Le Havre
2020-02-28,20:00,Ligue 2,Matchweek 27,Fri,Away,W,3,0,Châteauroux,45.0,4662.0,Jean-Pascal Fontaine,3-5-2,4-1-4-1,Pierre Gaillouste,Match Report,,2019-2020,Le Havre
2020-03-06,20:00,Ligue 2,Matchweek 28,Fri,Home,W,1,0,Auxerre,47.0,5948.0,Pape Gueye,3-5-2,4-4-2,Thierry Bouille,Match Report,,2019-2020,Le Havre
2020-03-16,20:45,Ligue 2,Matchweek 29,Mon,Away,,,,Lorient,,,,,,,Match Report,Match Cancelled,2019-2020,Le Havre
2020-03-20,20:00,Ligue 2,Matchweek 30,Fri,Home,,,,Valenciennes,,,,,,,Match Report,Match Cancelled,2019-2020,Le Havre
2020-04-06,20:45,Ligue 2,Matchweek 31,Mon,Away,,,,Nancy,,,,,,,Match Report,Match Cancelled,2019-2020,Le Havre
2020-04-10,,Ligue 2,Matchweek 32,Fri,Home,,,,Sochaux,,,,,,,Match Report,Match Cancelled,2019-2020,Le Havre
2020-04-17,,Ligue 2,Matchweek 33,Fri,Away,,,,Guingamp,,,,,,,Match Report,Match Cancelled,2019-2020,Le Havre
2020-04-21,,Ligue 2,Matchweek 34,Tue,Home,,,,Rodez Aveyron,,,,,,,Match Report,Match Cancelled,2019-2020,Le Havre
2020-04-24,,Ligue 2,Matchweek 35,Fri,Away,,,,Le Mans,,,,,,,Match Report,Match Cancelled,2019-2020,Le Havre
2020-05-01,,Ligue 2,Matchweek 36,Fri,Home,,,,Clermont Foot,,,,,,,Match Report,Match Cancelled,2019-2020,Le Havre
2020-05-08,,Ligue 2,Matchweek 37,Fri,Away,,,,Chambly Oise,,,,,,,Match Report,Match Cancelled,2019-2020,Le Havre
2020-05-15,,Ligue 2,Matchweek 38,Fri,Home,,,,Ajaccio,,,,,,,Match Report,Match Cancelled,2019-2020,Le Havre
