Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-07-28,20:30,2. Bundesliga,Matchweek 1,Fri,Home,L,0,1,St. Pauli,61,27350,Felix Bastians,3-5-2,3-4-1-2,Bastian Dankert,Match Report,,2017-2018,Bochum
2017-08-05,13:00,2. Bundesliga,Matchweek 2,Sat,Away,D,1,1,MSV Duisburg,55,22893,Felix Bastians,4-4-2,4-4-2,Martin Petersen,Match Report,,2017-2018,Bochum
2017-08-13,15:30,DFB-Pokal,First round,Sun,Away,W,5,2,Nöttingen,72,2700,Felix Bastians,4-3-3,4-2-3-1,Robert Schröder,Match Report,,2017-2018,Bochum
2017-08-21,20:30,2. Bundesliga,Matchweek 3,Mon,Away,L,0,2,Arminia,61,20663,Felix Bastians,4-3-3,4-4-2,Daniel Schlager,Match Report,,2017-2018,Bochum
2017-08-27,13:30,2. Bundesliga,Matchweek 4,Sun,Home,W,3,2,Dresden,38,14808,Felix Bastians,4-3-3,4-3-3,Bibiana Steinhaus,Match Report,,2017-2018,Bochum
2017-09-10,13:30,2. Bundesliga,Matchweek 5,Sun,Away,W,2,1,Darmstadt 98,59,16000,Felix Bastians,4-1-4-1,4-2-3-1,Benedikt Kempkes,Match Report,,2017-2018,Bochum
2017-09-17,13:30,2. Bundesliga,Matchweek 6,Sun,Home,L,1,2,Heidenheim,68,13236,Felix Bastians,4-4-2,4-1-4-1,Lasse Koslowski,Match Report,,2017-2018,Bochum
2017-09-21,20:30,2. Bundesliga,Matchweek 7,Thu,Away,L,1,3,Nürnberg,56,21872,Stefano Celozzi,4-3-3,4-3-1-2,Florian Heft,Match Report,,2017-2018,Bochum
2017-09-24,13:30,2. Bundesliga,Matchweek 8,Sun,Home,W,2,0,Ingolstadt 04,44,11251,Felix Bastians,4-3-3,4-3-3,Daniel Schlager,Match Report,,2017-2018,Bochum
2017-09-30,13:00,2. Bundesliga,Matchweek 9,Sat,Away,L,0,3,Holstein Kiel,39,10201,Felix Bastians,4-2-3-1,4-1-4-1,Patrick Alt,Match Report,,2017-2018,Bochum
2017-10-14,13:00,2. Bundesliga,Matchweek 10,Sat,Home,W,2,0,Sandhausen,47,13548,Stefano Celozzi,4-2-3-1,3-4-1-2,Christian Dietz,Match Report,,2017-2018,Bochum
