Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-08-06,18:30,Coppa Italia,Second round,Sun,Home,L,1,2,Pordenone,,875,,,,Antonio Giua,Match Report,,2017-2018,Venezia
2017-08-26,20:30,Serie B,Matchweek 1,Sat,Home,D,0,0,Salernitana,,4100,Maurizio Domizzi,4-4-2,4-4-2,Marco Piccinini,Match Report,,2017-2018,Venezia
2017-09-03,20:30,Serie B,Matchweek 2,Sun,Away,D,0,0,Cesena,,11581,Maurizio Domizzi,4-4-2,3-5-2,Francesco Fourneau,Match Report,,2017-2018,Venezia
2017-09-09,15:00,Serie B,Matchweek 3,Sat,Away,W,2,0,Bari,,14302,Maurizio Domizzi,3-4-3,4-3-3,Livio Marinelli,Match Report,,2017-2018,Venezia
2017-09-15,19:00,Serie B,Matchweek 4,Fri,Home,D,0,0,Spezia,,3218,Maurizio Domizzi,3-5-2,3-5-2,Lorenzo Illuzzi,Match Report,,2017-2018,Venezia
2017-09-18,20:30,Serie B,Matchweek 5,Mon,Away,D,1,1,Avellino,,7029,Maurizio Domizzi,3-5-2,4-4-1-1,Ivan Pezzuto,Match Report,,2017-2018,Venezia
2017-09-23,15:00,Serie B,Matchweek 6,Sat,Home,L,0,1,Parma,,10500,Cristiano Del Grosso,3-5-2,4-3-3,Antonello Balice,Match Report,,2017-2018,Venezia
2017-09-30,15:00,Serie B,Matchweek 7,Sat,Away,W,3,2,Ternana,,4129,Maurizio Domizzi,3-5-2,4-2-3-1,Antonio Di Martino,Match Report,,2017-2018,Venezia
2017-10-08,15:00,Serie B,Matchweek 8,Sun,Home,W,2,0,Carpi,,4404,Maurizio Domizzi,3-5-2,4-3-3,Luigi Nasca,Match Report,,2017-2018,Venezia
2017-10-14,15:00,Serie B,Matchweek 9,Sat,Away,D,3,3,Ascoli,,5525,,3-5-2,4-3-3,Riccardo Ros,Match Report,,2017-2018,Venezia
2017-10-21,15:00,Serie B,Matchweek 10,Sat,Home,W,1,0,Empoli,,4426,Maurizio Domizzi,3-5-2,3-4-1-2,Francesco Paolo Saia,Match Report,,2017-2018,Venezia
2017-10-24,20:30,Serie B,Matchweek 11,Tue,Away,L,1,2,Cittadella,,5099,Maurizio Domizzi,,,Juan Sacchi,Match Report,,2017-2018,Venezia
2017-10-28,15:00,Serie B,Matchweek 12,Sat,Home,D,1,1,Frosinone,,3909,Maurizio Domizzi,3-5-2,3-4-3,Valerio Marini,Match Report,,2017-2018,Venezia
2017-11-04,15:00,Serie B,Matchweek 13,Sat,Away,W,2,1,Brescia,,7476,Maurizio Domizzi,3-5-2,3-4-3,Niccolò Baroni,Match Report,,2017-2018,Venezia
2017-11-12,12:30,Serie B,Matchweek 14,Sun,Home,W,1,0,Perugia,,4800,Maurizio Domizzi,3-5-2,4-3-1-2,Riccardo Pinzani,Match Report,,2017-2018,Venezia
