Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2021-08-15,21:00,La Liga 2,Matchweek 1,Sun,Home,D,1,1,Valladolid,49,7100,Maikel Mesa,4-1-4-1,3-4-1-2,Dámaso Arcediano,Match Report,,2021-2022,Las Palmas
2021-08-22,19:30,La Liga 2,Matchweek 2,Sun,Away,D,0,0,Girona,48,2163,Sergio Ruiz,5-3-2,4-3-3,Luis Milla,Match Report,,2021-2022,Las Palmas
2021-08-27,19:00,La Liga 2,Matchweek 3,Fri,Home,W,2,1,Huesca,36,9840,Jesé,4-1-4-1,4-3-3,Javier Villanueva,Match Report,,2021-2022,Las Palmas
2021-09-05,18:15,La Liga 2,Matchweek 4,Sun,Away,L,2,4,CD Mirandés,62,2513,Maikel Mesa,4-1-4-1,4-3-3,Rafael Sánchez,Match Report,,2021-2022,Las Palmas
2021-09-11,17:15,La Liga 2,Matchweek 5,Sat,Home,D,1,1,Ibiza,60,11726,Jonathan Viera,4-2-3-1,4-2-3-1,Víctor García Verdura,Match Report,,2021-2022,Las Palmas
2021-09-20,21:00,La Liga 2,Matchweek 6,Mon,Away,D,0,0,Burgos,59,5437,Jonathan Viera,4-4-2,4-2-3-1,Iván Caparrós,Match Report,,2021-2022,Las Palmas
2021-09-25,17:15,La Liga 2,Matchweek 7,Sat,Home,W,2,1,Ponferradina,45,10210,Jonathan Viera,4-4-2,4-4-2,Gorka Sagues,Match Report,,2021-2022,Las Palmas
2021-10-03,17:15,La Liga 2,Matchweek 8,Sun,Home,W,4,1,Cartagena,58,11873,Jonathan Viera,4-2-3-1,4-2-3-1,Oliver De La Fuente,Match Report,,2021-2022,Las Palmas
2021-10-09,18:15,La Liga 2,Matchweek 9,Sat,Away,D,1,1,Almería,61,8734,Jonathan Viera,4-2-3-1,4-1-4-1,Saúl Ais,Match Report,,2021-2022,Las Palmas
2021-10-16,17:15,La Liga 2,Matchweek 10,Sat,Home,W,2,1,Tenerife,57,25887,Jonathan Viera,4-2-3-1,4-4-2,Eduardo Prieto,Match Report,,2021-2022,Las Palmas
2021-10-20,21:00,La Liga 2,Matchweek 11,Wed,Away,L,0,2,Lugo,70,2110,Jonathan Viera,4-4-2,4-1-4-1,Rubén Ávalos,Match Report,,2021-2022,Las Palmas
2021-10-24,20:00,La Liga 2,Matchweek 12,Sun,Home,W,3,0,Alcorcón,66,8936,Jesé,4-2-3-1,4-1-4-1,Iván Caparrós,Match Report,,2021-2022,Las Palmas
2021-10-29,21:00,La Liga 2,Matchweek 13,Fri,Away,W,1,0,Real Sociedad B,49,2320,Jesé,4-2-3-1,4-2-3-1,Dámaso Arcediano,Match Report,,2021-2022,Las Palmas
2021-11-03,20:15,La Liga 2,Matchweek 14,Wed,Home,W,2,1,Fuenlabrada,70,8714,Jesé,4-2-3-1,4-1-4-1,Luis Milla,Match Report,,2021-2022,Las Palmas
2021-11-06,18:15,La Liga 2,Matchweek 15,Sat,Away,D,1,1,Oviedo,59,9139,Jesé,4-2-3-1,4-4-2,Francisco Hernández,Match Report,,2021-2022,Las Palmas
2021-11-13,19:30,La Liga 2,Matchweek 16,Sat,Home,L,2,3,Zaragoza,62,13432,Jonathan Viera,4-4-1-1,4-1-4-1,Álvaro Moreno,Match Report,,2021-2022,Las Palmas
2021-11-20,18:15,La Liga 2,Matchweek 17,Sat,Away,L,1,2,Málaga,55,22128,Jonathan Viera,4-2-3-1,4-2-3-1,Eduardo Prieto,Match Report,,2021-2022,Las Palmas
2021-11-28,14:00,La Liga 2,Matchweek 18,Sun,Away,L,1,4,Leganés,61,7008,Jonathan Viera,4-1-4-1,4-2-3-1,Rubén Ávalos,Match Report,,2021-2022,Las Palmas
2021-12-02,16:00,Copa del Rey,First round,Thu,Away,W,3,2,Vélez CF,67,1800,Maikel Mesa,4-3-3,4-3-3,Rafael Sánchez,Match Report,,2021-2022,Las Palmas
2021-12-05,19:30,La Liga 2,Matchweek 19,Sun,Home,W,1,0,Sporting Gijón,57,11539,Jonathan Viera,4-4-2,4-2-3-1,Dámaso Arcediano,Match Report,,2021-2022,Las Palmas
