Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2019-01-12,17:00,La Liga 2,Matchweek 21,Sat,Home,W,4,1,Osasuna,36.0,11005.0,Dani Castellano,4-1-4-1,4-2-3-1,Oliver De La Fuente,Match Report,,2018-2019,Las Palmas
2019-01-19,,La Liga 2,Matchweek 22,Sat,Away,W,1,0,Reus,,,,,,,Match Report,Match awarded to Las Palmas,2018-2019,Las Palmas
2019-01-27,20:00,La Liga 2,Matchweek 23,Sun,Away,D,0,0,Gimnàstic,56.0,3392.0,Dani Castellano,4-1-4-1,3-5-2,Luis Milla,Match Report,,2018-2019,Las Palmas
2019-02-04,20:00,La Liga 2,Matchweek 24,Mon,Home,D,1,1,Zaragoza,43.0,10720.0,Dani Castellano,4-1-4-1,4-4-2,Javier Villanueva,Match Report,,2018-2019,Las Palmas
2019-02-10,20:00,La Liga 2,Matchweek 25,Sun,Away,D,0,0,Málaga,56.0,15842.0,Dani Castellano,4-4-1-1,4-1-4-1,Daniel Ocón,Match Report,,2018-2019,Las Palmas
2019-02-17,19:30,La Liga 2,Matchweek 26,Sun,Home,W,1,0,Sporting Gijón,44.0,12277.0,Dani Castellano,4-3-3,4-4-2,David Pérez,Match Report,,2018-2019,Las Palmas
2019-02-23,20:00,La Liga 2,Matchweek 27,Sat,Away,L,0,2,Alcorcón,57.0,3225.0,Cala,4-3-3,4-4-2,Dámaso Arcediano,Match Report,,2018-2019,Las Palmas
2019-03-03,19:00,La Liga 2,Matchweek 28,Sun,Home,D,1,1,Extremadura,65.0,10892.0,Cala,4-3-3,4-1-4-1,Gorka Sagues,Match Report,,2018-2019,Las Palmas
2019-03-10,20:00,La Liga 2,Matchweek 29,Sun,Away,W,1,0,La Coruña,45.0,16215.0,David García,4-4-2,4-2-3-1,Oliver De La Fuente,Match Report,,2018-2019,Las Palmas
2019-03-17,19:00,La Liga 2,Matchweek 30,Sun,Home,L,1,2,Mallorca,63.0,14594.0,David García,4-4-2,4-2-3-1,Jorge Figueroa,Match Report,,2018-2019,Las Palmas
2019-03-24,20:00,La Liga 2,Matchweek 31,Sun,Away,D,1,1,Granada,51.0,11253.0,Cala,4-1-4-1,4-2-3-1,Álvaro Moreno,Match Report,,2018-2019,Las Palmas
2019-03-31,19:00,La Liga 2,Matchweek 32,Sun,Home,L,0,1,Elche,60.0,10404.0,Dani Castellano,4-1-4-1,4-4-2,Víctor Areces,Match Report,,2018-2019,Las Palmas
2019-04-06,20:30,La Liga 2,Matchweek 33,Sat,Away,D,1,1,Oviedo,53.0,12022.0,Momo,4-1-4-1,3-4-3,Saúl Ais,Match Report,,2018-2019,Las Palmas
2019-04-14,19:00,La Liga 2,Matchweek 34,Sun,Home,L,0,3,Cádiz,60.0,10188.0,Javi Castellano,4-1-4-1,4-4-2,Santiago Varón,Match Report,,2018-2019,Las Palmas
2019-04-20,18:00,La Liga 2,Matchweek 35,Sat,Away,L,2,4,Albacete,46.0,7247.0,Dani Castellano,4-4-2,4-2-3-1,Iñaki Bikandi,Match Report,,2018-2019,Las Palmas
2019-04-28,17:00,La Liga 2,Matchweek 36,Sun,Home,W,4,1,Lugo,50.0,8938.0,Sergio Araujo,4-4-2,4-4-2,Abraham Domínguez,Match Report,,2018-2019,Las Palmas
2019-05-04,19:30,La Liga 2,Matchweek 37,Sat,Away,L,1,2,Tenerife,37.0,18717.0,David García,4-4-2,4-5-1,Rubén Ávalos,Match Report,,2018-2019,Las Palmas
2019-05-12,19:00,La Liga 2,Matchweek 38,Sun,Home,W,1,0,Córdoba,41.0,8681.0,David García,4-4-2,4-4-2,Álvaro Moreno,Match Report,,2018-2019,Las Palmas
2019-05-19,17:00,La Liga 2,Matchweek 39,Sun,Home,W,3,2,Majadahonda,51.0,7815.0,David García,4-3-1-2,3-4-1-2,Iñaki Bikandi,Match Report,,2018-2019,Las Palmas
2019-05-25,18:00,La Liga 2,Matchweek 40,Sat,Away,L,0,2,Osasuna,55.0,16758.0,David García,4-4-1-1,4-4-2,Abraham Domínguez,Match Report,,2018-2019,Las Palmas
2019-06-02,17:00,La Liga 2,Matchweek 41,Sun,Home,D,0,0,Almería,58.0,7288.0,David García,4-4-2,4-2-3-1,Valentín Pizarro,Match Report,,2018-2019,Las Palmas
2019-06-09,20:00,La Liga 2,Matchweek 42,Sun,Away,D,1,1,Numancia,53.0,2561.0,David García,4-4-2,4-1-4-1,Álvaro Moreno,Match Report,,2018-2019,Las Palmas
