Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2018-08-19,21:00,La Liga 2,Matchweek 1,Sun,Home,W,2,0,Reus,45.0,12408.0,David García,4-1-4-1,4-1-4-1,Luis Milla,Match Report,,2018-2019,Las Palmas
2018-08-25,19:30,La Liga 2,Matchweek 2,Sat,Home,D,1,1,Albacete,48.0,12457.0,David García,4-1-4-1,4-4-2,Rubén Ávalos,Match Report,,2018-2019,Las Palmas
2018-09-01,18:00,La Liga 2,Matchweek 3,Sat,Away,D,1,1,Zaragoza,57.0,22292.0,David García,3-5-2,4-3-1-2,Aitor Gorostegui,Match Report,,2018-2019,Las Palmas
2018-09-07,19:00,La Liga 2,Matchweek 4,Fri,Home,W,4,0,Gimnàstic,76.0,12119.0,David García,4-2-3-1,4-4-2,Abraham Domínguez,Match Report,,2018-2019,Las Palmas
2018-09-13,21:00,Copa del Rey,Second round,Thu,Home,L,1,2,Majadahonda,,6934.0,Momo,4-2-3-1,4-1-4-1,Javier Villanueva,Match Report,,2018-2019,Las Palmas
2018-09-16,18:00,La Liga 2,Matchweek 5,Sun,Away,W,2,1,Extremadura,37.0,9710.0,David García,4-2-3-1,4-3-3,Jorge Figueroa,Match Report,,2018-2019,Las Palmas
2018-09-23,17:00,La Liga 2,Matchweek 6,Sun,Home,W,1,0,Málaga,59.0,21350.0,David García,4-4-1-1,4-4-2,Daniel Ocón,Match Report,,2018-2019,Las Palmas
2018-09-29,18:00,La Liga 2,Matchweek 7,Sat,Away,L,0,1,Sporting Gijón,55.0,20576.0,David García,4-4-1-1,4-1-4-1,Dámaso Arcediano,Match Report,,2018-2019,Las Palmas
2018-10-06,19:30,La Liga 2,Matchweek 8,Sat,Home,D,0,0,Alcorcón,62.0,13718.0,David García,4-4-1-1,4-4-2,Iñaki Bikandi,Match Report,,2018-2019,Las Palmas
2018-10-13,20:30,La Liga 2,Matchweek 9,Sat,Away,L,0,3,Almería,63.0,7339.0,Cala,4-4-2,4-2-3-1,Javier Villanueva,Match Report,,2018-2019,Las Palmas
2018-10-20,17:00,La Liga 2,Matchweek 10,Sat,Home,W,3,0,Numancia,42.0,13413.0,David García,4-4-2,4-2-3-1,Gorka Sagues,Match Report,,2018-2019,Las Palmas
2018-10-27,18:00,La Liga 2,Matchweek 11,Sat,Away,D,2,2,Mallorca,46.0,5835.0,David García,4-4-2,4-2-3-1,David Pérez,Match Report,,2018-2019,Las Palmas
2018-11-03,19:30,La Liga 2,Matchweek 12,Sat,Home,D,1,1,La Coruña,44.0,15499.0,Cala,4-4-2◆,4-3-1-2,César Soto,Match Report,,2018-2019,Las Palmas
2018-11-10,20:30,La Liga 2,Matchweek 13,Sat,Away,D,0,0,Elche,53.0,9740.0,Cala,4-2-3-1,4-1-4-1,Isidro Díaz de Mera,Match Report,,2018-2019,Las Palmas
2018-11-16,20:00,La Liga 2,Matchweek 14,Fri,Home,D,2,2,Granada,53.0,12056.0,Cala,4-2-3-1,4-2-3-1,Víctor Areces,Match Report,,2018-2019,Las Palmas
2018-11-24,20:30,La Liga 2,Matchweek 15,Sat,Away,L,1,4,Cádiz,72.0,12517.0,Javi Castellano,4-2-3-1,4-2-3-1,Oliver De La Fuente,Match Report,,2018-2019,Las Palmas
2018-12-02,19:30,La Liga 2,Matchweek 16,Sun,Home,D,0,0,Oviedo,61.0,11612.0,David García,4-4-2◆,5-4-1,Álvaro Moreno,Match Report,,2018-2019,Las Palmas
2018-12-09,20:00,La Liga 2,Matchweek 17,Sun,Away,L,2,4,Lugo,53.0,2864.0,David García,4-2-3-1,4-4-2,Luis Milla,Match Report,,2018-2019,Las Palmas
2018-12-16,17:00,La Liga 2,Matchweek 18,Sun,Home,D,1,1,Tenerife,49.0,19190.0,David García,4-2-3-1,4-4-2,Gorka Sagues,Match Report,,2018-2019,Las Palmas
2018-12-22,20:30,La Liga 2,Matchweek 19,Sat,Away,L,1,4,Córdoba,54.0,8548.0,David García,4-2-3-1,4-3-3,Javier Villanueva,Match Report,,2018-2019,Las Palmas
2019-01-07,21:00,La Liga 2,Matchweek 20,Mon,Away,D,0,0,Majadahonda,44.0,2932.0,Dani Castellano,4-2-3-1,3-1-4-2,Abraham Domínguez,Match Report,,2018-2019,Las Palmas
