Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-07-29,13:00,2. Bundesliga,Matchweek 1,Sat,Away,W,1,0,Ingolstadt 04,55,10870,Felix Kroos,4-2-3-1,3-5-2,Sascha Stegemann,Match Report,,2017-2018,Union Berlin
2017-08-04,18:30,2. Bundesliga,Matchweek 2,Fri,Home,W,4,3,Holstein Kiel,54,21242,Felix Kroos,4-2-3-1,4-1-4-1,Frank Willenborg,Match Report,,2017-2018,Union Berlin
2017-08-13,15:30,DFB-Pokal,First round,Sun,Away,W,2,1,Saarbrücken,57,6936,Steven Skrzybski,4-2-3-1,3-4-1-2,Sören Storks,Match Report,Required Extra Time,2017-2018,Union Berlin
2017-08-20,13:30,2. Bundesliga,Matchweek 3,Sun,Away,D,2,2,Nürnberg,42,29813,Felix Kroos,4-2-3-1,4-1-4-1,Robert Schröder,Match Report,,2017-2018,Union Berlin
2017-08-27,13:30,2. Bundesliga,Matchweek 4,Sun,Home,D,1,1,Arminia,59,21034,Felix Kroos,4-2-3-1,4-4-2,Christian Dietz,Match Report,,2017-2018,Union Berlin
2017-09-10,13:30,2. Bundesliga,Matchweek 5,Sun,Away,L,2,3,Düsseldorf,57,26341,Damir Kreilach,4-2-3-1,4-1-4-1,Aarne Aarnink,Match Report,,2017-2018,Union Berlin
2017-09-15,18:30,2. Bundesliga,Matchweek 6,Fri,Home,D,1,1,BTSV,58,21114,Felix Kroos,4-2-3-1,4-2-3-1,Sören Storks,Match Report,,2017-2018,Union Berlin
2017-09-19,18:30,2. Bundesliga,Matchweek 7,Tue,Away,L,0,1,Sandhausen,59,4893,Christoph Schösswendter,4-2-3-1,3-4-1-2,Alexander Sather,Match Report,,2017-2018,Union Berlin
2017-09-25,20:30,2. Bundesliga,Matchweek 8,Mon,Home,W,5,0,Kaiserslautern,54,20592,Felix Kroos,4-2-3-1,4-2-3-1,Markus Schmidt,Match Report,,2017-2018,Union Berlin
2017-09-30,13:00,2. Bundesliga,Matchweek 9,Sat,Away,W,2,1,Erzgebirge Aue,46,9450,Felix Kroos,4-2-3-1,3-4-3,Benjamin Cortus,Match Report,,2017-2018,Union Berlin
2017-10-15,13:30,2. Bundesliga,Matchweek 10,Sun,Away,W,2,0,Jahn R'burg,47,9791,Felix Kroos,4-2-3-1,4-4-2,Benedikt Kempkes,Match Report,,2017-2018,Union Berlin
2017-10-21,13:00,2. Bundesliga,Matchweek 11,Sat,Home,W,3,1,Greuther Fürth,45,21344,Felix Kroos,4-2-3-1,3-4-3,Martin Petersen,Match Report,,2017-2018,Union Berlin
2017-10-24,18:30,DFB-Pokal,Second round,Tue,Away,L,1,4,Leverkusen,49,24326,Steven Skrzybski,4-2-3-1,4-4-2,Frank Willenborg,Match Report,,2017-2018,Union Berlin
2017-10-29,13:30,2. Bundesliga,Matchweek 12,Sun,Away,D,1,1,MSV Duisburg,50,15492,Felix Kroos,4-2-3-1,4-4-2,Christian Dietz,Match Report,,2017-2018,Union Berlin
2017-11-04,13:00,2. Bundesliga,Matchweek 13,Sat,Home,W,1,0,St. Pauli,55,22012,Felix Kroos,4-2-3-1,4-1-4-1,Bastian Dankert,Match Report,,2017-2018,Union Berlin
2017-11-18,13:00,2. Bundesliga,Matchweek 14,Sat,Away,L,3,4,Heidenheim,56,12000,Felix Kroos,4-3-3,4-4-2,Deniz Aytekin,Match Report,,2017-2018,Union Berlin
2017-11-24,18:30,2. Bundesliga,Matchweek 15,Fri,Home,D,3,3,Darmstadt 98,58,21108,Sebastian Polter,4-2-3-1,4-2-3-1,Timo Gerach,Match Report,,2017-2018,Union Berlin
2017-12-03,13:30,2. Bundesliga,Matchweek 16,Sun,Away,L,1,2,Bochum,46,13119,Felix Kroos,4-2-3-1,3-1-4-2,Matthias Jöllenbeck,Match Report,,2017-2018,Union Berlin
