Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2020-12-07,20:45,Ligue 2,Matchweek 14,Mon,Away,D,1,1,Ajaccio,30.0,,Victor Lekhal,4-2-3-1,4-2-3-1,Jérémie Pignard,Match Report,,2020-2021,Le Havre
2020-12-14,20:45,Ligue 2,Matchweek 15,Mon,Home,D,0,0,Clermont Foot,31.0,,Victor Lekhal,4-4-2,4-2-3-1,Olivier Thual,Match Report,,2020-2021,Le Havre
2020-12-19,15:00,Ligue 2,Matchweek 16,Sat,Away,L,3,4,Toulouse,48.0,,Victor Lekhal,4-3-3,5-3-2,Arnaud Baert,Match Report,,2020-2021,Le Havre
2020-12-22,20:00,Ligue 2,Matchweek 17,Tue,Home,D,1,1,Rodez Aveyron,55.0,,Alexandre Bonnet,4-4-2,3-4-3,Sylvain Palhies,Match Report,,2020-2021,Le Havre
2021-01-05,20:00,Ligue 2,Matchweek 18,Tue,Away,W,1,0,Chambly Oise,44.0,,Alexandre Bonnet,4-2-3-1,3-5-2,Romain Lissorgue,Match Report,,2020-2021,Le Havre
2021-01-08,20:00,Ligue 2,Matchweek 19,Fri,Home,L,0,2,Valenciennes,56.0,,Alexandre Bonnet,4-2-3-1,4-3-3,Pierre Gaillouste,Match Report,,2020-2021,Le Havre
2021-01-16,19:00,Ligue 2,Matchweek 20,Sat,Away,D,0,0,Amiens,44.0,,Alexandre Bonnet,4-4-2◆,3-4-3,Gaël Angoula,Match Report,,2020-2021,Le Havre
2021-01-19,16:00,Coupe de France,Eighth round,Tue,Home,L,0,1,Paris FC,,,Pierre Gibaud,,,Alexandre Perreau Niel,Match Report,,2020-2021,Le Havre
2021-01-23,19:00,Ligue 2,Matchweek 21,Sat,Home,D,1,1,Guingamp,49.0,,Alexandre Bonnet,4-3-1-2,4-3-3,Mathieu Vernice,Match Report,,2020-2021,Le Havre
2021-01-30,19:00,Ligue 2,Matchweek 22,Sat,Away,D,0,0,Niort,46.0,,Alexandre Bonnet,4-3-1-2,4-1-4-1,Benjamin Lepaysant,Match Report,,2020-2021,Le Havre
2021-02-02,20:00,Ligue 2,Matchweek 23,Tue,Home,D,1,1,Nancy,66.0,,Alexandre Bonnet,4-3-1-2,3-5-2,Pierre Gaillouste,Match Report,,2020-2021,Le Havre
2021-02-06,15:00,Ligue 2,Matchweek 24,Sat,Home,W,1,0,Paris FC,45.0,,Alexandre Bonnet,4-4-2,4-4-1-1,Olivier Thual,Match Report,,2020-2021,Le Havre
2021-02-13,19:00,Ligue 2,Matchweek 25,Sat,Away,W,1,0,Châteauroux,54.0,,Alexandre Bonnet,4-3-3,4-3-1-2,Stéphanie Frappart,Match Report,,2020-2021,Le Havre
2021-02-20,19:00,Ligue 2,Matchweek 26,Sat,Home,D,1,1,Dunkerque,59.0,,Alexandre Bonnet,4-3-3,4-4-2,Remi Landry,Match Report,,2020-2021,Le Havre
2021-02-27,19:00,Ligue 2,Matchweek 27,Sat,Away,L,0,2,Pau FC,57.0,,Alexandre Bonnet,4-3-3,4-2-3-1,Sylvain Palhies,Match Report,,2020-2021,Le Havre
2021-03-02,20:00,Ligue 2,Matchweek 28,Tue,Home,L,0,2,Grenoble,52.0,,Alexandre Bonnet,4-4-2,4-5-1,Mehdi Mokhtari,Match Report,,2020-2021,Le Havre
2021-03-15,20:45,Ligue 2,Matchweek 29,Mon,Away,W,2,0,Caen,31.0,,Alexandre Bonnet,4-1-4-1,3-4-1-2,Romain Lissorgue,Match Report,,2020-2021,Le Havre
2021-03-20,20:00,Ligue 2,Matchweek 30,Sat,Home,L,0,2,Sochaux,46.0,,Alexandre Bonnet,4-1-4-1,4-2-3-1,Remi Landry,Match Report,,2020-2021,Le Havre
2021-04-05,20:45,Ligue 2,Matchweek 31,Mon,Away,D,1,1,Auxerre,40.0,,Alexandre Bonnet,4-5-1,4-1-4-1,Mathieu Vernice,Match Report,,2020-2021,Le Havre
2021-04-10,20:00,Ligue 2,Matchweek 32,Sat,Home,D,1,1,Ajaccio,47.0,,Alexandre Bonnet,5-4-1,4-4-2,Guillaume Paradis,Match Report,,2020-2021,Le Havre
2021-04-17,15:00,Ligue 2,Matchweek 33,Sat,Away,D,1,1,Clermont Foot,47.0,,Alexandre Bonnet,5-4-1,4-2-3-1,Romain Lissorgue,Match Report,,2020-2021,Le Havre
2021-04-24,20:00,Ligue 2,Matchweek 35,Sat,Away,D,1,1,Rodez Aveyron,67.0,,Victor Lekhal,4-3-3,3-1-4-2,Arnaud Baert,Match Report,,2020-2021,Le Havre
2021-05-01,20:00,Ligue 2,Matchweek 36,Sat,Home,L,2,4,Chambly Oise,54.0,,Alexandre Bonnet,3-4-1-2,5-3-2,Nicolas Rainville,Match Report,,2020-2021,Le Havre
2021-05-04,19:00,Ligue 2,Matchweek 34,Tue,Home,L,0,1,Toulouse,49.0,,Alexandre Bonnet,3-4-1-2,5-3-2,Remi Landry,Match Report,,2020-2021,Le Havre
2021-05-08,20:00,Ligue 2,Matchweek 37,Sat,Away,W,5,3,Valenciennes,40.0,,Victor Lekhal,4-2-3-1,5-3-2,Mathieu Vernice,Match Report,,2020-2021,Le Havre
2021-05-15,20:00,Ligue 2,Matchweek 38,Sat,Home,W,3,2,Troyes,29.0,,Fernand Mayembo,4-2-3-1,3-5-2,Romain Lissorgue,Match Report,,2020-2021,Le Havre
