Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2022-08-13,22:00,La Liga 2,Matchweek 1,Sat,Home,D,0,0,Zaragoza,58.0,16106,Jonathan Viera,4-1-4-1,4-2-3-1,Luis Milla,Match Report,,2022-2023,Las Palmas
2022-08-22,22:00,La Liga 2,Matchweek 2,Mon,Away,W,4,0,Málaga,53.0,21807,Omenuke Mfulu,4-1-4-1,4-2-3-1,Francisco Hernández,Match Report,,2022-2023,Las Palmas
2022-08-29,21:00,La Liga 2,Matchweek 3,Mon,Home,W,2,0,FC Andorra,34.0,19223,Omenuke Mfulu,4-1-4-1,4-3-3,Alejandro Quintero,Match Report,,2022-2023,Las Palmas
2022-09-03,14:00,La Liga 2,Matchweek 4,Sat,Away,D,1,1,Alavés,77.0,11388,Omenuke Mfulu,4-2-3-1,4-2-3-1,Oliver De La Fuente,Match Report,,2022-2023,Las Palmas
2022-09-09,20:00,La Liga 2,Matchweek 5,Fri,Home,W,1,0,Leganés,54.0,19090,Omenuke Mfulu,4-2-3-1,3-4-3,Adrián Cordero,Match Report,,2022-2023,Las Palmas
2022-09-18,18:30,La Liga 2,Matchweek 6,Sun,Away,D,0,0,Racing Sant,81.0,10911,Jonathan Viera,3-5-1-1,4-2-3-1,Rubén Ávalos,Match Report,,2022-2023,Las Palmas
2022-09-26,20:00,La Liga 2,Matchweek 7,Mon,Home,W,2,0,Granada,59.0,13412,Jonathan Viera,4-2-3-1,4-2-3-1,Jon González,Match Report,,2022-2023,Las Palmas
2022-10-01,16:15,La Liga 2,Matchweek 8,Sat,Away,D,3,3,CD Mirandés,56.0,2830,Jonathan Viera,4-1-4-1,4-3-3,José Guzmán,Match Report,,2022-2023,Las Palmas
2022-10-08,17:30,La Liga 2,Matchweek 9,Sat,Home,D,0,0,Ibiza,63.0,19696,Jonathan Viera,4-1-4-1,4-2-3-1,Aitor Gorostegui,Match Report,,2022-2023,Las Palmas
2022-10-12,21:00,La Liga 2,Matchweek 10,Wed,Away,W,1,0,Lugo,67.0,2210,Fabio González,4-1-4-1,4-1-4-1,Rafael Sánchez,Match Report,,2022-2023,Las Palmas
2022-10-15,18:30,La Liga 2,Matchweek 11,Sat,Away,W,1,0,Ponferradina,76.0,5815,Jonathan Viera,4-2-3-1,4-2-3-1,Andrés Fuentes,Match Report,,2022-2023,Las Palmas
2022-10-23,20:00,La Liga 2,Matchweek 12,Sun,Home,W,1,0,Cartagena,73.0,19876,Jonathan Viera,4-2-3-1,4-2-3-1,Oliver De La Fuente,Match Report,,2022-2023,Las Palmas
