Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2022-07-16,13:00,2. Bundesliga,Matchweek 1,Sat,Away,D,2,2,Greuther Fürth,50,8756,Lewis Holtby,3-4-3,4-4-2,Robin Braun,Match Report,,2022-2023,Holstein Kiel
2022-07-23,13:00,2. Bundesliga,Matchweek 2,Sat,Home,D,2,2,Kaiserslautern,65,13113,Lewis Holtby,3-1-4-2,4-2-3-1,Tobias Stieler,Match Report,,2022-2023,Holstein Kiel
2022-07-31,18:01,DFB-Pokal,Round of 64,Sun,Away,D,0 (3),0 (5),SV Waldhof,53,13137,Alexander Mühling,4-2-3-1,4-2-3-1,Tobias Reichel,Match Report,SV Waldhof won on penalty kicks following extra time,2022-2023,Holstein Kiel
2022-08-07,13:30,2. Bundesliga,Matchweek 3,Sun,Away,W,2,1,Magdeburg,42,19511,Alexander Mühling,3-1-4-2,4-3-3,Timo Gerach,Match Report,,2022-2023,Holstein Kiel
2022-08-13,13:00,2. Bundesliga,Matchweek 4,Sat,Home,W,3,0,BTSV,64,11575,Thomas Dähne,3-1-4-2,4-2-3-1,Wolfgang Haslberger,Match Report,,2022-2023,Holstein Kiel
2022-08-20,13:00,2. Bundesliga,Matchweek 5,Sat,Away,L,2,7,Paderborn 07,51,9641,Alexander Mühling,3-1-4-2,3-4-3,Florian Exner,Match Report,,2022-2023,Holstein Kiel
2022-08-28,13:30,2. Bundesliga,Matchweek 6,Sun,Home,W,1,0,Sandhausen,61,10006,Hauke Wahl,3-4-1-2,4-4-2,Alexander Sather,Match Report,,2022-2023,Holstein Kiel
2022-09-03,13:00,2. Bundesliga,Matchweek 7,Sat,Away,D,0,0,Jahn R'burg,59,8893,Hauke Wahl,3-1-4-2,4-4-2,Florian Lechner,Match Report,,2022-2023,Holstein Kiel
2022-09-09,18:30,2. Bundesliga,Matchweek 8,Fri,Home,L,2,3,Hamburger SV,49,15034,Hauke Wahl,3-5-2,4-3-3,Daniel Siebert,Match Report,,2022-2023,Holstein Kiel
2022-09-17,13:00,2. Bundesliga,Matchweek 9,Sat,Away,L,2,4,Arminia,69,19460,Hauke Wahl,4-4-2◆,4-2-3-1,Aarne Aarnink,Match Report,,2022-2023,Holstein Kiel
2022-10-01,13:00,2. Bundesliga,Matchweek 10,Sat,Home,D,1,1,Hansa Rostock,55,12492,Hauke Wahl,4-3-1-2,4-2-3-1,Martin Thomsen,Match Report,,2022-2023,Holstein Kiel
2022-10-09,13:30,2. Bundesliga,Matchweek 11,Sun,Away,W,3,2,Nürnberg,52,28518,Hauke Wahl,4-4-2◆,4-2-3-1,Timo Gerach,Match Report,,2022-2023,Holstein Kiel
2022-10-16,13:30,2. Bundesliga,Matchweek 12,Sun,Home,W,3,1,Heidenheim,52,9936,Hauke Wahl,3-5-1-1,4-1-4-1,Patrick Alt,Match Report,,2022-2023,Holstein Kiel
2022-10-21,18:30,2. Bundesliga,Matchweek 13,Fri,Away,D,1,1,Darmstadt 98,50,14650,Hauke Wahl,3-5-2,3-4-1-2,Christian Dingert,Match Report,,2022-2023,Holstein Kiel
2022-10-29,13:00,2. Bundesliga,Matchweek 14,Sat,Home,L,1,2,Düsseldorf,54,10000,Hauke Wahl,3-5-2,4-2-3-1,Robert Schröder,Match Report,,2022-2023,Holstein Kiel
2022-11-05,13:00,2. Bundesliga,Matchweek 15,Sat,Away,W,4,1,Karlsruher,53,15219,Hauke Wahl,3-5-2,4-4-2,Max Burda,Match Report,,2022-2023,Holstein Kiel
2022-11-08,18:30,2. Bundesliga,Matchweek 16,Tue,Away,D,0,0,St. Pauli,52,29546,Hauke Wahl,3-4-3,3-5-2,Alexander Sather,Match Report,,2022-2023,Holstein Kiel
2022-11-11,18:30,2. Bundesliga,Matchweek 17,Fri,Home,D,1,1,Hannover 96,53,13744,Hauke Wahl,3-4-3,3-4-1-2,Aarne Aarnink,Match Report,,2022-2023,Holstein Kiel
2023-01-28,13:00,2. Bundesliga,Matchweek 18,Sat,Home,W,2,1,Greuther Fürth,49,11438,Hauke Wahl,3-4-1-2,3-4-1-2,Florian Exner,Match Report,,2022-2023,Holstein Kiel
2023-02-04,13:00,2. Bundesliga,Matchweek 19,Sat,Away,L,1,2,Kaiserslautern,62,39020,Hauke Wahl,3-4-3,4-2-3-1,Martin Thomsen,Match Report,,2022-2023,Holstein Kiel
2023-02-11,13:00,2. Bundesliga,Matchweek 20,Sat,Home,L,2,3,Magdeburg,46,11161,Hauke Wahl,3-4-1-2,4-2-3-1,Florian Heft,Match Report,,2022-2023,Holstein Kiel
2023-02-17,18:30,2. Bundesliga,Matchweek 21,Fri,Away,W,3,2,BTSV,49,18747,Hauke Wahl,3-4-1-2,3-5-2,Nicolas Winter,Match Report,,2022-2023,Holstein Kiel
2023-02-25,13:00,2. Bundesliga,Matchweek 22,Sat,Home,D,1,1,Paderborn 07,54,12469,Lewis Holtby,4-4-2◆,3-4-1-2,Wolfgang Haslberger,Match Report,,2022-2023,Holstein Kiel
2023-03-04,13:00,2. Bundesliga,Matchweek 23,Sat,Away,D,1,1,Sandhausen,51,3603,Hauke Wahl,3-4-1-2,4-1-3-2,Robert Hartmann,Match Report,,2022-2023,Holstein Kiel
2023-03-12,13:30,2. Bundesliga,Matchweek 24,Sun,Home,L,1,2,Jahn R'burg,77,10698,Hauke Wahl,4-4-2◆,4-1-4-1,Alexander Sather,Match Report,,2022-2023,Holstein Kiel
2023-03-18,13:00,2. Bundesliga,Matchweek 25,Sat,Away,D,0,0,Hamburger SV,49,57000,Hauke Wahl,4-3-1-2,4-2-3-1,Benjamin Brand,Match Report,,2022-2023,Holstein Kiel
2023-04-02,13:30,2. Bundesliga,Matchweek 26,Sun,Home,L,2,3,Arminia,62,12476,Hauke Wahl,4-4-2◆,4-3-3,Timo Gerach,Match Report,,2022-2023,Holstein Kiel
2023-04-09,13:30,2. Bundesliga,Matchweek 27,Sun,Away,W,3,2,Hansa Rostock,52,24300,Hauke Wahl,4-3-3,4-2-2-2,Nicolas Winter,Match Report,,2022-2023,Holstein Kiel
2023-04-15,13:00,2. Bundesliga,Matchweek 28,Sat,Home,W,2,1,Nürnberg,53,12931,Hauke Wahl,4-2-3-1,3-5-2,Robin Braun,Match Report,,2022-2023,Holstein Kiel
2023-04-23,13:30,2. Bundesliga,Matchweek 29,Sun,Away,L,0,3,Heidenheim,58,12026,Hauke Wahl,4-2-3-1,4-1-4-1,Florian Badstübner,Match Report,,2022-2023,Holstein Kiel
2023-04-30,13:30,2. Bundesliga,Matchweek 30,Sun,Home,L,0,3,Darmstadt 98,66,13296,Hauke Wahl,3-4-1-2,3-4-3,Florian Heft,Match Report,,2022-2023,Holstein Kiel
2023-05-06,13:00,2. Bundesliga,Matchweek 31,Sat,Away,L,0,3,Düsseldorf,53,28935,Hauke Wahl,3-4-3,4-2-3-1,Aarne Aarnink,Match Report,,2022-2023,Holstein Kiel
2023-05-13,13:00,2. Bundesliga,Matchweek 32,Sat,Home,W,2,1,Karlsruher,46,11366,Hauke Wahl,4-2-3-1,4-4-2,Florian Lechner,Match Report,,2022-2023,Holstein Kiel
2023-05-19,18:30,2. Bundesliga,Matchweek 33,Fri,Home,L,3,4,St. Pauli,55,15034,Hauke Wahl,4-2-3-1,3-4-3,Robert Kampka,Match Report,,2022-2023,Holstein Kiel
2023-05-28,15:30,2. Bundesliga,Matchweek 34,Sun,Away,W,5,1,Hannover 96,49,36000,Lewis Holtby,3-4-3,3-4-1-2,Martin Thomsen,Match Report,,2022-2023,Holstein Kiel
