Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2019-08-17,20:00,La Liga,Matchweek 1,Sat,Home,W,2,1,Eibar,1.6,0.7,38.0,15127.0,Manolo Reina,4-1-4-1,4-4-2,Mario Melero,Match Report,,2019-2020,Mallorca
2019-08-25,17:00,La Liga,Matchweek 2,Sun,Home,L,0,1,Real Sociedad,1.0,1.6,36.0,18028.0,Manolo Reina,4-4-1-1,4-3-3,Valentín Pizarro,Match Report,,2019-2020,Mallorca
2019-09-01,17:00,La Liga,Matchweek 3,Sun,Away,L,0,2,Valencia,1.2,2.3,50.0,40441.0,Manolo Reina,4-4-1-1,4-4-2,Alberola Rojas,Match Report,,2019-2020,Mallorca
2019-09-13,21:00,La Liga,Matchweek 4,Fri,Home,D,0,0,Athletic Club,1.8,1.5,49.0,16390.0,Manolo Reina,4-4-1-1,4-2-3-1,Pablo González,Match Report,,2019-2020,Mallorca
2019-09-22,12:00,La Liga,Matchweek 5,Sun,Away,L,2,4,Getafe,0.8,2.1,51.0,11338.0,Xisco Campos,4-1-4-1,4-4-2,Santiago Jaime,Match Report,,2019-2020,Mallorca
2019-09-25,19:00,La Liga,Matchweek 6,Wed,Home,L,0,2,Atlético Madrid,0.5,1.0,48.0,19348.0,Xisco Campos,4-1-4-1,4-4-2,Alejandro Hernández,Match Report,,2019-2020,Mallorca
2019-09-29,16:00,La Liga,Matchweek 7,Sun,Away,L,0,2,Alavés,0.2,2.1,46.0,17135.0,Xisco Campos,4-2-3-1,4-4-2,Carlos del Cerro,Match Report,,2019-2020,Mallorca
2019-10-06,12:00,La Liga,Matchweek 8,Sun,Home,W,2,0,Espanyol,0.8,1.2,39.0,15052.0,Manolo Reina,4-2-3-1,4-2-3-1,Ricardo de Burgos,Match Report,,2019-2020,Mallorca
2019-10-19,21:00,La Liga,Matchweek 9,Sat,Home,W,1,0,Real Madrid,0.2,1.0,37.0,20275.0,Manolo Reina,4-3-3,4-4-2,Alberola Rojas,Match Report,,2019-2020,Mallorca
2019-10-26,16:00,La Liga,Matchweek 10,Sat,Away,L,0,1,Leganés,0.8,1.7,57.0,10058.0,Manolo Reina,4-3-3,4-3-3,Eduardo Prieto,Match Report,,2019-2020,Mallorca
2019-10-31,19:00,La Liga,Matchweek 11,Thu,Home,D,2,2,Osasuna,2.4,1.0,46.0,12641.0,Manolo Reina,4-3-3,4-4-2,Adrián Cordero,Match Report,,2019-2020,Mallorca
2019-11-03,12:00,La Liga,Matchweek 12,Sun,Away,L,0,3,Valladolid,0.7,2.0,52.0,18419.0,Antonio Raillo,4-1-4-1,4-4-2,David Medié,Match Report,,2019-2020,Mallorca
2019-11-10,12:00,La Liga,Matchweek 13,Sun,Home,W,3,1,Villarreal,1.7,3.2,35.0,8348.0,Manolo Reina,4-4-2,4-3-3,Carlos del Cerro,Match Report,,2019-2020,Mallorca
2019-11-22,21:00,La Liga,Matchweek 14,Fri,Away,L,1,2,Levante,1.7,1.8,50.0,15110.0,Manolo Reina,4-2-3-1,4-4-2,Valentín Pizarro,Match Report,,2019-2020,Mallorca
2019-11-30,18:30,La Liga,Matchweek 15,Sat,Home,L,1,2,Betis,2.8,2.2,46.0,16810.0,Manolo Reina,4-3-3,4-1-4-1,Juan Martínez,Match Report,,2019-2020,Mallorca
2019-12-07,21:00,La Liga,Matchweek 16,Sat,Away,L,2,5,Barcelona,1.3,3.7,34.0,71072.0,Antonio Raillo,4-4-1-1,4-3-3,José Luis Munuera,Match Report,,2019-2020,Mallorca
2019-12-15,14:00,La Liga,Matchweek 17,Sun,Away,D,2,2,Celta Vigo,1.6,2.2,34.0,13247.0,Manolo Reina,4-4-1-1,4-3-3,Ricardo de Burgos,Match Report,,2019-2020,Mallorca
2019-12-18,18:00,Copa del Rey,First round,Wed,Away,W,1,0,El Álamo,,,,,,,,,Match Report,,2019-2020,Mallorca
2019-12-21,13:00,La Liga,Matchweek 18,Sat,Home,L,0,2,Sevilla,0.8,1.6,40.0,14321.0,Manolo Reina,4-4-1-1,4-3-3,Jesús Gil,Match Report,,2019-2020,Mallorca
2020-01-05,12:00,La Liga,Matchweek 19,Sun,Away,L,0,1,Granada,1.1,1.3,59.0,16395.0,Manolo Reina,3-4-3,4-2-3-1,César Soto,Match Report,,2019-2020,Mallorca
2020-01-11,12:00,Copa del Rey,Second round,Sat,Away,W,1,0,Zamora,,,,,,,,,Match Report,,2019-2020,Mallorca
2020-01-19,12:00,La Liga,Matchweek 20,Sun,Home,W,4,1,Valencia,1.9,0.4,43.0,9856.0,Manolo Reina,4-4-2,4-4-2,Mario Melero,Match Report,,2019-2020,Mallorca
2020-01-21,19:00,Copa del Rey,Round of 32,Tue,Away,L,1,3,Zaragoza,,,39.0,6000.0,Xisco Campos,4-2-3-1,4-2-3-1,Antonio Matéu Lahoz,Match Report,,2019-2020,Mallorca
2020-01-26,18:30,La Liga,Matchweek 21,Sun,Away,L,0,3,Real Sociedad,0.5,2.5,31.0,29912.0,Manolo Reina,4-4-2,4-1-4-1,Santiago Jaime,Match Report,,2019-2020,Mallorca
2020-02-01,18:30,La Liga,Matchweek 22,Sat,Home,L,0,1,Valladolid,0.6,1.2,53.0,13891.0,Manolo Reina,4-4-1-1,4-4-2,David Medié,Match Report,,2019-2020,Mallorca
2020-02-09,12:00,La Liga,Matchweek 23,Sun,Away,L,0,1,Espanyol,0.6,1.6,62.0,32084.0,Manolo Reina,4-2-3-1,4-4-2,Antonio Matéu Lahoz,Match Report,,2019-2020,Mallorca
2020-02-15,13:00,La Liga,Matchweek 24,Sat,Home,W,1,0,Alavés,2.1,0.9,47.0,12329.0,Manolo Reina,4-2-3-1,4-4-2,Valentín Pizarro,Match Report,,2019-2020,Mallorca
2020-02-21,21:00,La Liga,Matchweek 25,Fri,Away,D,3,3,Betis,0.9,3.3,31.0,47231.0,Manolo Reina,4-2-3-1,4-2-3-1,Jesús Gil,Match Report,,2019-2020,Mallorca
2020-03-01,18:30,La Liga,Matchweek 26,Sun,Home,L,0,1,Getafe,0.1,0.9,55.0,14241.0,Manolo Reina,4-4-2,4-4-2,Mario Melero,Match Report,,2019-2020,Mallorca
2020-03-07,13:00,La Liga,Matchweek 27,Sat,Away,W,2,1,Eibar,0.8,0.9,34.0,6110.0,Manolo Reina,5-3-2,4-4-2,Javier Estrada,Match Report,,2019-2020,Mallorca
2020-06-13,22:00,La Liga,Matchweek 28,Sat,Home,L,0,4,Barcelona,1.1,2.2,36.0,,Manolo Reina,4-4-2,4-3-3,Carlos del Cerro,Match Report,,2019-2020,Mallorca
2020-06-16,19:30,La Liga,Matchweek 29,Tue,Away,L,0,1,Villarreal,1.6,1.5,49.0,,Manolo Reina,5-4-1,4-3-3,Javier Estrada,Match Report,,2019-2020,Mallorca
2020-06-19,19:30,La Liga,Matchweek 30,Fri,Home,D,1,1,Leganés,0.4,1.3,39.0,,Manolo Reina,4-1-4-1,3-4-3,Antonio Matéu Lahoz,Match Report,,2019-2020,Mallorca
2020-06-24,22:00,La Liga,Matchweek 31,Wed,Away,L,0,2,Real Madrid,0.6,1.3,45.0,,Manolo Reina,3-5-2,4-2-3-1,Mario Melero,Match Report,,2019-2020,Mallorca
2020-06-27,14:00,La Liga,Matchweek 32,Sat,Away,L,1,3,Athletic Club,1.3,2.6,53.0,,Manolo Reina,3-5-2,4-2-3-1,Pablo González,Match Report,,2019-2020,Mallorca
2020-06-30,19:30,La Liga,Matchweek 33,Tue,Home,W,5,1,Celta Vigo,1.5,1.4,40.0,,Manolo Reina,4-4-1-1,4-3-3,Ricardo de Burgos,Match Report,,2019-2020,Mallorca
2020-07-03,22:00,La Liga,Matchweek 34,Fri,Away,L,0,3,Atlético Madrid,0.8,2.7,52.0,,Manolo Reina,4-4-1-1,4-4-2,Alberola Rojas,Match Report,,2019-2020,Mallorca
2020-07-09,19:30,La Liga,Matchweek 35,Thu,Home,W,2,0,Levante,1.3,1.1,45.0,,Manolo Reina,4-4-1-1,4-4-2,César Soto,Match Report,,2019-2020,Mallorca
2020-07-12,22:00,La Liga,Matchweek 36,Sun,Away,L,0,2,Sevilla,0.4,1.7,37.0,,Manolo Reina,4-3-3,4-3-3,Adrián Cordero,Match Report,,2019-2020,Mallorca
