Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2020-09-12,18:15,La Liga 2,Matchweek 1,Sat,Home,W,1,0,Las Palmas,53.0,,Rubén Pérez,4-2-3-1,4-1-4-1,José López,Match Report,,2020-2021,Leganes
2020-09-20,12:00,La Liga 2,Matchweek 2,Sun,Away,L,1,2,Lugo,59.0,,Rubén Pérez,4-4-2,3-5-2,Daniel Ocón,Match Report,,2020-2021,Leganes
2020-09-27,20:30,La Liga 2,Matchweek 3,Sun,Home,W,3,1,Cartagena,43.0,,Rubén Pérez,4-2-3-1,4-2-3-1,Saúl Ais,Match Report,,2020-2021,Leganes
2020-10-04,18:15,La Liga 2,Matchweek 4,Sun,Away,L,0,2,Castellón,58.0,,Rubén Pérez,4-2-3-1,4-2-3-1,Iñaki Bikandi,Match Report,,2020-2021,Leganes
2020-10-11,16:00,La Liga 2,Matchweek 5,Sun,Home,L,0,1,Girona,60.0,,Rubén Pérez,4-4-2,4-2-3-1,Juan Pulido,Match Report,,2020-2021,Leganes
2020-10-17,20:30,La Liga 2,Matchweek 6,Sat,Away,W,1,0,UD Logroñés,43.0,,Rubén Pérez,4-4-2,4-4-2,Ignacio Iglesias,Match Report,,2020-2021,Leganes
2020-10-22,16:30,La Liga 2,Matchweek 7,Thu,Home,W,1,0,Zaragoza,49.0,,Rubén Pérez,4-4-2,4-4-2,Luis Milla,Match Report,,2020-2021,Leganes
2020-10-25,18:15,La Liga 2,Matchweek 8,Sun,Home,W,2,1,Oviedo,54.0,,Rubén Pérez,4-4-2,3-4-3,Dámaso Arcediano,Match Report,,2020-2021,Leganes
2020-10-29,21:30,La Liga 2,Matchweek 9,Thu,Away,L,0,1,Sabadell,49.0,,Unai Bustinza,4-4-2,3-5-2,Daniel Trujillo,Match Report,,2020-2021,Leganes
2020-11-01,14:00,La Liga 2,Matchweek 10,Sun,Home,W,1,0,CD Mirandés,42.0,,Unai Bustinza,4-4-2,4-3-3,Jon González,Match Report,,2020-2021,Leganes
2020-11-06,21:00,La Liga 2,Matchweek 11,Fri,Away,D,0,0,Albacete,54.0,,Unai Bustinza,4-2-3-1,5-4-1,Eduardo Prieto,Match Report,,2020-2021,Leganes
2020-11-15,14:00,La Liga 2,Matchweek 12,Sun,Home,W,1,0,Alcorcón,53.0,,Unai Bustinza,4-4-2,4-2-3-1,Gorka Sagues,Match Report,,2020-2021,Leganes
2020-11-21,14:00,La Liga 2,Matchweek 13,Sat,Away,W,2,1,Málaga,48.0,,Unai Bustinza,4-4-2,4-4-2,Oliver De La Fuente,Match Report,,2020-2021,Leganes
2020-11-26,19:00,La Liga 2,Matchweek 14,Thu,Home,W,2,0,Espanyol,55.0,,Unai Bustinza,4-4-2,4-2-3-1,Alejandro Muñíz,Match Report,,2020-2021,Leganes
2020-11-29,18:15,La Liga 2,Matchweek 15,Sun,Away,L,2,3,Ponferradina,62.0,,Unai Bustinza,4-4-2,4-2-3-1,José López,Match Report,,2020-2021,Leganes
2020-12-02,19:00,La Liga 2,Matchweek 16,Wed,Home,W,1,0,Rayo Vallecano,38.0,,Unai Bustinza,4-4-2,4-2-3-1,Eduardo Prieto,Match Report,,2020-2021,Leganes
2020-12-07,18:00,La Liga 2,Matchweek 17,Mon,Away,D,0,0,Tenerife,48.0,,Unai Bustinza,4-4-2,4-4-2,Luis Milla,Match Report,,2020-2021,Leganes
2020-12-12,16:00,La Liga 2,Matchweek 18,Sat,Home,L,0,1,Mallorca,40.0,,Rubén Pérez,4-2-3-1,4-4-2,Gorka Sagues,Match Report,,2020-2021,Leganes
2020-12-15,20:00,Copa del Rey,First round,Tue,Away,W,1,0,Ourense CF,,800.0,Javier Eraso,4-2-3-1,4-3-3,Iñaki Bikandi,Match Report,Required Extra Time,2020-2021,Leganes
2020-12-21,21:00,La Liga 2,Matchweek 19,Mon,Away,D,1,1,Sporting Gijón,54.0,,Rubén Pérez,4-4-2,4-2-3-1,Juan Pulido,Match Report,,2020-2021,Leganes
2021-01-02,14:00,La Liga 2,Matchweek 20,Sat,Away,D,0,0,Fuenlabrada,64.0,,Rubén Pérez,4-4-2,5-4-1,Alejandro Muñíz,Match Report,,2020-2021,Leganes
2021-01-06,13:00,Copa del Rey,Second round,Wed,Away,W,2,0,UD Socuéllamos,,,Javier Eraso,4-1-4-1,4-3-3,Gorka Sagues,Match Report,,2020-2021,Leganes
2021-01-16,20:00,Copa del Rey,Round of 32,Sat,Home,L,0,1,Sevilla,28.0,,Unai Bustinza,4-4-2,4-2-3-1,Pablo González,Match Report,Required Extra Time,2020-2021,Leganes
2021-01-24,19:30,La Liga 2,Matchweek 22,Sun,Away,L,1,2,Las Palmas,30.0,,Unai Bustinza,4-4-2,4-4-2,Iosu Galech,Match Report,,2020-2021,Leganes
