Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2023-11-26,14:00,La Liga 2,Matchweek 17,Sun,Home,D,2,2,Racing Ferrol,59.0,8704,Sergi,5-3-2,4-2-3-1,Miguel González,Match Report,,2023-2024,Leganes
2023-12-02,18:30,La Liga 2,Matchweek 18,Sat,Away,L,0,1,Zaragoza,53.0,21728,Sergi,4-4-2,3-4-3,Salvador Lax,Match Report,,2023-2024,Leganes
2023-12-07,20:00,Copa del Rey,Second round,Thu,Away,L,0,1,Racing Ferrol,,6600,Jorge Sáenz,5-4-1,4-2-4,Rubén Ávalos,Match Report,,2023-2024,Leganes
2023-12-10,18:30,La Liga 2,Matchweek 19,Sun,Home,D,1,1,Eldense,67.0,7547,Sergi,4-2-3-1,3-5-2,José Guzmán,Match Report,,2023-2024,Leganes
2023-12-16,18:30,La Liga 2,Matchweek 20,Sat,Away,D,1,1,Sporting Gijón,35.0,20035,Sergi,3-4-1-2,3-5-2,Jon González,Match Report,,2023-2024,Leganes
2023-12-20,21:30,La Liga 2,Matchweek 21,Wed,Home,D,1,1,Tenerife,54.0,6807,Sergi,4-1-4-1,4-2-3-1,Iván Caparrós,Match Report,,2023-2024,Leganes
2024-01-14,14:00,La Liga 2,Matchweek 22,Sun,Away,W,3,2,FC Andorra,31.0,1531,Sergi,4-2-2-2,4-3-3,Raúl González,Match Report,,2023-2024,Leganes
2024-01-22,20:30,La Liga 2,Matchweek 23,Mon,Home,W,2,0,Burgos,41.0,8297,Sergi,5-4-1,4-4-2,Iosu Galech,Match Report,,2023-2024,Leganes
2024-01-27,18:30,La Liga 2,Matchweek 24,Sat,Away,L,0,1,Oviedo,36.0,19626,Sergi,5-3-2,4-4-2,Manuel Orellana,Match Report,,2023-2024,Leganes
2024-02-03,18:30,La Liga 2,Matchweek 25,Sat,Home,D,0,0,Valladolid,43.0,10880,Sergi,4-2-3-1,4-4-2,Adrián Cordero,Match Report,,2023-2024,Leganes
2024-02-09,20:30,La Liga 2,Matchweek 26,Fri,Away,D,0,0,Levante,47.0,13286,Sergi,4-4-2,3-4-1-2,Oliver De La Fuente,Match Report,,2023-2024,Leganes
2024-02-18,16:15,La Liga 2,Matchweek 27,Sun,Home,W,3,0,Alcorcón,60.0,10114,Sergi,4-4-2,4-4-2,Andrés Fuentes,Match Report,,2023-2024,Leganes
2024-02-24,16:15,La Liga 2,Matchweek 28,Sat,Away,L,1,2,Racing Sant,58.0,14006,Sergi,4-3-3,4-2-3-1,Jon González,Match Report,,2023-2024,Leganes
2024-03-03,21:00,La Liga 2,Matchweek 29,Sun,Home,L,0,2,Eibar,57.0,9015,Sergi,4-2-3-1,4-2-3-1,Dámaso Arcediano,Match Report,,2023-2024,Leganes
2024-03-11,20:30,La Liga 2,Matchweek 30,Mon,Away,W,1,0,Amorebieta,35.0,927,Sergi,5-4-1,5-4-1,Salvador Lax,Match Report,,2023-2024,Leganes
2024-03-17,14:00,La Liga 2,Matchweek 31,Sun,Home,W,4,0,CD Mirandés,49.0,9400,Sergi,4-2-3-1,3-5-2,Iván Caparrós,Match Report,,2023-2024,Leganes
2024-03-23,18:30,La Liga 2,Matchweek 32,Sat,Away,W,2,1,Villarreal B,49.0,3031,Sergi,4-4-2,4-4-2,José Guzmán,Match Report,,2023-2024,Leganes
2024-03-30,16:15,La Liga 2,Matchweek 33,Sat,Home,D,0,0,Cartagena,60.0,7191,Jorge Sáenz,4-4-2,4-5-1,Saúl Ais,Match Report,,2023-2024,Leganes
2024-04-07,14:00,La Liga 2,Matchweek 34,Sun,Away,D,0,0,Huesca,48.0,6228,Sergi,5-4-1,4-3-3,Luis Milla,Match Report,,2023-2024,Leganes
2024-04-12,20:30,La Liga 2,Matchweek 35,Fri,Home,D,0,0,Espanyol,44.0,11573,Sergi,4-2-3-1,4-4-2,Daniel Trujillo,Match Report,,2023-2024,Leganes
2024-04-19,19:30,La Liga 2,Matchweek 36,Fri,Away,D,0,0,Tenerife,43.0,13427,Sergi,4-2-3-1,4-4-1-1,Jon González,Match Report,,2023-2024,Leganes
2024-04-27,16:15,La Liga 2,Matchweek 37,Sat,Home,D,1,1,Zaragoza,39.0,9719,Sergi,5-3-2,5-3-2,Dámaso Arcediano,Match Report,,2023-2024,Leganes
2024-05-05,18:30,La Liga 2,Matchweek 38,Sun,Away,W,2,1,Eldense,75.0,5136,Sergi,4-2-3-1,4-4-2,Oliver De La Fuente,Match Report,,2023-2024,Leganes
2024-05-12,18:30,La Liga 2,Matchweek 39,Sun,Away,L,0,1,Albacete,60.0,15074,Sergi,4-4-2,4-4-2,Iván Caparrós,Match Report,,2023-2024,Leganes
2024-05-18,16:15,La Liga 2,Matchweek 40,Sat,Home,W,2,1,Sporting Gijón,30.0,11306,Sergi,4-4-2,4-4-2,Manuel Orellana,Match Report,,2023-2024,Leganes
2024-05-26,18:30,La Liga 2,Matchweek 41,Sun,Away,D,2,2,Racing Ferrol,31.0,9026,Sergi,4-2-3-1,4-2-3-1,Andrés Fuentes,Match Report,,2023-2024,Leganes
2024-06-02,18:30,La Liga 2,Matchweek 42,Sun,Home,W,2,0,Elche,33.0,12083,Sergi,4-2-3-1,4-4-2,Luis Milla,Match Report,,2023-2024,Leganes
