Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2023-08-13,22:00,La Liga 2,Matchweek 1,Sun,Home,L,0,1,FC Andorra,32.0,5007,Sergi,4-2-3-1,4-3-3,Rafael Sánchez,Match Report,,2023-2024,Leganes
2023-08-19,22:00,La Liga 2,Matchweek 2,Sat,Away,W,2,0,Alcorcón,50.0,2722,Sergi,4-2-3-1,4-4-2,Luis Milla,Match Report,,2023-2024,Leganes
2023-08-27,21:30,La Liga 2,Matchweek 3,Sun,Home,W,2,0,Albacete,34.0,6927,Sergi,4-5-1,4-4-2,Iván Caparrós,Match Report,,2023-2024,Leganes
2023-09-03,16:15,La Liga 2,Matchweek 4,Sun,Away,W,1,0,Eibar,22.0,4916,Sergi,4-4-2,4-2-3-1,Daniel Trujillo,Match Report,,2023-2024,Leganes
2023-09-09,21:00,La Liga 2,Matchweek 5,Sat,Home,W,2,0,Huesca,54.0,6948,Sergi,4-4-2,4-4-2,Dámaso Arcediano,Match Report,,2023-2024,Leganes
2023-09-17,18:30,La Liga 2,Matchweek 6,Sun,Away,L,0,1,Elche,43.0,16154,Sergi,4-4-2,3-4-3,José López,Match Report,,2023-2024,Leganes
2023-09-24,18:30,La Liga 2,Matchweek 7,Sun,Away,W,3,1,CD Mirandés,47.0,3040,Sergi,4-4-2,4-4-2,Miguel González,Match Report,,2023-2024,Leganes
2023-09-29,21:00,La Liga 2,Matchweek 8,Fri,Home,W,2,1,Racing Sant,43.0,8953,Sergi,4-2-3-1,4-2-3-1,Jon González,Match Report,,2023-2024,Leganes
2023-10-04,21:30,La Liga 2,Matchweek 9,Wed,Away,L,0,1,Burgos,60.0,8254,Sergi,4-4-1-1,4-4-2,Iván Caparrós,Match Report,,2023-2024,Leganes
2023-10-07,21:00,La Liga 2,Matchweek 10,Sat,Home,D,0,0,Oviedo,37.0,8249,Sergi,4-3-3,4-4-2,Rubén Ávalos,Match Report,,2023-2024,Leganes
2023-10-15,18:30,La Liga 2,Matchweek 11,Sun,Home,W,6,0,Amorebieta,45.0,7696,Sergi,4-4-2,4-4-2,Andrés Fuentes,Match Report,,2023-2024,Leganes
2023-10-20,21:00,La Liga 2,Matchweek 12,Fri,Away,W,1,0,Espanyol,40.0,20599,Sergi,5-3-2,4-4-2,Miguel Sesma,Match Report,,2023-2024,Leganes
2023-10-29,18:30,La Liga 2,Matchweek 13,Sun,Home,W,1,0,Villarreal B,47.0,7008,Sergi,5-3-2,4-4-2,Germán Cid Camacho,Match Report,,2023-2024,Leganes
2023-11-01,12:00,Copa del Rey,First round,Wed,Away,W,2,0,Llerenense,,1000,Allan Nyom,5-3-2,4-3-3,Oliver De La Fuente,Match Report,,2023-2024,Leganes
2023-11-05,18:30,La Liga 2,Matchweek 14,Sun,Away,W,3,0,Cartagena,50.0,6805,Sergi,5-4-1,5-4-1,Iosu Galech,Match Report,,2023-2024,Leganes
2023-11-10,20:30,La Liga 2,Matchweek 15,Fri,Home,W,2,1,Levante,41.0,8416,Sergi,5-3-2,4-2-3-1,Luis Milla,Match Report,,2023-2024,Leganes
2023-11-17,21:00,La Liga 2,Matchweek 16,Fri,Away,D,1,1,Valladolid,34.0,19914,Sergi,5-4-1,4-4-2,José López,Match Report,,2023-2024,Leganes
