Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2018-08-04,13:00,2. Bundesliga,Matchweek 1,Sat,Home,L,0,2,Köln,47,26600,Anthony Losilla,4-2-3-1,4-1-4-1,Felix Zwayer,Match Report,,2018-2019,Bochum
2018-08-11,13:00,2. Bundesliga,Matchweek 2,Sat,Away,W,2,0,MSV Duisburg,41,20541,Stefano Celozzi,4-2-3-1,4-4-2,Christian Dingert,Match Report,,2018-2019,Bochum
2018-08-19,15:30,DFB-Pokal,First round,Sun,Away,L,0,1,Weiche,76,3500,Stefano Celozzi,4-2-3-1,3-5-2,René Rohde,Match Report,,2018-2019,Bochum
2018-08-24,18:30,2. Bundesliga,Matchweek 3,Fri,Home,W,1,0,Sandhausen,59,13821,Stefano Celozzi,4-4-2,4-4-2,Patrick Alt,Match Report,,2018-2019,Bochum
2018-08-31,18:30,2. Bundesliga,Matchweek 4,Fri,Away,D,2,2,Paderborn 07,43,12518,Stefano Celozzi,4-2-3-1,4-4-2,Florian Badstübner,Match Report,,2018-2019,Bochum
2018-09-16,13:30,2. Bundesliga,Matchweek 5,Sun,Home,W,6,0,Ingolstadt 04,66,14341,Anthony Losilla,4-2-3-1,4-2-3-1,Robert Kempter,Match Report,,2018-2019,Bochum
2018-09-22,13:00,2. Bundesliga,Matchweek 6,Sat,Away,D,2,2,Holstein Kiel,44,8880,Anthony Losilla,4-2-3-1,4-2-3-1,Tobias Reichel,Match Report,,2018-2019,Bochum
2018-09-25,18:30,2. Bundesliga,Matchweek 7,Tue,Home,L,0,1,Dresden,63,15511,Anthony Losilla,4-2-3-1,3-4-3,Martin Petersen,Match Report,,2018-2019,Bochum
2018-09-29,13:00,2. Bundesliga,Matchweek 8,Sat,Away,L,2,3,Heidenheim,49,10600,Stefano Celozzi,4-4-2,4-4-2,René Rohde,Match Report,,2018-2019,Bochum
2018-10-05,18:30,2. Bundesliga,Matchweek 9,Fri,Home,W,1,0,Arminia,43,19231,Stefano Celozzi,4-5-1,3-5-2,Lasse Koslowski,Match Report,,2018-2019,Bochum
2018-10-21,13:30,2. Bundesliga,Matchweek 10,Sun,Away,D,0,0,Hamburger SV,43,51953,Stefano Celozzi,4-2-3-1,4-1-4-1,Christof Günsch,Match Report,,2018-2019,Bochum
2018-10-29,20:30,2. Bundesliga,Matchweek 11,Mon,Home,D,3,3,Jahn R'burg,63,12621,Stefano Celozzi,4-2-3-1,4-4-2,Martin Petersen,Match Report,,2018-2019,Bochum
2018-11-02,18:30,2. Bundesliga,Matchweek 12,Fri,Away,D,2,2,Greuther Fürth,53,8750,Anthony Losilla,4-2-3-1,4-4-1-1,Patrick Alt,Match Report,,2018-2019,Bochum
2018-11-12,20:30,2. Bundesliga,Matchweek 13,Mon,Home,W,1,0,Darmstadt 98,60,12022,Stefano Celozzi,4-2-3-1,4-2-3-1,Martin Thomsen,Match Report,,2018-2019,Bochum
2018-11-24,13:00,2. Bundesliga,Matchweek 14,Sat,Home,W,2,1,Erzgebirge Aue,70,17012,Stefano Celozzi,4-2-3-1,3-4-1-2,Robert Kampka,Match Report,,2018-2019,Bochum
2018-12-02,13:30,2. Bundesliga,Matchweek 15,Sun,Away,D,0,0,Magdeburg,61,22252,Stefano Celozzi,4-2-3-1,3-5-2,Robert Kempter,Match Report,,2018-2019,Bochum
2018-12-10,20:30,2. Bundesliga,Matchweek 16,Mon,Home,L,1,3,St. Pauli,66,22916,Stefano Celozzi,4-2-3-1,4-2-3-1,Benedikt Kempkes,Match Report,,2018-2019,Bochum
2018-12-15,13:00,2. Bundesliga,Matchweek 17,Sat,Away,L,0,2,Union Berlin,55,20728,Anthony Losilla,4-2-3-1,4-4-2,Matthias Jöllenbeck,Match Report,,2018-2019,Bochum
2018-12-21,18:30,2. Bundesliga,Matchweek 18,Fri,Away,W,3,2,Köln,43,50000,Anthony Losilla,4-2-3-1,3-1-4-2,Benjamin Cortus,Match Report,,2018-2019,Bochum
2019-01-29,18:30,2. Bundesliga,Matchweek 19,Tue,Home,W,2,1,MSV Duisburg,57,17810,Anthony Losilla,4-4-2,4-1-4-1,Daniel Schlager,Match Report,,2018-2019,Bochum
2019-02-03,13:30,2. Bundesliga,Matchweek 20,Sun,Away,L,0,3,Sandhausen,58,5524,Anthony Losilla,4-2-3-1,4-4-2,Robert Schröder,Match Report,,2018-2019,Bochum
2019-02-09,13:00,2. Bundesliga,Matchweek 21,Sat,Home,L,1,2,Paderborn 07,55,16033,Anthony Losilla,4-2-3-1,4-4-2,Robert Kempter,Match Report,,2018-2019,Bochum
2019-02-16,13:00,2. Bundesliga,Matchweek 22,Sat,Away,L,1,2,Ingolstadt 04,58,7464,Stefano Celozzi,4-2-3-1,4-3-3,Sven Jablonski,Match Report,,2018-2019,Bochum
2019-02-23,13:00,2. Bundesliga,Matchweek 23,Sat,Home,L,1,3,Holstein Kiel,51,13398,Tim Hoogland,3-4-1-2,4-3-1-2,Christof Günsch,Match Report,,2018-2019,Bochum
2019-03-03,13:30,2. Bundesliga,Matchweek 24,Sun,Away,D,2,2,Dresden,36,28153,Anthony Losilla,4-4-2,3-4-3,Michael Bacher,Match Report,,2018-2019,Bochum
2019-03-08,18:30,2. Bundesliga,Matchweek 25,Fri,Home,W,1,0,Heidenheim,63,13157,Anthony Losilla,4-4-2,4-1-4-1,René Rohde,Match Report,,2018-2019,Bochum
2019-03-17,13:30,2. Bundesliga,Matchweek 26,Sun,Away,L,1,3,Arminia,44,18192,Anthony Losilla,4-4-2,4-1-4-1,Pascal Müller,Match Report,,2018-2019,Bochum
2019-03-30,13:00,2. Bundesliga,Matchweek 27,Sat,Home,D,0,0,Hamburger SV,55,26600,Stefano Celozzi,4-2-3-1,4-2-3-1,Lasse Koslowski,Match Report,,2018-2019,Bochum
2019-04-05,18:30,2. Bundesliga,Matchweek 28,Fri,Away,L,1,2,Jahn R'burg,63,12363,Stefano Celozzi,4-2-3-1,4-4-2,Christof Günsch,Match Report,,2018-2019,Bochum
