Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-08-12,18:30,DFB-Pokal,First round,Sat,Away,W,1,0,Rot-Weiß Erfurt,,,79,8144,Eugen Polanski,3-1-4-2,5-4-1,Daniel Siebert,Match Report,,2017-2018,Hoffenheim
2017-08-15,20:45,Champions Lg,Play-off round,Tue,Home,L,1,2,eng Liverpool,,,63,25568,Kevin Vogt,3-4-3,4-3-3,Björn Kuipers,Match Report,Leg 1 of 2,2017-2018,Hoffenheim
2017-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,W,1,0,Werder Bremen,1.0,0.9,64,30150,Kevin Vogt,3-1-4-2,3-1-4-2,Guido Winkmann,Match Report,,2017-2018,Hoffenheim
2017-08-23,19:45,Champions Lg,Play-off round,Wed,Away,L,2,4,eng Liverpool,,,55,51808,Kevin Vogt,3-4-3,4-3-3,Daniele Orsato,Match Report,Leg 2 of 2; Liverpool won,2017-2018,Hoffenheim
2017-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,D,2,2,Leverkusen,0.9,2.2,40,27106,Kevin Vogt,4-3-3,3-4-3,Harm Osmers,Match Report,,2017-2018,Hoffenheim
2017-09-09,18:30,Bundesliga,Matchweek 3,Sat,Home,W,2,0,Bayern Munich,0.6,1.9,29,30150,Benjamin Hübner,3-1-4-2,4-2-3-1,Daniel Siebert,Match Report,,2017-2018,Hoffenheim
2017-09-14,19:00,Europa Lg,Group stage,Thu,Home,L,1,2,pt Braga,2.0,1.3,66,15714,Kevin Vogt,3-1-4-2,4-4-2,Bobby Madden,Match Report,,2017-2018,Hoffenheim
2017-09-17,13:30,Bundesliga,Matchweek 4,Sun,Home,D,1,1,Hertha BSC,0.5,0.6,59,27243,Kevin Vogt,3-4-3,4-2-3-1,Markus Schmidt,Match Report,,2017-2018,Hoffenheim
2017-09-20,20:30,Bundesliga,Matchweek 5,Wed,Away,W,3,2,Mainz 05,1.4,1.9,56,23477,Eugen Polanski,3-1-4-2,3-4-3,Manuel Gräfe,Match Report,,2017-2018,Hoffenheim
2017-09-23,15:30,Bundesliga,Matchweek 6,Sat,Home,W,2,0,Schalke 04,1.5,1.3,44,30150,Kevin Vogt,3-1-4-2,3-4-3,Sascha Stegemann,Match Report,,2017-2018,Hoffenheim
2017-09-28,22:05,Europa Lg,Group stage,Thu,Away,L,1,2,bg Ludogorets,0.9,1.1,55,6155,Eugen Polanski,3-4-3,4-3-3,Paweł Raczkowski,Match Report,,2017-2018,Hoffenheim
2017-10-01,13:30,Bundesliga,Matchweek 7,Sun,Away,L,2,3,Freiburg,0.8,1.2,56,24000,Kevin Vogt,4-3-3,3-4-3,Daniel Siebert,Match Report,,2017-2018,Hoffenheim
2017-10-14,15:30,Bundesliga,Matchweek 8,Sat,Home,D,2,2,Augsburg,1.8,0.9,54,27014,Kevin Vogt,3-5-2,3-4-3,Manuel Gräfe,Match Report,,2017-2018,Hoffenheim
2017-10-19,21:05,Europa Lg,Group stage,Thu,Home,W,3,1,tr Başakşehir,0.9,0.5,55,21167,Kevin Vogt,3-1-4-2,4-4-2,Aleksey Eskov,Match Report,,2017-2018,Hoffenheim
2017-10-22,18:00,Bundesliga,Matchweek 9,Sun,Away,D,1,1,Wolfsburg,2.1,1.6,47,23514,Kevin Vogt,4-1-4-1,4-2-3-1,Felix Zwayer,Match Report,,2017-2018,Hoffenheim
