Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2021-08-14,19:30,La Liga 2,Matchweek 1,Sat,Home,W,2,0,Amorebieta,54,1817,Cristhian Stuani,4-3-3,5-3-2,David Gálvez,Match Report,,2021-2022,Girona
2021-08-22,19:30,La Liga 2,Matchweek 2,Sun,Home,D,0,0,Las Palmas,52,2163,Cristhian Stuani,4-3-3,5-3-2,Luis Milla,Match Report,,2021-2022,Girona
2021-08-28,22:00,La Liga 2,Matchweek 3,Sat,Away,L,1,2,Ponferradina,63,3397,Cristhian Stuani,4-2-3-1,4-4-2,Juan Pulido,Match Report,,2021-2022,Girona
2021-09-03,21:00,La Liga 2,Matchweek 4,Fri,Home,L,1,2,Sporting Gijón,64,2141,Cristhian Stuani,4-3-3,4-4-2,Daniel Trujillo,Match Report,,2021-2022,Girona
2021-09-12,21:30,La Liga 2,Matchweek 5,Sun,Away,L,0,2,Málaga,58,11108,Juanpe,4-3-3,4-4-2,José López,Match Report,,2021-2022,Girona
2021-09-18,20:30,La Liga 2,Matchweek 6,Sat,Home,W,1,0,Valladolid,49,3534,Juanpe,4-3-3,3-5-2,Jon González,Match Report,,2021-2022,Girona
2021-09-26,18:15,La Liga 2,Matchweek 7,Sun,Away,D,0,0,Oviedo,62,9163,Juanpe,4-3-3,4-4-2,David Gálvez,Match Report,,2021-2022,Girona
2021-10-04,21:00,La Liga 2,Matchweek 8,Mon,Home,L,1,2,Almería,50,4904,Cristhian Stuani,4-3-3,4-3-3,Juan Pulido,Match Report,,2021-2022,Girona
2021-10-09,16:00,La Liga 2,Matchweek 9,Sat,Away,L,0,1,Lugo,57,2685,Cristhian Stuani,4-2-3-1,4-1-4-1,Aitor Gorostegui,Match Report,,2021-2022,Girona
2021-10-16,16:00,La Liga 2,Matchweek 10,Sat,Home,L,1,3,Huesca,56,6101,Juanpe,3-4-3,3-4-1-2,Álvaro Moreno,Match Report,,2021-2022,Girona
2021-10-21,21:00,La Liga 2,Matchweek 11,Thu,Away,W,2,1,CD Mirandés,39,2307,Juanpe,5-3-2,4-2-3-1,Alejandro Quintero,Match Report,,2021-2022,Girona
2021-10-25,21:00,La Liga 2,Matchweek 12,Mon,Home,D,1,1,Zaragoza,48,5162,Juanpe,5-3-2,4-3-3,Raúl González,Match Report,,2021-2022,Girona
