Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-08-20,19:00,La Liga 2,Matchweek 1,Sun,Away,W,3,2,Oviedo,49.0,12531,Roberto Trashorras,4-1-4-1,4-4-2,Adrián Cordero,Match Report,,2017-2018,Rayo Vallecano
2017-08-26,20:30,La Liga 2,Matchweek 2,Sat,Home,D,2,2,Numancia,64.0,7250,Roberto Trashorras,4-2-3-1,4-4-2,Jorge Figueroa,Match Report,,2017-2018,Rayo Vallecano
2017-09-02,18:00,La Liga 2,Matchweek 3,Sat,Away,D,0,0,Lorca FC,58.0,5820,Roberto Trashorras,4-1-4-1,4-2-3-1,Saúl Ais,Match Report,,2017-2018,Rayo Vallecano
2017-09-06,22:00,Copa del Rey,Second round,Wed,Home,L,0,3,Tenerife,,7286,,,,Eduardo Prieto,Match Report,,2017-2018,Rayo Vallecano
2017-09-10,20:30,La Liga 2,Matchweek 4,Sun,Home,L,0,3,Osasuna,67.0,8043,Roberto Trashorras,4-1-4-1,4-4-2,Jorge Valdés Aller,Match Report,,2017-2018,Rayo Vallecano
2017-09-16,18:00,La Liga 2,Matchweek 5,Sat,Away,D,0,0,Sevilla B,55.0,2171,Roberto Trashorras,4-1-4-1,4-2-3-1,Daniel Ocón,Match Report,,2017-2018,Rayo Vallecano
2017-09-24,16:00,La Liga 2,Matchweek 6,Sun,Home,W,3,1,Leonesa,43.0,9795,Adri Embarba,4-1-4-1,3-4-3,Víctor Areces,Match Report,,2017-2018,Rayo Vallecano
2017-10-01,16:00,La Liga 2,Matchweek 7,Sun,Away,L,1,2,Huesca,51.0,3328,Adri Embarba,4-1-4-1,4-2-3-1,Dámaso Arcediano,Match Report,,2017-2018,Rayo Vallecano
2017-10-08,16:00,La Liga 2,Matchweek 8,Sun,Home,W,4,1,Valladolid,36.0,9116,Alberto García,4-3-3,4-2-3-1,Luis Milla,Match Report,,2017-2018,Rayo Vallecano
2017-10-12,21:00,La Liga 2,Matchweek 9,Thu,Home,W,1,0,Almería,62.0,8615,Alberto García,4-1-4-1,4-2-3-1,Juan Pulido,Match Report,,2017-2018,Rayo Vallecano
2017-10-15,12:00,La Liga 2,Matchweek 10,Sun,Away,W,2,0,Reus,45.0,2720,Antonio Amaya,4-3-3,4-1-4-1,Jorge Valdés Aller,Match Report,,2017-2018,Rayo Vallecano
2017-10-22,18:00,La Liga 2,Matchweek 11,Sun,Home,D,1,1,Sporting Gijón,60.0,10473,Alberto García,4-3-1-2,4-2-3-1,José López,Match Report,,2017-2018,Rayo Vallecano
2017-10-28,18:00,La Liga 2,Matchweek 12,Sat,Away,D,0,0,Cádiz,61.0,13684,Alberto García,4-3-1-2,4-2-3-1,Iñaki Bikandi,Match Report,,2017-2018,Rayo Vallecano
2017-11-04,16:00,La Liga 2,Matchweek 13,Sat,Home,D,1,1,Albacete,71.0,8523,Alberto García,4-2-3-1,3-4-3,Rubén Eiriz,Match Report,,2017-2018,Rayo Vallecano
2017-11-11,18:00,La Liga 2,Matchweek 14,Sat,Away,L,2,3,Zaragoza,57.0,17729,Alberto García,4-3-1-2,4-2-3-1,Víctor Areces,Match Report,,2017-2018,Rayo Vallecano
2017-11-19,16:00,La Liga 2,Matchweek 15,Sun,Home,W,1,0,Barcelona B,49.0,9016,Alberto García,4-3-3,4-3-3,Saúl Ais,Match Report,,2017-2018,Rayo Vallecano
2017-11-24,20:00,La Liga 2,Matchweek 16,Fri,Away,D,2,2,Tenerife,42.0,11040,Alberto García,4-3-3,4-2-3-1,Oliver De La Fuente,Match Report,,2017-2018,Rayo Vallecano
2017-12-02,18:00,La Liga 2,Matchweek 17,Sat,Home,W,1,0,Granada,59.0,8162,Alberto García,4-1-4-1,4-2-3-1,Santiago Varón,Match Report,,2017-2018,Rayo Vallecano
2017-12-10,12:00,La Liga 2,Matchweek 18,Sun,Away,D,2,2,Córdoba,54.0,7297,Alberto García,4-1-4-1,4-1-4-1,Juan Pulido,Match Report,,2017-2018,Rayo Vallecano
2017-12-17,20:00,La Liga 2,Matchweek 19,Sun,Home,W,2,1,Alcorcón,59.0,8208,Alberto García,4-4-2,4-4-2,Jorge Figueroa,Match Report,,2017-2018,Rayo Vallecano
2017-12-22,20:00,La Liga 2,Matchweek 20,Fri,Away,W,2,1,Lugo,45.0,4095,Alberto García,4-3-1-2,4-2-3-1,Eduardo Prieto,Match Report,,2017-2018,Rayo Vallecano
2018-01-06,18:00,La Liga 2,Matchweek 21,Sat,Home,L,2,3,Gimnàstic,65.0,6416,Alberto García,4-3-1-2,4-2-3-1,Adrián Cordero,Match Report,,2017-2018,Rayo Vallecano
2018-01-12,21:00,La Liga 2,Matchweek 22,Fri,Home,D,2,2,Oviedo,55.0,9057,Alberto García,4-2-3-1,5-4-1,David Pérez,Match Report,,2017-2018,Rayo Vallecano
2018-01-21,18:00,La Liga 2,Matchweek 23,Sun,Away,D,0,0,Numancia,53.0,3961,Alberto García,4-1-4-1,4-4-2,Luis Milla,Match Report,,2017-2018,Rayo Vallecano
2018-01-27,18:00,La Liga 2,Matchweek 24,Sat,Home,W,5,1,Lorca FC,68.0,7994,Antonio Amaya,4-2-3-1,4-2-3-1,Aitor Gorostegui,Match Report,,2017-2018,Rayo Vallecano
2018-02-02,21:00,La Liga 2,Matchweek 25,Fri,Away,D,1,1,Osasuna,52.0,11185,Antonio Amaya,4-4-2◆,3-4-3,Guillermo Cuadra,Match Report,,2017-2018,Rayo Vallecano
2018-02-11,18:00,La Liga 2,Matchweek 26,Sun,Home,W,2,0,Sevilla B,60.0,8352,Antonio Amaya,4-3-1-2,4-4-2,Dámaso Arcediano,Match Report,,2017-2018,Rayo Vallecano
2018-02-18,18:00,La Liga 2,Matchweek 27,Sun,Away,W,3,2,Leonesa,45.0,7625,Antonio Amaya,4-1-3-2,4-3-3,Jorge Figueroa,Match Report,,2017-2018,Rayo Vallecano
2018-02-24,18:00,La Liga 2,Matchweek 28,Sat,Home,W,3,0,Huesca,47.0,12014,Alberto García,4-3-1-2,5-3-2,Juan Pulido,Match Report,,2017-2018,Rayo Vallecano
2018-03-04,18:00,La Liga 2,Matchweek 29,Sun,Away,D,1,1,Valladolid,44.0,10221,Alberto García,4-3-1-2,4-2-3-1,Isidro Díaz de Mera,Match Report,,2017-2018,Rayo Vallecano
2018-03-10,18:00,La Liga 2,Matchweek 30,Sat,Away,W,1,0,Almería,55.0,7130,Alberto García,4-1-4-1,4-4-2,David Pérez,Match Report,,2017-2018,Rayo Vallecano
2018-03-18,16:00,La Liga 2,Matchweek 31,Sun,Home,W,3,2,Reus,53.0,8716,Alberto García,4-3-1-2,4-2-3-1,Luis Milla,Match Report,,2017-2018,Rayo Vallecano
2018-03-24,20:45,La Liga 2,Matchweek 32,Sat,Away,L,0,1,Sporting Gijón,58.0,21705,Alberto García,4-2-3-1,4-4-2,Rubén Eiriz,Match Report,,2017-2018,Rayo Vallecano
