Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2022-07-17,13:30,2. Bundesliga,Matchweek 1,Sun,Away,W,1,0,Hansa Rostock,57,24200,Patrick Mainka,4-2-3-1,3-4-1-2,Daniel Siebert,Match Report,,2022-2023,Heidenheim
2022-07-23,13:00,2. Bundesliga,Matchweek 2,Sat,Home,W,3,0,BTSV,50,7088,Patrick Mainka,4-3-3,3-4-1-2,Deniz Aytekin,Match Report,,2022-2023,Heidenheim
2022-07-30,15:30,DFB-Pokal,Round of 64,Sat,Away,W,2,0,FV Illertissen,64,3500,Patrick Mainka,4-4-2◆,4-4-2,Marco Fritz,Match Report,,2022-2023,Heidenheim
2022-08-06,13:00,2. Bundesliga,Matchweek 3,Sat,Away,L,0,1,Hamburger SV,51,43094,Patrick Mainka,4-2-3-1,4-3-3,Robert Hartmann,Match Report,,2022-2023,Heidenheim
2022-08-12,18:30,2. Bundesliga,Matchweek 4,Fri,Away,W,3,0,Nürnberg,52,27155,Patrick Mainka,4-2-3-1,4-4-2,Florian Lechner,Match Report,,2022-2023,Heidenheim
2022-08-21,13:30,2. Bundesliga,Matchweek 5,Sun,Home,D,1,1,Arminia,66,8395,Patrick Mainka,4-1-4-1,4-2-3-1,Nicolas Winter,Match Report,,2022-2023,Heidenheim
2022-08-27,13:00,2. Bundesliga,Matchweek 6,Sat,Away,D,2,2,Darmstadt 98,46,13280,Patrick Mainka,4-1-4-1,3-4-1-2,Aarne Aarnink,Match Report,,2022-2023,Heidenheim
2022-09-02,18:30,2. Bundesliga,Matchweek 7,Fri,Home,W,2,1,Düsseldorf,40,9468,Patrick Mainka,4-2-3-1,4-2-3-1,Robert Kampka,Match Report,,2022-2023,Heidenheim
2022-09-10,13:00,2. Bundesliga,Matchweek 8,Sat,Away,D,0,0,Karlsruher,48,17776,Patrick Mainka,4-1-4-1,4-4-2,Florian Exner,Match Report,,2022-2023,Heidenheim
2022-09-18,13:30,2. Bundesliga,Matchweek 9,Sun,Home,D,2,2,Kaiserslautern,66,11189,Patrick Mainka,4-1-4-1,4-2-3-1,Tobias Reichel,Match Report,,2022-2023,Heidenheim
