Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2021-04-01,20:00,La Liga 2,Matchweek 32,Thu,Home,W,6,1,Lugo,56.0,,Álvaro Lemos,4-2-3-1,4-2-3-1,Gorka Sagues,Match Report,,2020-2021,Las Palmas
2021-04-04,19:30,La Liga 2,Matchweek 33,Sun,Home,D,1,1,Mallorca,58.0,,Álvaro Lemos,4-2-3-1,4-4-2,Jon González,Match Report,,2020-2021,Las Palmas
2021-04-10,16:00,La Liga 2,Matchweek 34,Sat,Away,D,0,0,Oviedo,54.0,,Álvaro Lemos,4-2-3-1,4-4-2,Francisco Hernández,Match Report,,2020-2021,Las Palmas
2021-04-17,17:15,La Liga 2,Matchweek 35,Sat,Home,D,1,1,Málaga,68.0,,Álvaro Lemos,4-2-3-1,4-1-4-1,Aitor Gorostegui,Match Report,,2020-2021,Las Palmas
2021-04-24,18:15,La Liga 2,Matchweek 36,Sat,Away,L,0,4,Espanyol,49.0,,Álvaro Lemos,4-2-3-1,4-4-2,Álvaro Moreno,Match Report,,2020-2021,Las Palmas
2021-05-02,19:30,La Liga 2,Matchweek 37,Sun,Home,W,2,0,Ponferradina,49.0,,Maikel Mesa,4-4-2,4-4-2,Iñaki Bikandi,Match Report,,2020-2021,Las Palmas
2021-05-08,20:30,La Liga 2,Matchweek 38,Sat,Away,D,0,0,Alcorcón,42.0,,Sergio Araujo,4-4-2,4-2-3-1,Javier Villanueva,Match Report,,2020-2021,Las Palmas
2021-05-15,20:00,La Liga 2,Matchweek 39,Sat,Home,L,0,2,Zaragoza,66.0,,Sergio Araujo,4-4-2,4-4-2,David Gálvez,Match Report,,2020-2021,Las Palmas
2021-05-20,19:00,La Liga 2,Matchweek 40,Thu,Away,L,0,1,Sporting Gijón,52.0,,Sergio Araujo,4-4-2,4-2-3-1,Francisco Hernández,Match Report,,2020-2021,Las Palmas
2021-05-24,20:00,La Liga 2,Matchweek 41,Mon,Home,W,3,2,Albacete,50.0,,Aythami Artiles,4-1-4-1,4-4-2,Luis Milla,Match Report,,2020-2021,Las Palmas
2021-05-30,21:00,La Liga 2,Matchweek 42,Sun,Away,W,1,0,UD Logroñés,54.0,,Álvaro Lemos,4-4-1-1,4-2-3-1,Dámaso Arcediano,Match Report,,2020-2021,Las Palmas
