Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-07-30,15:30,2. Bundesliga,Matchweek 1,Sun,Home,D,2,2,Sandhausen,61.0,9513,Rafael Czichos,4-1-4-1,4-4-2,Benjamin Cortus,Match Report,,2017-2018,Holstein Kiel
2017-08-04,18:30,2. Bundesliga,Matchweek 2,Fri,Away,L,3,4,Union Berlin,46.0,21242,Rafael Czichos,4-1-4-1,4-2-3-1,Frank Willenborg,Match Report,,2017-2018,Holstein Kiel
2017-08-11,20:45,DFB-Pokal,First round,Fri,Home,W,2,1,BTSV,62.0,10052,Rafael Czichos,4-1-4-1,3-4-3,Guido Winkmann,Match Report,,2017-2018,Holstein Kiel
2017-08-20,13:30,2. Bundesliga,Matchweek 3,Sun,Home,W,3,1,Greuther Fürth,50.0,8535,Rafael Czichos,4-1-4-1,4-2-3-1,Markus Schmidt,Match Report,,2017-2018,Holstein Kiel
2017-08-26,13:00,2. Bundesliga,Matchweek 4,Sat,Away,W,2,1,Jahn R'burg,48.0,8600,Rafael Czichos,4-1-4-1,4-4-2,Patrick Alt,Match Report,,2017-2018,Holstein Kiel
2017-09-09,13:00,2. Bundesliga,Matchweek 5,Sat,Home,W,2,1,Kaiserslautern,60.0,10318,Rafael Czichos,4-1-4-1,4-4-2,Alexander Sather,Match Report,,2017-2018,Holstein Kiel
2017-09-15,18:30,2. Bundesliga,Matchweek 6,Fri,Away,W,3,0,Erzgebirge Aue,39.0,9000,Rafael Czichos,4-1-4-1,3-4-3,Tobias Stieler,Match Report,,2017-2018,Holstein Kiel
2017-09-19,18:30,2. Bundesliga,Matchweek 7,Tue,Home,L,0,1,St. Pauli,59.0,11935,Rafael Czichos,4-1-4-1,4-2-3-1,Harm Osmers,Match Report,,2017-2018,Holstein Kiel
2017-09-22,18:30,2. Bundesliga,Matchweek 8,Fri,Away,W,3,1,MSV Duisburg,51.0,13578,Rafael Czichos,4-1-4-1,4-4-2,Benjamin Cortus,Match Report,,2017-2018,Holstein Kiel
2017-09-30,13:00,2. Bundesliga,Matchweek 9,Sat,Home,W,3,0,Bochum,61.0,10201,Rafael Czichos,4-1-4-1,4-2-3-1,Patrick Alt,Match Report,,2017-2018,Holstein Kiel
2017-10-15,13:30,2. Bundesliga,Matchweek 10,Sun,Away,W,5,3,Heidenheim,59.0,10300,Rafael Czichos,4-1-4-1,4-2-3-1,Felix Zwayer,Match Report,,2017-2018,Holstein Kiel
2017-10-21,13:00,2. Bundesliga,Matchweek 11,Sat,Home,W,2,1,Arminia,41.0,11224,Rafael Czichos,4-1-4-1,4-4-2,Tobias Reichel,Match Report,,2017-2018,Holstein Kiel
2017-10-24,20:45,DFB-Pokal,Second round,Tue,Away,L,2,3,Mainz 05,47.0,10441,Rafael Czichos,4-1-4-1,4-2-3-1,Daniel Schlager,Match Report,Required Extra Time,2017-2018,Holstein Kiel
2017-10-28,13:00,2. Bundesliga,Matchweek 12,Sat,Away,D,1,1,Darmstadt 98,67.0,15500,Rafael Czichos,4-1-4-1,4-2-3-1,Benjamin Brand,Match Report,,2017-2018,Holstein Kiel
2017-11-05,13:30,2. Bundesliga,Matchweek 13,Sun,Home,W,3,0,Dresden,44.0,10487,Rafael Czichos,4-1-4-1,4-3-3,René Rohde,Match Report,,2017-2018,Holstein Kiel
2017-11-18,13:00,2. Bundesliga,Matchweek 14,Sat,Away,D,2,2,Nürnberg,51.0,27274,Rafael Czichos,4-1-4-1,4-1-4-1,Daniel Siebert,Match Report,,2017-2018,Holstein Kiel
2017-11-25,13:00,2. Bundesliga,Matchweek 15,Sat,Home,D,0,0,Ingolstadt 04,44.0,9701,Rafael Czichos,4-1-4-1,4-3-3,Harm Osmers,Match Report,,2017-2018,Holstein Kiel
2017-12-02,13:00,2. Bundesliga,Matchweek 16,Sat,Home,D,2,2,Düsseldorf,60.0,11748,Rafael Czichos,4-1-4-1,4-2-3-1,Martin Petersen,Match Report,,2017-2018,Holstein Kiel
2017-12-08,18:30,2. Bundesliga,Matchweek 17,Fri,Away,D,0,0,BTSV,65.0,21075,Rafael Czichos,4-1-4-1,4-2-3-1,Benedikt Kempkes,Match Report,,2017-2018,Holstein Kiel
2017-12-17,13:30,2. Bundesliga,Matchweek 18,Sun,Away,L,1,3,Sandhausen,60.0,4829,Rafael Czichos,4-1-4-1,3-1-4-2,Thorben Siewer,Match Report,,2017-2018,Holstein Kiel
2018-01-23,20:30,2. Bundesliga,Matchweek 19,Tue,Home,D,2,2,Union Berlin,40.0,11503,Patrick Herrmann,4-1-4-1,4-2-3-1,Aarne Aarnink,Match Report,,2017-2018,Holstein Kiel
2018-01-27,13:00,2. Bundesliga,Matchweek 20,Sat,Away,D,0,0,Greuther Fürth,53.0,7755,Rafael Czichos,4-1-4-1,4-2-3-1,Robert Kempter,Match Report,,2017-2018,Holstein Kiel
2018-02-03,13:00,2. Bundesliga,Matchweek 21,Sat,Home,D,1,1,Jahn R'burg,47.0,9506,Dominik Schmidt,4-1-4-1,4-4-2,Martin Thomsen,Match Report,,2017-2018,Holstein Kiel
2018-02-09,18:30,2. Bundesliga,Matchweek 22,Fri,Away,L,1,3,Kaiserslautern,57.0,20664,Rafael Czichos,4-1-4-1,4-4-2,Guido Winkmann,Match Report,,2017-2018,Holstein Kiel
2018-02-17,13:00,2. Bundesliga,Matchweek 23,Sat,Home,D,2,2,Erzgebirge Aue,62.0,9702,Rafael Czichos,4-1-4-1,3-4-3,Daniel Schlager,Match Report,,2017-2018,Holstein Kiel
2018-02-25,13:30,2. Bundesliga,Matchweek 24,Sun,Away,L,2,3,St. Pauli,61.0,29546,Rafael Czichos,4-1-4-1,4-4-2,Felix Brych,Match Report,,2017-2018,Holstein Kiel
2018-03-03,13:00,2. Bundesliga,Matchweek 25,Sat,Home,W,5,0,MSV Duisburg,54.0,10143,Rafael Czichos,4-1-4-1,4-4-2,Bastian Dankert,Match Report,,2017-2018,Holstein Kiel
2018-03-10,13:00,2. Bundesliga,Matchweek 26,Sat,Away,D,1,1,Bochum,62.0,14939,Dominik Schmidt,4-1-4-1,4-2-3-1,Florian Badstübner,Match Report,,2017-2018,Holstein Kiel
2018-03-16,18:30,2. Bundesliga,Matchweek 27,Fri,Home,W,2,1,Heidenheim,52.0,10278,Rafael Czichos,4-1-4-1,4-2-3-1,Christof Günsch,Match Report,,2017-2018,Holstein Kiel
2018-04-01,13:30,2. Bundesliga,Matchweek 28,Sun,Away,D,1,1,Arminia,52.0,20150,Rafael Czichos,4-1-4-1,4-1-4-1,Benedikt Kempkes,Match Report,,2017-2018,Holstein Kiel
2018-04-07,13:00,2. Bundesliga,Matchweek 29,Sat,Home,D,0,0,Darmstadt 98,61.0,10483,Dominik Schmidt,4-1-4-1,4-2-3-1,René Rohde,Match Report,,2017-2018,Holstein Kiel
2018-04-14,13:00,2. Bundesliga,Matchweek 30,Sat,Away,W,4,0,Dresden,38.0,29035,Rafael Czichos,4-1-4-1,4-3-3,Felix Zwayer,Match Report,,2017-2018,Holstein Kiel
2018-04-23,20:30,2. Bundesliga,Matchweek 31,Mon,Home,L,1,3,Nürnberg,59.0,11874,Rafael Czichos,4-1-4-1,4-1-4-1,Harm Osmers,Match Report,,2017-2018,Holstein Kiel
2018-04-29,13:30,2. Bundesliga,Matchweek 32,Sun,Away,W,5,1,Ingolstadt 04,44.0,9649,Rafael Czichos,4-1-4-1,4-3-3,Bibiana Steinhaus,Match Report,,2017-2018,Holstein Kiel
2018-05-06,15:30,2. Bundesliga,Matchweek 33,Sun,Away,D,1,1,Düsseldorf,59.0,50000,Rafael Czichos,4-1-4-1,4-2-3-1,Patrick Ittrich,Match Report,,2017-2018,Holstein Kiel
2018-05-13,15:30,2. Bundesliga,Matchweek 34,Sun,Home,W,6,2,BTSV,62.0,11760,Rafael Czichos,4-1-4-1,4-2-3-1,Tobias Welz,Match Report,,2017-2018,Holstein Kiel
2018-05-17,20:30,Rel/Pro play-offs,German 1/2 Relegation/Promotion play-offs,Thu,Away,L,1,3,Wolfsburg,,28800,,,,,Match Report,Leg 1 of 2,2017-2018,Holstein Kiel
2018-05-21,20:30,Rel/Pro play-offs,German 1/2 Relegation/Promotion play-offs,Mon,Home,L,0,1,Wolfsburg,,12000,,,,,Match Report,Leg 2 of 2; Wolfsburg won,2017-2018,Holstein Kiel
