Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2023-07-29,13:00,2. Bundesliga,Matchweek 1,Sat,Away,W,2,1,Kaiserslautern,50,44079,Jackson Irvine,3-4-3,3-4-3,Robert Schröder,Match Report,,2023-2024,St. Pauli
2023-08-05,13:00,2. Bundesliga,Matchweek 2,Sat,Home,D,0,0,Düsseldorf,54,29546,Jackson Irvine,3-4-3,4-2-3-1,Daniel Schlager,Match Report,,2023-2024,St. Pauli
2023-08-12,15:30,DFB-Pokal,Round of 64,Sat,Away,W,5,0,SV Atlas,69,4999,Jackson Irvine,4-3-3,4-2-3-1,Patrick Schwengers,Match Report,,2023-2024,St. Pauli
2023-08-19,13:00,2. Bundesliga,Matchweek 3,Sat,Away,D,0,0,Greuther Fürth,58,12207,Jackson Irvine,3-4-3,3-4-1-2,Tom Bauer,Match Report,,2023-2024,St. Pauli
2023-08-27,13:30,2. Bundesliga,Matchweek 4,Sun,Home,D,0,0,Magdeburg,43,29546,Jackson Irvine,3-4-3,3-4-3,Sven Jablonski,Match Report,,2023-2024,St. Pauli
2023-09-01,18:30,2. Bundesliga,Matchweek 5,Fri,Away,D,1,1,BTSV,63,21290,Jackson Irvine,4-3-3,3-4-3,Florian Lechner,Match Report,,2023-2024,St. Pauli
2023-09-17,13:30,2. Bundesliga,Matchweek 6,Sun,Home,W,5,1,Holstein Kiel,53,29546,Marcel Hartel,3-4-3,3-5-2,Bastian Dankert,Match Report,,2023-2024,St. Pauli
2023-09-23,20:30,2. Bundesliga,Matchweek 7,Sat,Home,W,3,1,Schalke 04,52,29546,Marcel Hartel,3-4-3,4-4-2,Frank Willenborg,Match Report,,2023-2024,St. Pauli
2023-09-30,20:30,2. Bundesliga,Matchweek 8,Sat,Away,W,2,1,Hertha BSC,52,66113,Marcel Hartel,3-4-3,4-2-3-1,Deniz Aytekin,Match Report,,2023-2024,St. Pauli
2023-10-07,20:30,2. Bundesliga,Matchweek 9,Sat,Home,W,5,1,Nürnberg,67,29546,Jackson Irvine,3-4-3,4-3-3,Matthias Jöllenbeck,Match Report,,2023-2024,St. Pauli
2023-10-21,13:00,2. Bundesliga,Matchweek 10,Sat,Away,D,2,2,Paderborn 07,52,15000,Jackson Irvine,3-4-3,3-4-3,Martin Petersen,Match Report,,2023-2024,St. Pauli
2023-10-28,13:00,2. Bundesliga,Matchweek 11,Sat,Home,W,2,1,Karlsruher,60,29125,Jackson Irvine,3-4-3,4-3-1-2,Max Burda,Match Report,,2023-2024,St. Pauli
2023-10-31,18:00,DFB-Pokal,Round of 32,Tue,Home,W,2,1,Schalke 04,66,28589,Jackson Irvine,3-4-3,3-4-1-2,Bastian Dankert,Match Report,Required Extra Time,2023-2024,St. Pauli
2023-11-03,18:30,2. Bundesliga,Matchweek 12,Fri,Away,W,2,0,Elversberg,52,10150,Jackson Irvine,3-4-3,4-4-2,Alexander Sather,Match Report,,2023-2024,St. Pauli
2023-11-10,18:30,2. Bundesliga,Matchweek 13,Fri,Home,D,0,0,Hannover 96,56,29546,Marcel Hartel,3-4-3,4-3-1-2,Richard Hempel,Match Report,,2023-2024,St. Pauli
2023-11-25,13:00,2. Bundesliga,Matchweek 14,Sat,Away,W,3,2,Hansa Rostock,62,27100,Jackson Irvine,3-4-3,4-2-2-2,Robin Braun,Match Report,,2023-2024,St. Pauli
2023-12-01,18:30,2. Bundesliga,Matchweek 15,Fri,Home,D,2,2,Hamburger SV,60,29153,Jackson Irvine,3-4-3,4-4-2,Felix Zwayer,Match Report,,2023-2024,St. Pauli
2023-12-05,20:45,DFB-Pokal,Round of 16,Tue,Away,W,4,1,Homburg,71,12232,Jackson Irvine,3-4-3,5-4-1,Martin Petersen,Match Report,,2023-2024,St. Pauli
2023-12-09,20:30,2. Bundesliga,Matchweek 16,Sat,Away,D,1,1,Osnabrück,54,15741,Jackson Irvine,3-4-3,5-4-1,Patrick Schwengers,Match Report,,2023-2024,St. Pauli
2023-12-17,13:30,2. Bundesliga,Matchweek 17,Sun,Home,D,1,1,Wehen,71,29332,Jackson Irvine,3-4-3,3-4-3,Timo Gerach,Match Report,,2023-2024,St. Pauli
2024-01-20,13:00,2. Bundesliga,Matchweek 18,Sat,Home,W,2,0,Kaiserslautern,57,29546,Marcel Hartel,4-3-3,3-4-3,Tobias Welz,Match Report,,2023-2024,St. Pauli
2024-01-27,20:30,2. Bundesliga,Matchweek 19,Sat,Away,W,2,1,Düsseldorf,46,52000,Marcel Hartel,3-4-3,4-5-1,Frank Willenborg,Match Report,,2023-2024,St. Pauli
2024-01-30,20:45,DFB-Pokal,Quarter-finals,Tue,Home,D,2 (3),2 (4),Düsseldorf,57,29564,Marcel Hartel,3-4-3,4-3-3,Sascha Stegemann,Match Report,Düsseldorf won on penalty kicks following extra time,2023-2024,St. Pauli
