Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2022-07-30,15:00,League One,Matchweek 1,Sat,Home,D,1,1,Bolton,57.0,26688,Sam Morsy,3-4-3,4-3-3,Samuel Barrott,Match Report,,2022-2023,Ipswich Town
2022-08-06,15:00,League One,Matchweek 2,Sat,Away,W,2,1,FG Rovers,61.0,4015,Sam Morsy,3-4-3,3-5-2,Craig Hicks,Match Report,,2022-2023,Ipswich Town
2022-08-09,19:45,EFL Cup,First round,Tue,Home,L,0,1,Colchester Utd,78.0,11654,Sone Aluko,3-4-3,4-2-3-1,Sam Purkiss,Match Report,,2022-2023,Ipswich Town
2022-08-13,15:00,League One,Matchweek 3,Sat,Home,W,3,0,MK Dons,63.0,23043,Sam Morsy,3-4-3,4-2-3-1,Carl Brook,Match Report,,2022-2023,Ipswich Town
2022-08-16,19:45,League One,Matchweek 4,Tue,Away,W,1,0,Burton Albion,59.0,3562,Sam Morsy,4-2-3-1,4-2-3-1,Ben Toner,Match Report,,2022-2023,Ipswich Town
2022-08-20,15:00,League One,Matchweek 5,Sat,Away,W,3,0,Shrewsbury,67.0,6556,Sam Morsy,3-4-3,3-4-3,Will Finnie,Match Report,,2022-2023,Ipswich Town
2022-08-27,15:00,League One,Matchweek 6,Sat,Home,D,2,2,Barnsley,67.0,25001,Sam Morsy,3-4-3,3-4-1-2,Steve Martin,Match Report,,2022-2023,Ipswich Town
2022-09-03,15:00,League One,Matchweek 7,Sat,Away,W,2,0,Acc'ton Stanley,65.0,3069,Sam Morsy,3-4-3,4-1-4-1,Anthony Backhouse,Match Report,,2022-2023,Ipswich Town
2022-09-13,19:45,League One,Matchweek 9,Tue,Home,W,2,0,Bristol Rovers,64.0,22209,Sam Morsy,3-4-3,4-3-3,Alan Young,Match Report,,2022-2023,Ipswich Town
2022-09-17,15:00,League One,Matchweek 10,Sat,Away,D,2,2,Sheffield Weds,47.0,26281,Sam Morsy,3-4-3,3-4-3,Peter Wright,Match Report,,2022-2023,Ipswich Town
2022-09-25,12:30,League One,Matchweek 11,Sun,Away,L,1,2,Plymouth Argyle,51.0,15480,Sam Morsy,3-4-3,3-4-3,Scott Oldham,Match Report,,2022-2023,Ipswich Town
2022-10-01,15:00,League One,Matchweek 12,Sat,Home,W,3,2,Portsmouth,62.0,28434,Sam Morsy,3-4-3,4-4-2,Charles Breakspear,Match Report,,2022-2023,Ipswich Town
2022-10-04,19:45,League One,Matchweek 8,Tue,Home,W,3,0,Cambridge Utd,68.0,26414,Sam Morsy,3-4-3,4-2-3-1,Rob Lewis,Match Report,,2022-2023,Ipswich Town
2022-10-08,15:00,League One,Matchweek 14,Sat,Away,W,2,1,Morecambe,69.0,4776,Sam Morsy,3-4-3,3-5-2,Thomas Kirk,Match Report,,2022-2023,Ipswich Town
2022-10-15,15:00,League One,Matchweek 15,Sat,Home,L,0,1,Lincoln City,76.0,27608,Sam Morsy,3-4-3,3-4-3,Andrew Davies,Match Report,,2022-2023,Ipswich Town
2022-10-21,20:00,League One,Matchweek 16,Fri,Home,W,1,0,Derby County,53.0,28415,Sam Morsy,3-4-3,3-5-1-1,Lee Swabey,Match Report,,2022-2023,Ipswich Town
2022-10-25,19:45,League One,Matchweek 13,Tue,Away,W,3,2,Port Vale,55.0,7928,Janoi Donacien,3-4-3,3-4-1-2,Andrew Kitchen,Match Report,,2022-2023,Ipswich Town
2022-10-29,15:00,League One,Matchweek 17,Sat,Away,D,4,4,Charlton Ath,52.0,16645,Sam Morsy,3-4-3,3-4-3,Joshua Smith,Match Report,,2022-2023,Ipswich Town
2022-11-07,19:45,FA Cup,First round proper,Mon,Away,W,3,0,Bracknell,,1950,Sam Morsy,3-4-3,4-3-3,Charles Breakspear,Match Report,,2022-2023,Ipswich Town
2022-11-12,15:00,League One,Matchweek 18,Sat,Home,D,1,1,Cheltenham,74.0,25400,Sam Morsy,3-4-3,3-4-1-2,Geoff Eltringham,Match Report,,2022-2023,Ipswich Town
2022-11-19,12:00,League One,Matchweek 19,Sat,Away,W,2,0,Exeter City,52.0,7232,Sam Morsy,3-4-3,3-4-1-2,Alan Young,Match Report,,2022-2023,Ipswich Town
2022-11-27,17:00,FA Cup,Second round proper,Sun,Home,W,4,0,Buxton,76.0,9817,Sam Morsy,4-2-3-1,5-4-1,Ross Joyce,Match Report,,2022-2023,Ipswich Town
2022-12-02,19:45,League One,Matchweek 20,Fri,Home,D,1,1,Fleetwood Town,48.0,22801,Sam Morsy,3-4-3,3-4-1-2,Sam Purkiss,Match Report,,2022-2023,Ipswich Town
2022-12-10,12:30,League One,Matchweek 21,Sat,Home,W,2,1,P'borough Utd,54.0,24849,Sam Morsy,3-4-3,3-5-2,Oliver Yates,Match Report,,2022-2023,Ipswich Town
2022-12-17,15:00,League One,Matchweek 22,Sat,Away,L,0,1,Wycombe,71.0,7602,Sam Morsy,4-2-3-1,4-2-3-1,Ben Toner,Match Report,,2022-2023,Ipswich Town
2022-12-26,15:00,League One,Matchweek 23,Mon,Home,W,3,0,Oxford United,65.0,28072,Sam Morsy,3-4-3,4-2-3-1,Will Finnie,Match Report,,2022-2023,Ipswich Town
2022-12-29,19:45,League One,Matchweek 24,Thu,Away,D,2,2,Portsmouth,70.0,18849,Sam Morsy,3-4-3,3-4-3,Samuel Allison,Match Report,,2022-2023,Ipswich Town
2023-01-02,15:00,League One,Matchweek 25,Mon,Away,D,1,1,Lincoln City,78.0,10115,Sam Morsy,4-2-3-1,3-4-3,Declan Bourne,Match Report,,2022-2023,Ipswich Town
2023-01-07,15:00,FA Cup,Third round proper,Sat,Home,W,4,1,Rotherham Utd,57.0,15728,Lee Evans,4-2-3-1,3-4-3,Seb Stockbridge,Match Report,,2022-2023,Ipswich Town
2023-01-14,15:00,League One,Matchweek 27,Sat,Home,D,1,1,Plymouth Argyle,50.0,29069,Sam Morsy,3-4-3,3-4-1-2,Andy Woolmer,Match Report,,2022-2023,Ipswich Town
2023-01-21,15:00,League One,Matchweek 28,Sat,Away,L,1,2,Oxford United,58.0,9830,Sam Morsy,3-4-3,3-5-2,Bobby Madden,Match Report,,2022-2023,Ipswich Town
2023-01-24,19:45,League One,Matchweek 26,Tue,Home,W,4,0,Morecambe,61.0,21948,Sam Morsy,3-4-3,3-4-3,David Rock,Match Report,,2022-2023,Ipswich Town
2023-01-28,15:00,FA Cup,Fourth round proper,Sat,Home,D,0,0,Burnley,45.0,25420,Sam Morsy,4-2-3-1,4-2-3-1,Tom Nield,Match Report,,2022-2023,Ipswich Town
2023-02-04,15:00,League One,Matchweek 30,Sat,Away,D,1,1,Cambridge Utd,73.0,7154,Sam Morsy,3-4-3,3-4-1-2,Samuel Barrott,Match Report,,2022-2023,Ipswich Town
2023-02-07,19:45,FA Cup,Fourth round proper,Tue,Away,L,1,2,Burnley,41.0,11543,Sam Morsy,4-2-3-1,4-2-3-1,Scott Oldham,Match Report,,2022-2023,Ipswich Town
2023-02-11,15:00,League One,Matchweek 31,Sat,Home,D,2,2,Sheffield Weds,57.0,29072,Sam Morsy,4-2-3-1,3-5-2,Geoff Eltringham,Match Report,,2022-2023,Ipswich Town
