Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2017-07-28,20:00,Ligue 2,Matchweek 1,Fri,Home,L,2,3,Châteauroux,54.0,7571,Bruno Grougi,4-1-4-1,4-2-3-1,Aurélien Petit,Match Report,,2017-2018,Brest
2017-08-04,20:00,Ligue 2,Matchweek 2,Fri,Away,L,1,2,Ajaccio,60.0,2781,Bruno Grougi,4-1-4-1,4-5-1,William Lavis,Match Report,,2017-2018,Brest
2017-08-08,20:00,Coupe de la Ligue,First round,Tue,Away,D,0 (3),0 (4),Paris FC,,1325,Julien Faussurier,4-2-3-1,4-1-4-1,Sylvain Palhies,Match Report,Paris FC won on penalty kicks following extra time,2017-2018,Brest
2017-08-11,20:00,Ligue 2,Matchweek 3,Fri,Home,D,0,0,Gazélec Ajaccio,65.0,6711,Bruno Grougi,4-3-3,5-4-1,Eric Wattellier,Match Report,,2017-2018,Brest
2017-08-19,15:00,Ligue 2,Matchweek 4,Sat,Away,W,4,2,Lens,43.0,24680,Gaëtan Belaud,4-3-3,4-4-2,Nicolas Rainville,Match Report,,2017-2018,Brest
2017-08-25,20:00,Ligue 2,Matchweek 5,Fri,Home,W,2,1,Nancy,55.0,7561,Gaëtan Belaud,4-3-3,4-3-3,Hakim Ben El Hadj Salem,Match Report,,2017-2018,Brest
2017-09-11,20:45,Ligue 2,Matchweek 6,Mon,Away,W,1,0,Reims,43.0,8145,Quentin Bernard,4-1-4-1,4-2-3-1,Olivier Thual,Match Report,,2017-2018,Brest
2017-09-15,20:00,Ligue 2,Matchweek 7,Fri,Home,W,1,0,Le Havre,53.0,6821,Gaëtan Belaud,4-3-3,4-2-3-1,Florent Batta,Match Report,,2017-2018,Brest
2017-09-19,21:00,Ligue 2,Matchweek 8,Tue,Away,W,2,0,Niort,54.0,3062,Bruno Grougi,4-4-2,4-1-4-1,Eric Wattellier,Match Report,,2017-2018,Brest
2017-09-22,20:00,Ligue 2,Matchweek 9,Fri,Home,D,1,1,Paris FC,63.0,7307,Gaëtan Belaud,4-3-3,4-1-4-1,Pierre Gaillouste,Match Report,,2017-2018,Brest
2017-09-29,20:00,Ligue 2,Matchweek 10,Fri,Away,W,2,1,Tours,51.0,3507,Bruno Grougi,4-3-3,4-2-3-1,Bastien Dechepy,Match Report,,2017-2018,Brest
2017-10-13,20:00,Ligue 2,Matchweek 11,Fri,Home,D,1,1,Auxerre,58.0,7025,Gaëtan Belaud,4-3-3,4-4-2,Sébastien Desiage,Match Report,,2017-2018,Brest
2017-10-20,20:00,Ligue 2,Matchweek 12,Fri,Away,L,0,4,Nîmes,45.0,7066,Gaëtan Belaud,3-4-3,4-4-2,Karim Abed,Match Report,,2017-2018,Brest
2017-10-27,20:00,Ligue 2,Matchweek 13,Fri,Home,L,0,1,Orléans,67.0,7175,Bruno Grougi,4-3-3,4-3-3,Alexandre Perreau Niel,Match Report,,2017-2018,Brest
2017-11-03,20:00,Ligue 2,Matchweek 14,Fri,Away,D,0,0,Valenciennes,56.0,6843,Gaëtan Belaud,4-3-3,4-4-1-1,Johan Hamel,Match Report,,2017-2018,Brest
2017-11-12,17:00,Coupe de France,Seventh round,Sun,Away,W,5,0,Plédranais,,2235,Gaëtan Belaud,,,Benjamin Lepaysant,Match Report,,2017-2018,Brest
2017-11-18,15:00,Ligue 2,Matchweek 15,Sat,Away,L,2,4,Lorient,50.0,13586,Gaëtan Belaud,4-4-2,4-4-2,Sébastien Moreira,Match Report,,2017-2018,Brest
2017-11-24,20:00,Ligue 2,Matchweek 16,Fri,Home,W,1,0,Sochaux,34.0,6438,Gaëtan Belaud,4-4-2,4-1-4-1,Pierre Gaillouste,Match Report,,2017-2018,Brest
2017-11-28,21:00,Ligue 2,Matchweek 17,Tue,Away,W,2,1,Clermont Foot,43.0,2420,Gaëtan Belaud,4-4-2,4-2-3-1,Sylvain Palhies,Match Report,,2017-2018,Brest
2017-12-02,15:00,Coupe de France,Eighth round,Sat,Away,L,2,3,US Concarneau,,3953,Bruno Grougi,,,Aurélien Petit,Match Report,Required Extra Time,2017-2018,Brest
2017-12-08,20:00,Ligue 2,Matchweek 18,Fri,Home,W,3,0,Bourg-Péronnas,52.0,6456,Gaëtan Belaud,4-4-2,4-2-3-1,Bastien Dechepy,Match Report,,2017-2018,Brest
2017-12-15,20:00,Ligue 2,Matchweek 19,Fri,Away,W,4,1,Quevilly-Rouen,48.0,2435,Gaëtan Belaud,4-1-4-1,4-2-3-1,Alexandre Perreau Niel,Match Report,,2017-2018,Brest
2018-01-12,20:00,Ligue 2,Matchweek 20,Fri,Home,L,2,3,Ajaccio,62.0,7560,Gaëtan Belaud,4-1-4-1,4-4-1-1,Karim Abed,Match Report,,2017-2018,Brest
2018-01-16,21:00,Ligue 2,Matchweek 21,Tue,Away,D,1,1,Gazélec Ajaccio,60.0,2651,Bruno Grougi,4-1-4-1,3-4-3,Jeremy Stinat,Match Report,,2017-2018,Brest
2018-01-19,20:00,Ligue 2,Matchweek 22,Fri,Home,D,1,1,Lens,37.0,7270,Bruno Grougi,4-4-2,4-3-3,Eric Wattellier,Match Report,,2017-2018,Brest
2018-01-26,20:00,Ligue 2,Matchweek 23,Fri,Away,D,2,2,Nancy,58.0,10499,Bruno Grougi,4-2-3-1,3-4-1-2,Mehdi Mokhtari,Match Report,,2017-2018,Brest
2018-02-05,20:45,Ligue 2,Matchweek 24,Mon,Home,D,0,0,Reims,59.0,7221,Bruno Grougi,4-4-1-1,4-2-3-1,Franck Schneider,Match Report,,2017-2018,Brest
2018-02-09,20:00,Ligue 2,Matchweek 25,Fri,Away,L,0,1,Le Havre,69.0,6775,Gaëtan Belaud,4-1-4-1,4-2-3-1,William Lavis,Match Report,,2017-2018,Brest
2018-02-16,20:00,Ligue 2,Matchweek 26,Fri,Home,W,2,0,Niort,63.0,6599,Bruno Grougi,4-4-1-1,4-3-3,Willy Delajod,Match Report,,2017-2018,Brest
2018-02-24,15:00,Ligue 2,Matchweek 27,Sat,Away,W,1,0,Paris FC,52.0,3732,Bruno Grougi,4-4-2◆,4-2-3-1,Nicolas Rainville,Match Report,,2017-2018,Brest
2018-03-02,20:00,Ligue 2,Matchweek 28,Fri,Home,L,1,3,Tours,66.0,6698,Bruno Grougi,4-4-1-1,4-3-3,Alexandre Perreau Niel,Match Report,,2017-2018,Brest
2018-03-09,20:00,Ligue 2,Matchweek 29,Fri,Away,W,2,1,Auxerre,54.0,8017,Bruno Grougi,4-1-4-1,4-2-3-1,Alexandre Castro,Match Report,,2017-2018,Brest
2018-03-19,20:45,Ligue 2,Matchweek 30,Mon,Home,L,0,2,Nîmes,59.0,6516,Bruno Grougi,4-3-3,4-4-2,Hakim Ben El Hadj Salem,Match Report,,2017-2018,Brest
2018-03-30,20:00,Ligue 2,Matchweek 31,Fri,Away,D,1,1,Orléans,51.0,3886,Julien Faussurier,4-4-1-1,4-5-1,Aurélien Petit,Match Report,,2017-2018,Brest
2018-04-06,20:00,Ligue 2,Matchweek 32,Fri,Home,W,3,1,Valenciennes,54.0,7498,Gaëtan Belaud,4-1-4-1,4-4-1-1,Bastien Dechepy,Match Report,,2017-2018,Brest
2018-04-16,20:45,Ligue 2,Matchweek 33,Mon,Home,W,3,0,Lorient,51.0,11049,Gaëtan Belaud,4-3-3,4-3-3,Amaury Delerue,Match Report,,2017-2018,Brest
2018-04-20,20:00,Ligue 2,Matchweek 34,Fri,Away,D,1,1,Sochaux,57.0,10036,Quentin Bernard,4-3-3,4-3-3,Romain Delpech,Match Report,,2017-2018,Brest
2018-04-24,20:00,Ligue 2,Matchweek 35,Tue,Home,W,1,0,Clermont Foot,55.0,8178,Julien Faussurier,4-3-3,4-2-3-1,Cédric Dos Santos,Match Report,,2017-2018,Brest
2018-04-27,20:00,Ligue 2,Matchweek 36,Fri,Away,W,4,2,Bourg-Péronnas,60.0,3744,Julien Faussurier,4-3-3,5-4-1,Eric Wattellier,Match Report,,2017-2018,Brest
2018-05-04,20:45,Ligue 2,Matchweek 37,Fri,Home,W,2,0,Quevilly-Rouen,56.0,10059,Julien Faussurier,4-2-3-1,4-2-3-1,Jérôme Brisard,Match Report,,2017-2018,Brest
2018-05-11,20:45,Ligue 2,Matchweek 38,Fri,Away,D,2,2,Châteauroux,56.0,7837,Julien Faussurier,4-2-3-1,3-5-2,Antony Gautier,Match Report,,2017-2018,Brest
2018-05-15,20:45,Ligue 2,Semi-final,Tue,Away,L,0,2,Le Havre,66.0,13591,Julien Faussurier,4-1-4-1,4-2-3-1,Benoît Millot,Match Report,,2017-2018,Brest
