Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2019-08-17,21:00,La Liga 2,Matchweek 1,Sat,Home,D,2,2,CD Mirandés,49.0,5876.0,Alberto García,4-1-4-1,4-2-3-1,Juan Pulido,Match Report,,2019-2020,Rayo Vallecano
2019-08-25,18:00,La Liga 2,Matchweek 2,Sun,Away,D,1,1,Sporting Gijón,69.0,21893.0,Alberto García,4-1-4-1,4-4-1-1,Iñaki Bikandi,Match Report,,2019-2020,Rayo Vallecano
2019-09-01,18:00,La Liga 2,Matchweek 3,Sun,Home,W,3,1,La Coruña,55.0,8990.0,Alberto García,4-1-4-1,4-2-3-1,Daniel Trujillo,Match Report,,2019-2020,Rayo Vallecano
2019-09-08,16:00,La Liga 2,Matchweek 4,Sun,Away,L,1,3,Girona,58.0,8608.0,Alberto García,4-1-4-1,4-1-4-1,Gorka Sagues,Match Report,,2019-2020,Rayo Vallecano
2019-09-13,21:00,La Liga 2,Matchweek 5,Fri,Home,W,2,0,Racing Sant,65.0,9649.0,Alberto García,4-2-3-1,4-2-3-1,Alejandro Muñíz,Match Report,,2019-2020,Rayo Vallecano
2019-09-17,19:00,La Liga 2,Matchweek 6,Tue,Away,D,1,1,Málaga,64.0,13616.0,Alberto García,4-2-3-1,3-5-2,Isidro Díaz de Mera,Match Report,,2019-2020,Rayo Vallecano
2019-09-21,20:00,La Liga 2,Matchweek 7,Sat,Home,D,1,1,Almería,57.0,9098.0,Alberto García,4-1-4-1,4-2-3-1,Daniel Ocón,Match Report,,2019-2020,Rayo Vallecano
2019-09-28,16:00,La Liga 2,Matchweek 8,Sat,Away,D,2,2,Fuenlabrada,64.0,5320.0,Adri Embarba,3-4-3,4-4-2,Javier Villanueva,Match Report,,2019-2020,Rayo Vallecano
2019-10-01,21:00,La Liga 2,Matchweek 9,Tue,Home,D,1,1,Alcorcón,58.0,8350.0,Adri Embarba,4-1-4-1,4-2-3-1,Rubén Ávalos,Match Report,,2019-2020,Rayo Vallecano
2019-10-05,18:00,La Liga 2,Matchweek 10,Sat,Away,D,1,1,Elche,62.0,9064.0,Adri Embarba,4-1-4-1,4-4-2,Aitor Gorostegui,Match Report,,2019-2020,Rayo Vallecano
2019-10-11,21:00,La Liga 2,Matchweek 11,Fri,Home,W,2,1,Tenerife,58.0,9335.0,Adri Embarba,4-1-4-1,4-2-3-1,Víctor Areces,Match Report,,2019-2020,Rayo Vallecano
2019-10-19,20:00,La Liga 2,Matchweek 12,Sat,Away,W,3,0,Extremadura,53.0,6919.0,Óscar Trejo,4-1-4-1,4-4-2,Dámaso Arcediano,Match Report,,2019-2020,Rayo Vallecano
2019-10-26,16:00,La Liga 2,Matchweek 13,Sat,Home,L,1,3,Ponferradina,69.0,9538.0,Adri Embarba,4-1-4-1,4-2-3-1,Alejandro Muñíz,Match Report,,2019-2020,Rayo Vallecano
2019-11-03,16:00,La Liga 2,Matchweek 14,Sun,Away,L,0,1,Lugo,66.0,2816.0,Adri Embarba,4-1-4-1,4-1-4-1,Daniel Trujillo,Match Report,,2019-2020,Rayo Vallecano
2019-11-10,21:00,La Liga 2,Matchweek 15,Sun,Home,D,1,1,Cádiz,65.0,9700.0,Adri Embarba,4-1-4-1,4-2-3-1,Javier Villanueva,Match Report,,2019-2020,Rayo Vallecano
2019-11-16,18:30,La Liga 2,Matchweek 16,Sat,Away,D,2,2,Numancia,50.0,3832.0,Adri Embarba,4-1-4-1,4-2-3-1,Jorge Figueroa,Match Report,,2019-2020,Rayo Vallecano
2019-11-23,16:00,La Liga 2,Matchweek 17,Sat,Home,L,0,1,Zaragoza,60.0,9874.0,Adri Embarba,4-1-4-1,4-5-1,Oliver De La Fuente,Match Report,,2019-2020,Rayo Vallecano
2019-12-01,16:00,La Liga 2,Matchweek 18,Sun,Away,L,1,2,Oviedo,55.0,10585.0,Adri Embarba,4-2-3-1,4-2-3-1,Juan Pulido,Match Report,,2019-2020,Rayo Vallecano
2019-12-07,16:00,La Liga 2,Matchweek 19,Sat,Away,W,2,0,Huesca,47.0,6473.0,Adri Embarba,4-2-3-1,4-3-3,Daniel Ocón,Match Report,,2019-2020,Rayo Vallecano
2019-12-17,20:15,Copa del Rey,First round,Tue,Away,W,1,0,Tarazona,,,,,,,Match Report,Required Extra Time,2019-2020,Rayo Vallecano
2019-12-21,17:00,La Liga 2,Matchweek 21,Sat,Away,D,1,1,Las Palmas,35.0,13636.0,Adri Embarba,4-1-4-1,4-2-3-1,Saúl Ais,Match Report,,2019-2020,Rayo Vallecano
2020-01-05,16:00,La Liga 2,Matchweek 22,Sun,Home,W,1,0,Girona,45.0,8427.0,Adri Embarba,4-1-4-1,4-2-3-1,Luis Milla,Match Report,,2019-2020,Rayo Vallecano
2020-01-12,17:00,Copa del Rey,Second round,Sun,Away,W,2,0,Barakaldo,,,,,,,Match Report,,2019-2020,Rayo Vallecano
2020-01-15,20:00,La Liga 2,Matchweek 23,Wed,Home,W,1,0,Lugo,56.0,7784.0,Adri Embarba,4-1-4-1,4-3-3,Isidro Díaz de Mera,Match Report,,2019-2020,Rayo Vallecano
2020-01-18,18:15,La Liga 2,Matchweek 24,Sat,Away,D,1,1,Ponferradina,64.0,5226.0,Adri Embarba,4-1-4-1,4-4-2,Dámaso Arcediano,Match Report,,2019-2020,Rayo Vallecano
2020-01-23,21:00,Copa del Rey,Round of 32,Thu,Home,D,2 (4),2 (2),Betis,55.0,11800.0,Óscar Trejo,4-1-4-1,4-3-3,Ricardo de Burgos,Match Report,Rayo Vallecano won on penalty kicks following extra time,2019-2020,Rayo Vallecano
