Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2021-07-24,13:30,2. Bundesliga,Matchweek 1,Sat,Home,D,0,0,Paderborn 07,57,3954.0,Patrick Mainka,4-3-3,4-2-3-1,Michael Bacher,Match Report,,2021-2022,Heidenheim
2021-07-31,13:30,2. Bundesliga,Matchweek 2,Sat,Away,W,2,1,Ingolstadt 04,54,3360.0,Patrick Mainka,4-5-1,4-4-2,Robert Hartmann,Match Report,,2021-2022,Heidenheim
2021-08-08,18:30,DFB-Pokal,Round of 64,Sun,Away,L,2,3,Hansa Rostock,43,15000.0,Patrick Mainka,4-4-2,4-4-1-1,Aarne Aarnink,Match Report,Required Extra Time,2021-2022,Heidenheim
2021-08-15,13:30,2. Bundesliga,Matchweek 3,Sun,Home,D,1,1,Hansa Rostock,56,5400.0,Patrick Mainka,4-3-3,4-2-3-1,Florian Badstübner,Match Report,,2021-2022,Heidenheim
2021-08-20,18:30,2. Bundesliga,Matchweek 4,Fri,Away,L,0,1,Hannover 96,43,8600.0,Norman Theuerkauf,4-4-2◆,4-2-3-1,Robin Braun,Match Report,,2021-2022,Heidenheim
2021-08-28,13:30,2. Bundesliga,Matchweek 5,Sat,Home,D,0,0,Hamburger SV,33,7500.0,Patrick Mainka,4-1-3-2,4-3-3,Alexander Sather,Match Report,,2021-2022,Heidenheim
2021-09-12,13:30,2. Bundesliga,Matchweek 6,Sun,Home,W,2,1,Dresden,50,6342.0,Patrick Mainka,4-2-3-1,4-4-2,Martin Thomsen,Match Report,,2021-2022,Heidenheim
2021-09-18,13:30,2. Bundesliga,Matchweek 7,Sat,Away,W,3,1,Sandhausen,51,3081.0,Patrick Mainka,4-5-1,4-1-4-1,Marco Fritz,Match Report,,2021-2022,Heidenheim
2021-09-24,18:30,2. Bundesliga,Matchweek 8,Fri,Home,W,2,1,Darmstadt 98,49,5095.0,Patrick Mainka,4-1-4-1,4-4-2,Florian Heft,Match Report,,2021-2022,Heidenheim
2021-10-01,18:30,2. Bundesliga,Matchweek 9,Fri,Away,L,0,3,Werder Bremen,41,30000.0,Patrick Mainka,4-2-3-1,4-5-1,Martin Petersen,Match Report,,2021-2022,Heidenheim
2021-10-16,13:30,2. Bundesliga,Matchweek 10,Sat,Home,L,2,4,St. Pauli,46,8013.0,Patrick Mainka,3-5-2,4-4-2,Benjamin Brand,Match Report,,2021-2022,Heidenheim
2021-10-23,13:30,2. Bundesliga,Matchweek 11,Sat,Away,L,0,4,Nürnberg,45,23056.0,Patrick Mainka,3-5-2,4-4-2,Thorben Siewer,Match Report,,2021-2022,Heidenheim
2021-10-29,18:30,2. Bundesliga,Matchweek 12,Fri,Home,W,1,0,Schalke 04,43,10000.0,Patrick Mainka,3-4-3,3-1-4-2,Christian Dingert,Match Report,,2021-2022,Heidenheim
2021-11-07,13:30,2. Bundesliga,Matchweek 13,Sun,Away,L,0,2,Erzgebirge Aue,58,6899.0,Patrick Mainka,4-2-3-1,4-4-2,Christof Günsch,Match Report,,2021-2022,Heidenheim
2021-11-21,13:30,2. Bundesliga,Matchweek 14,Sun,Home,W,2,1,Holstein Kiel,38,5021.0,Patrick Mainka,4-2-2-2,4-5-1,Patrick Hanslbauer,Match Report,,2021-2022,Heidenheim
2021-11-26,18:30,2. Bundesliga,Matchweek 15,Fri,Away,W,1,0,Düsseldorf,50,13873.0,Patrick Mainka,4-2-3-1,4-2-2-2,Michael Bacher,Match Report,,2021-2022,Heidenheim
2021-12-05,13:30,2. Bundesliga,Matchweek 16,Sun,Home,W,3,0,Jahn R'burg,58,1500.0,Patrick Mainka,4-4-2◆,4-1-3-2,Nicolas Winter,Match Report,,2021-2022,Heidenheim
2021-12-12,13:30,2. Bundesliga,Matchweek 17,Sun,Away,L,2,3,Karlsruher,54,750.0,Patrick Mainka,4-3-3,4-1-4-1,Tobias Stieler,Match Report,,2021-2022,Heidenheim
