Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Season,Team_Scraping
2018-07-26,18:30,Europa Lg,Second qualifying round,Thu,Home,W,4,0,se Häcken,,,,18126,Willi Orban,4-3-3,4-3-3,Aleksandar Stavrev,Match Report,Leg 1 of 2,2018-2019,RB Leipzig
2018-08-02,18:30,Europa Lg,Second qualifying round,Thu,Away,D,1,1,se Häcken,,,,2968,Willi Orban,4-4-2,4-3-3,Mete Kalkavan,Match Report,Leg 2 of 2; RB Leipzig won,2018-2019,RB Leipzig
2018-08-09,18:30,Europa Lg,Third qualifying round,Thu,Home,W,3,1,ro CS U Craiova,,,,16648,Willi Orban,4-4-2,4-3-3,Paweł Gil,Match Report,Leg 1 of 2,2018-2019,RB Leipzig
2018-08-16,19:30,Europa Lg,Third qualifying round,Thu,Away,D,1,1,ro CS U Craiova,,,,12050,Willi Orban,4-4-2,4-3-3,Miroslav Zelinka,Match Report,Leg 2 of 2; RB Leipzig won,2018-2019,RB Leipzig
2018-08-19,15:30,DFB-Pokal,First round,Sun,Away,W,3,1,Viktoria Köln,,,67.0,4712,Diego Demme,4-4-2,4-2-3-1,Martin Petersen,Match Report,,2018-2019,RB Leipzig
2018-08-23,21:30,Europa Lg,Play-off round,Thu,Away,D,0,0,ua Zorya Luhansk,,,,5127,Willi Orban,4-3-3,4-2-3-1,Benoît Bastien,Match Report,Leg 1 of 2,2018-2019,RB Leipzig
2018-08-26,18:00,Bundesliga,Matchweek 1,Sun,Away,L,1,4,Dortmund,1.6,1.4,53.0,80365,Diego Demme,4-2-2-2,4-3-3,Deniz Aytekin,Match Report,,2018-2019,RB Leipzig
2018-08-30,18:30,Europa Lg,Play-off round,Thu,Home,W,3,2,ua Zorya Luhansk,,,,17644,Willi Orban,4-4-2,4-4-1-1,Danny Makkelie,Match Report,Leg 2 of 2; RB Leipzig won,2018-2019,RB Leipzig
2018-09-02,15:30,Bundesliga,Matchweek 2,Sun,Home,D,1,1,Düsseldorf,2.3,1.4,68.0,34975,Diego Demme,4-4-2,5-3-2,Marco Fritz,Match Report,,2018-2019,RB Leipzig
2018-09-15,15:30,Bundesliga,Matchweek 3,Sat,Home,W,3,2,Hannover 96,2.2,1.3,33.0,38937,Willi Orban,4-1-3-2,3-4-3,Robert Kampka,Match Report,,2018-2019,RB Leipzig
2018-09-20,21:00,Europa Lg,Group stage,Thu,Home,L,2,3,at RB Salzburg,1.1,1.5,55.0,24057,Kevin Kampl,4-2-3-1,4-1-2-1-2,Andreas Ekberg,Match Report,,2018-2019,RB Leipzig
2018-09-23,18:00,Bundesliga,Matchweek 4,Sun,Away,D,1,1,Eint Frankfurt,2.3,1.9,53.0,43800,Willi Orban,4-2-2-2,3-4-1-2,Felix Brych,Match Report,,2018-2019,RB Leipzig
2018-09-26,20:30,Bundesliga,Matchweek 5,Wed,Home,W,2,0,Stuttgart,2.7,0.7,45.0,32187,Willi Orban,4-2-2-2,4-1-2-1-2,Robert Schröder,Match Report,,2018-2019,RB Leipzig
2018-09-29,15:30,Bundesliga,Matchweek 6,Sat,Away,W,2,1,Hoffenheim,1.5,1.8,44.0,28115,Kevin Kampl,5-3-2,3-5-2,Deniz Aytekin,Match Report,,2018-2019,RB Leipzig
2018-10-04,18:55,Europa Lg,Group stage,Thu,Away,W,3,1,no Rosenborg,2.1,0.7,64.0,14000,Willi Orban,4-4-2,4-3-3,Marco Guida,Match Report,,2018-2019,RB Leipzig
2018-10-07,18:00,Bundesliga,Matchweek 7,Sun,Home,W,6,0,Nürnberg,2.9,0.3,59.0,37389,Willi Orban,4-3-3,4-3-3,Tobias Stieler,Match Report,,2018-2019,RB Leipzig
2018-10-20,15:30,Bundesliga,Matchweek 8,Sat,Away,D,0,0,Augsburg,1.1,0.3,48.0,28703,Willi Orban,4-3-3,3-4-3,Tobias Welz,Match Report,,2018-2019,RB Leipzig
2018-10-25,18:55,Europa Lg,Group stage,Thu,Home,W,2,0,sct Celtic,1.3,0.3,51.0,38126,Willi Orban,4-3-3,4-3-1-2,Petr Ardeleánu,Match Report,,2018-2019,RB Leipzig
2018-10-28,15:30,Bundesliga,Matchweek 9,Sun,Home,D,0,0,Schalke 04,0.8,0.5,67.0,41939,Willi Orban,4-1-2-1-2◆,3-5-2,Felix Brych,Match Report,,2018-2019,RB Leipzig
2018-10-31,20:45,DFB-Pokal,Second round,Wed,Home,W,2,0,Hoffenheim,,,49.0,21042,Diego Demme,4-3-1-2,5-3-2,Marco Fritz,Match Report,,2018-2019,RB Leipzig
2018-11-03,18:30,Bundesliga,Matchweek 10,Sat,Away,W,3,0,Hertha BSC,4.0,1.6,51.0,50382,Willi Orban,4-1-2-1-2◆,3-5-2,Deniz Aytekin,Match Report,,2018-2019,RB Leipzig
2018-11-08,20:00,Europa Lg,Group stage,Thu,Away,L,1,2,sct Celtic,1.2,1.1,53.0,56027,Willi Orban,4-3-3,4-2-3-1,Javier Estrada,Match Report,,2018-2019,RB Leipzig
2018-11-11,15:30,Bundesliga,Matchweek 11,Sun,Home,W,3,0,Leverkusen,2.5,0.6,43.0,36155,Kevin Kampl,3-5-2,3-4-3,Martin Petersen,Match Report,,2018-2019,RB Leipzig
2018-11-24,15:30,Bundesliga,Matchweek 12,Sat,Away,L,0,1,Wolfsburg,0.5,1.4,54.0,22832,Willi Orban,4-1-2-1-2◆,4-1-2-1-2,Tobias Stieler,Match Report,,2018-2019,RB Leipzig
2018-11-29,18:55,Europa Lg,Group stage,Thu,Away,L,0,1,at RB Salzburg,0.5,1.7,46.0,29520,Willi Orban,3-5-2,4-1-2-1-2,Orel Grinfeeld,Match Report,,2018-2019,RB Leipzig
2018-12-02,15:30,Bundesliga,Matchweek 13,Sun,Home,W,2,0,Gladbach,2.1,0.6,46.0,41939,Diego Demme,4-1-2-1-2◆,4-1-4-1,Markus Schmidt,Match Report,,2018-2019,RB Leipzig
2018-12-08,15:30,Bundesliga,Matchweek 14,Sat,Away,L,0,3,Freiburg,1.4,2.1,59.0,23800,Kevin Kampl,4-3-1-2,4-2-3-1,Tobias Welz,Match Report,,2018-2019,RB Leipzig
2018-12-13,21:00,Europa Lg,Group stage,Thu,Home,D,1,1,no Rosenborg,2.1,1.1,59.0,16957,Willi Orban,4-4-2,4-3-3,Serhii Boiko,Match Report,,2018-2019,RB Leipzig
2018-12-16,15:30,Bundesliga,Matchweek 15,Sun,Home,W,4,1,Mainz 05,3.8,1.1,43.0,30136,Willi Orban,3-1-4-2,4-1-2-1-2,Martin Petersen,Match Report,,2018-2019,RB Leipzig
2018-12-19,20:30,Bundesliga,Matchweek 16,Wed,Away,L,0,1,Bayern Munich,0.4,2.0,40.0,75000,Diego Demme,4-4-2,4-2-3-1,Marco Fritz,Match Report,,2018-2019,RB Leipzig
2018-12-22,15:30,Bundesliga,Matchweek 17,Sat,Home,W,3,2,Werder Bremen,1.3,2.3,45.0,40455,Willi Orban,4-4-2,4-3-3,Bibiana Steinhaus,Match Report,,2018-2019,RB Leipzig
2019-01-19,18:30,Bundesliga,Matchweek 18,Sat,Home,L,0,1,Dortmund,0.9,0.9,48.0,41939,Kevin Kampl,4-1-4-1,4-4-2,Deniz Aytekin,Match Report,,2018-2019,RB Leipzig
2019-01-27,18:00,Bundesliga,Matchweek 19,Sun,Away,W,4,0,Düsseldorf,2.5,0.4,47.0,34394,Willi Orban,4-3-3,4-5-1,Robert Hartmann,Match Report,,2018-2019,RB Leipzig
2019-02-01,20:30,Bundesliga,Matchweek 20,Fri,Away,W,3,0,Hannover 96,2.1,0.2,54.0,32400,Willi Orban,4-2-2-2,4-2-3-1,Daniel Schlager,Match Report,,2018-2019,RB Leipzig
2019-02-06,18:30,DFB-Pokal,Round of 16,Wed,Home,W,1,0,Wolfsburg,,,44.0,21135,Willi Orban,4-2-2-2,4-3-1-2,Christian Dingert,Match Report,,2018-2019,RB Leipzig
2019-02-09,15:30,Bundesliga,Matchweek 21,Sat,Home,D,0,0,Eint Frankfurt,1.5,0.5,54.0,38330,Willi Orban,3-4-1-2,3-4-1-2,Guido Winkmann,Match Report,,2018-2019,RB Leipzig
2019-02-16,15:30,Bundesliga,Matchweek 22,Sat,Away,W,3,1,Stuttgart,1.5,1.5,52.0,46072,Willi Orban,4-2-2-2,5-4-1,Felix Zwayer,Match Report,,2018-2019,RB Leipzig
2019-02-25,20:30,Bundesliga,Matchweek 23,Mon,Home,D,1,1,Hoffenheim,1.7,1.3,52.0,33569,Willi Orban,3-5-2,4-1-2-1-2,Felix Brych,Match Report,,2018-2019,RB Leipzig
2019-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,W,1,0,Nürnberg,1.0,1.1,55.0,34532,Willi Orban,4-2-2-2,4-5-1,Daniel Schlager,Match Report,,2018-2019,RB Leipzig
2019-03-09,15:30,Bundesliga,Matchweek 25,Sat,Home,D,0,0,Augsburg,2.1,0.2,67.0,38590,Willi Orban,4-2-2-2,4-3-3,Sven Jablonski,Match Report,,2018-2019,RB Leipzig
2019-03-16,15:30,Bundesliga,Matchweek 26,Sat,Away,W,1,0,Schalke 04,2.1,1.4,50.0,59913,Willi Orban,4-4-2,3-1-4-2,Guido Winkmann,Match Report,,2018-2019,RB Leipzig
2019-03-30,18:30,Bundesliga,Matchweek 27,Sat,Home,W,5,0,Hertha BSC,4.4,0.9,50.0,41939,Willi Orban,4-1-2-1-2◆,3-4-1-2,Sören Storks,Match Report,,2018-2019,RB Leipzig
2019-04-02,20:45,DFB-Pokal,Quarter-finals,Tue,Away,W,2,1,Augsburg,,,55.0,25350,Willi Orban,4-4-2◆,5-4-1,Tobias Stieler,Match Report,Required Extra Time,2018-2019,RB Leipzig
2019-04-06,15:30,Bundesliga,Matchweek 28,Sat,Away,W,4,2,Leverkusen,1.6,2.2,38.0,28845,Willi Orban,4-3-1-2,4-3-3,Tobias Welz,Match Report,,2018-2019,RB Leipzig
2019-04-13,15:30,Bundesliga,Matchweek 29,Sat,Home,W,2,0,Wolfsburg,2.0,0.4,53.0,41212,Kevin Kampl,3-1-4-2,4-3-3,Daniel Siebert,Match Report,,2018-2019,RB Leipzig
2019-04-20,18:30,Bundesliga,Matchweek 30,Sat,Away,W,2,1,Gladbach,2.0,2.2,39.0,51757,Kevin Kampl,3-5-2,3-4-1-2,Harm Osmers,Match Report,,2018-2019,RB Leipzig
