Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Pierre Gibaud,fr FRA,DF,33,36,36,3270.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Le Havre
Yahia Fofana,ci CIV,GK,20,35,35,3099.0,34.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,2021-2022,Le Havre
Victor Lekhal,dz ALG,MF,27,32,31,2729.0,30.3,1.0,1.0,2.0,0.0,1.0,1.0,6.0,1.0,0.03,0.03,0.07,0.0,0.03,Matches,2021-2022,Le Havre
Thierno Balde,fr FRA,"DF,MF",19,31,30,2636.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Le Havre
Quentin Cornette,fr FRA,"MF,FW",27,37,32,2610.0,29.0,6.0,6.0,12.0,6.0,0.0,0.0,2.0,0.0,0.21,0.21,0.41,0.21,0.41,Matches,2021-2022,Le Havre
Arouna Sangante,sn SEN,DF,19,34,25,2311.0,25.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2021-2022,Le Havre
Amir Richardson,ma MAR,MF,19,34,26,2302.0,25.6,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,2021-2022,Le Havre
Nabil Alioui,fr FRA,"FW,MF",22,36,25,2161.0,24.0,6.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.25,0.08,0.33,0.25,0.33,Matches,2021-2022,Le Havre
Alexandre Bonnet,fr FRA,MF,34,38,19,1933.0,21.5,1.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.05,0.0,0.05,0.0,0.0,Matches,2021-2022,Le Havre
Fernand Mayembo,cg CGO,DF,25,19,18,1615.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2021-2022,Le Havre
