Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,
Kylian Mbappé,fr FRA,FW,24,48,43,3868.0,43.0,44.0,10.0,54.0,34.0,10.0,13.0,5.0,0.0,28.9,20.2,10.2,30.4,187.0,182.0,427.0,1.02,0.23,1.26,0.79,1.02,0.8,0.28,1.09,0.56,0.84,Matches,2023-2024,Paris S-G
Gianluigi Donnarumma,it ITA,GK,24,42,42,3699.0,41.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Paris S-G
Vitinha,pt POR,MF,23,46,39,3556.0,39.5,9.0,5.0,14.0,9.0,0.0,0.0,3.0,0.0,4.5,4.5,5.2,9.6,63.0,265.0,146.0,0.23,0.13,0.35,0.23,0.35,0.13,0.15,0.29,0.13,0.29,Matches,2023-2024,Paris S-G
Warren Zaïre-Emery,fr FRA,MF,17,43,36,3325.0,36.9,3.0,7.0,10.0,3.0,0.0,0.0,5.0,0.0,2.1,2.1,4.4,6.5,84.0,157.0,115.0,0.08,0.19,0.27,0.08,0.27,0.07,0.14,0.21,0.07,0.21,Matches,2023-2024,Paris S-G
Achraf Hakimi,ma MAR,DF,24,40,35,3273.0,36.4,5.0,7.0,12.0,5.0,0.0,0.0,7.0,0.0,5.1,5.1,8.3,13.5,121.0,302.0,346.0,0.14,0.19,0.33,0.14,0.33,0.16,0.26,0.42,0.16,0.42,Matches,2023-2024,Paris S-G
Lucas Hernández,fr FRA,DF,27,41,36,3020.0,33.6,2.0,1.0,3.0,2.0,0.0,0.0,9.0,0.0,1.1,1.1,2.3,3.5,45.0,195.0,30.0,0.06,0.03,0.09,0.06,0.09,0.04,0.08,0.11,0.04,0.11,Matches,2023-2024,Paris S-G
Marquinhos,br BRA,DF,29,36,33,2871.0,31.9,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,1.3,2.2,27.0,172.0,5.0,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08,Matches,2023-2024,Paris S-G
Ousmane Dembélé,fr FRA,"FW,MF",26,42,33,2846.0,31.6,6.0,12.0,18.0,6.0,0.0,0.0,7.0,0.0,7.4,7.4,8.5,15.9,255.0,194.0,384.0,0.19,0.38,0.57,0.19,0.57,0.27,0.31,0.58,0.27,0.58,Matches,2023-2024,Paris S-G
Manuel Ugarte Ribeiro,uy URU,MF,22,37,27,2450.0,27.2,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.7,0.7,0.9,1.6,20.0,101.0,26.0,0.0,0.07,0.07,0.0,0.07,0.03,0.03,0.06,0.03,0.06,Matches,2023-2024,Paris S-G
Danilo Pereira,pt POR,DF,31,34,27,2447.0,27.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,0.2,1.6,31.0,154.0,2.0,0.04,0.04,0.07,0.04,0.07,0.06,0.01,0.07,0.06,0.07,Matches,2023-2024,Paris S-G
Milan Škriniar,sk SVK,DF,28,32,24,2253.0,25.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.7,0.7,0.1,0.8,6.0,90.0,2.0,0.04,0.0,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,Matches,2023-2024,Paris S-G
Fabián Ruiz Peña,es ESP,MF,27,35,26,2236.0,24.8,3.0,7.0,10.0,3.0,0.0,0.0,5.0,0.0,3.3,3.3,1.8,5.1,30.0,126.0,71.0,0.12,0.28,0.4,0.12,0.4,0.16,0.09,0.25,0.16,0.25,Matches,2023-2024,Paris S-G
Bradley Barcola,fr FRA,"FW,DF",20,39,26,2087.0,23.2,5.0,9.0,14.0,5.0,0.0,0.0,3.0,1.0,6.8,6.8,5.9,12.7,129.0,78.0,293.0,0.22,0.39,0.6,0.22,0.6,0.33,0.29,0.62,0.33,0.62,Matches,2023-2024,Paris S-G
Lee Kang-in,kr KOR,"MF,FW",22,36,24,2077.0,23.1,5.0,5.0,10.0,5.0,0.0,0.0,3.0,0.0,2.7,2.7,2.9,5.6,61.0,148.0,175.0,0.22,0.22,0.43,0.22,0.43,0.13,0.14,0.28,0.13,0.28,Matches,2023-2024,Paris S-G
Randal Kolo Muani,fr FRA,"FW,MF",24,40,21,1950.0,21.7,9.0,6.0,15.0,9.0,0.0,0.0,2.0,0.0,8.0,8.0,4.8,12.8,50.0,57.0,163.0,0.42,0.28,0.69,0.42,0.69,0.41,0.25,0.66,0.41,0.66,Matches,2023-2024,Paris S-G
Gonçalo Ramos,pt POR,FW,22,40,21,1879.0,20.9,14.0,1.0,15.0,12.0,2.0,2.0,2.0,0.0,12.7,11.9,2.8,14.7,12.0,38.0,103.0,0.67,0.05,0.72,0.57,0.62,0.7,0.16,0.85,0.65,0.81,Matches,2023-2024,Paris S-G
Lucas Beraldo,br BRA,DF,19,24,21,1838.0,20.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,1.0,1.0,1.0,0.3,1.2,7.0,54.0,2.0,0.1,0.0,0.1,0.1,0.1,0.06,0.02,0.08,0.06,0.08,Matches,2023-2024,Paris S-G
Marco Asensio,es ESP,"FW,MF",27,31,16,1478.0,16.4,5.0,7.0,12.0,5.0,0.0,0.0,0.0,0.0,3.6,3.6,6.0,9.6,36.0,80.0,100.0,0.3,0.43,0.73,0.3,0.73,0.26,0.44,0.7,0.26,0.7,Matches,2023-2024,Paris S-G
Carlos Soler,es ESP,"MF,FW",26,28,14,1279.0,14.2,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,1.5,1.5,2.4,3.9,15.0,74.0,60.0,0.14,0.28,0.42,0.14,0.42,0.12,0.2,0.32,0.12,0.32,Matches,2023-2024,Paris S-G
Nordi Mukiele,fr FRA,DF,25,20,10,943.0,10.5,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.3,1.3,0.1,1.4,13.0,37.0,26.0,0.0,0.1,0.1,0.0,0.1,0.14,0.01,0.15,0.14,0.15,Matches,2023-2024,Paris S-G
Nuno Mendes,pt POR,DF,21,14,10,941.0,10.5,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.8,1.3,24.0,49.0,38.0,0.1,0.19,0.29,0.1,0.29,0.07,0.11,0.17,0.07,0.17,Matches,2023-2024,Paris S-G
Keylor Navas,cr CRC,GK,36,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Paris S-G
Arnau Tenas,es ESP,GK,22,6,5,529.0,5.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.0,0.13,0.13,0.0,0.13,Matches,2023-2024,Paris S-G
Yoram Zague,fr FRA,DF,17,5,4,373.0,4.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.8,2.0,13.0,4.0,0.24,0.0,0.24,0.24,0.24,0.07,0.11,0.18,0.07,0.18,Matches,2023-2024,Paris S-G
Senny Mayulu,fr FRA,MF,17,10,3,354.0,3.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.6,4.0,11.0,38.0,0.25,0.25,0.51,0.25,0.51,0.04,0.13,0.17,0.04,0.17,Matches,2023-2024,Paris S-G
Cher Ndour,it ITA,MF,19,4,1,118.0,1.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.76,0.0,0.76,0.76,0.76,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Paris S-G
Ethan Mbappé,fr FRA,MF,16,5,0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Matches,2023-2024,Paris S-G
Hugo Ekitike,fr FRA,FW,21,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,Matches,2023-2024,Paris S-G
Layvin Kurzawa,fr FRA,DF,30,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023-2024,Paris S-G
Serif Nhaga,pt POR,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Paris S-G
Louis Mouquet,pt POR,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Paris S-G
Ismaël Gharbi,es ESP,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Paris S-G
Kouakou Gadou,fr FRA,DF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Paris S-G
Alexandre Letellier,fr FRA,GK,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,2023-2024,Paris S-G
