Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Andre Dozzell,eng ENG,MF,21,45,44,3802.0,42.2,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.02,0.02,0.0,0.02,Matches,2020-2021,Ipswich Town
Luke Chambers,eng ENG,DF,34,40,40,3590.0,39.9,3.0,2.0,5.0,3.0,0.0,0.0,5.0,0.0,0.08,0.05,0.13,0.08,0.13,Matches,2020-2021,Ipswich Town
Tomáš Holý,cz CZE,GK,28,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Aristote Nsiala,cd COD,DF,28,30,30,2710.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Alan Judge,ie IRL,"MF,FW",31,37,30,2652.0,29.5,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,0.14,0.1,0.24,0.14,0.24,Matches,2020-2021,Ipswich Town
Gwion Edwards,wls WAL,"MF,FW",27,39,30,2629.0,29.2,6.0,4.0,10.0,6.0,0.0,0.0,6.0,0.0,0.21,0.14,0.34,0.21,0.34,Matches,2020-2021,Ipswich Town
Stephen Ward,ie IRL,"DF,MF",34,31,30,2609.0,29.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,2020-2021,Ipswich Town
Teddy Bishop,eng ENG,MF,24,37,29,2403.0,26.7,4.0,3.0,7.0,4.0,0.0,0.0,6.0,1.0,0.15,0.11,0.26,0.15,0.26,Matches,2020-2021,Ipswich Town
Luke Woolfenden,eng ENG,DF,21,26,25,2295.0,25.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2020-2021,Ipswich Town
Mark McGuinness,ie IRL,DF,19,25,24,2210.0,24.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2020-2021,Ipswich Town
Myles Kenlock,eng ENG,DF,23,23,19,1815.0,20.2,0.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.15,0.15,0.0,0.15,Matches,2020-2021,Ipswich Town
Flynn Downes,eng ENG,MF,21,25,17,1700.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
James Norwood,eng ENG,FW,29,28,19,1641.0,18.2,10.0,3.0,13.0,9.0,1.0,3.0,6.0,0.0,0.55,0.16,0.71,0.49,0.66,Matches,2020-2021,Ipswich Town
James Wilson,wls WAL,DF,31,18,18,1608.0,17.9,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,2020-2021,Ipswich Town
Freddie Sears,eng ENG,FW,30,28,17,1354.0,15.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.2,0.07,0.27,0.2,0.27,Matches,2020-2021,Ipswich Town
Keanan Bennetts,eng ENG,"MF,FW",21,29,14,1264.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,2020-2021,Ipswich Town
Jon Nolan,eng ENG,MF,28,16,14,1138.0,12.6,4.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.32,0.0,0.32,0.32,0.32,Matches,2020-2021,Ipswich Town
Troy Parrott,ie IRL,"MF,FW",18,18,13,1137.0,12.6,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16,Matches,2020-2021,Ipswich Town
Kayden Jackson,eng ENG,"FW,MF",26,25,12,1111.0,12.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.08,0.08,0.16,0.08,0.16,Matches,2020-2021,Ipswich Town
David Cornell,wls WAL,GK,29,12,12,1110.0,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Oliver Hawkins,eng ENG,FW,28,23,10,994.0,11.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.09,0.18,0.27,0.09,0.27,Matches,2020-2021,Ipswich Town
Armando Dobra,al ALB,"MF,FW",19,18,9,973.0,10.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,Matches,2020-2021,Ipswich Town
Jack Lankester,eng ENG,"MF,FW",20,18,7,805.0,8.9,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.22,0.11,0.34,0.22,0.34,Matches,2020-2021,Ipswich Town
Aaron Drinan,ie IRL,FW,22,23,7,800.0,8.9,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.11,0.11,0.23,0.11,0.23,Matches,2020-2021,Ipswich Town
Emyr Huws,wls WAL,MF,26,11,8,709.0,7.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,2020-2021,Ipswich Town
Kane Vincent-Young,gd GRN,DF,24,7,6,506.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Brett McGavin,eng ENG,MF,20,6,5,492.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Josh Harrop,eng ENG,MF,24,15,3,374.0,4.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.24,0.24,0.0,0.24,Matches,2020-2021,Ipswich Town
Luke Thomas,eng ENG,"FW,MF",21,5,4,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Janoi Donacien,lc LCA,DF,26,2,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Luke Matheson,eng ENG,DF,16,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Cole Skuse,eng ENG,MF,34,4,1,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Liam Gibbs,eng ENG,MF,17,1,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Tristan Nydam,eng ENG,MF,20,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Corrie Ndaba,ie IRL,"DF,MF",20,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Tyreece Simpson,eng ENG,FW,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2020-2021,Ipswich Town
Elkan Baggott,id IDN,DF,17,0,0,,,,,,,,,,,,,,,,Matches,2020-2021,Ipswich Town
Zanda Siziba,eng ENG,MF,17,0,0,,,,,,,,,,,,,,,,Matches,2020-2021,Ipswich Town
