Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Sam Morsy,eg EGY,MF,30.0,48,48,4234.0,47.0,4.0,5.0,9.0,4.0,0.0,0.0,14.0,0.0,0.09,0.11,0.19,0.09,0.19,Matches,2022-2023,Ipswich Town
Christian Walton,eng ENG,GK,26.0,47,47,4221.0,46.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2022-2023,Ipswich Town
Luke Woolfenden,eng ENG,DF,23.0,45,44,3992.0,44.4,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,0.05,0.02,0.07,0.05,0.07,Matches,2022-2023,Ipswich Town
Leif Davis,eng ENG,"MF,DF",22.0,45,45,3634.0,40.4,3.0,14.0,17.0,3.0,0.0,0.0,4.0,0.0,0.07,0.35,0.42,0.07,0.42,Matches,2022-2023,Ipswich Town
Conor Chaplin,eng ENG,MF,25.0,51,43,3576.0,39.7,29.0,5.0,34.0,28.0,1.0,3.0,6.0,0.0,0.73,0.13,0.86,0.7,0.83,Matches,2022-2023,Ipswich Town
Wes Burns,wls WAL,MF,27.0,46,42,3438.0,38.2,9.0,14.0,23.0,8.0,1.0,1.0,8.0,0.0,0.24,0.37,0.6,0.21,0.58,Matches,2022-2023,Ipswich Town
Cameron Burgess,au AUS,DF,26.0,36,33,2944.0,32.7,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.06,0.03,0.09,0.06,0.09,Matches,2022-2023,Ipswich Town
Janoi Donacien,lc LCA,DF,28.0,41,32,2795.0,31.1,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.13,Matches,2022-2023,Ipswich Town
Freddie Ladapo,eng ENG,FW,29.0,50,25,2395.0,26.6,19.0,2.0,21.0,18.0,1.0,1.0,0.0,0.0,0.71,0.08,0.79,0.68,0.75,Matches,2022-2023,Ipswich Town
Lee Evans,wls WAL,MF,28.0,26,23,2078.0,23.1,3.0,2.0,5.0,2.0,1.0,1.0,4.0,0.0,0.13,0.09,0.22,0.09,0.17,Matches,2022-2023,Ipswich Town
Marcus Harness,eng ENG,"MF,FW",26.0,44,23,2078.0,23.1,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,0.26,0.09,0.35,0.26,0.35,Matches,2022-2023,Ipswich Town
George Edmundson,eng ENG,DF,24.0,21,20,1823.0,20.3,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1,Matches,2022-2023,Ipswich Town
Kayden Jackson,eng ENG,"FW,MF",28.0,44,16,1661.0,18.5,4.0,3.0,7.0,4.0,0.0,1.0,1.0,0.0,0.22,0.16,0.38,0.22,0.38,Matches,2022-2023,Ipswich Town
