Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Manuel Riemann,de GER,GK,29,34,34,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Bochum
Anthony Losilla,fr FRA,MF,32,33,33,2912.0,32.4,2.0,1.0,3.0,2.0,0.0,0.0,11.0,1.0,0.06,0.03,0.09,0.06,0.09,Matches,2018-2019,Bochum
Tim Hoogland,de GER,DF,33,32,31,2790.0,31.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,2018-2019,Bochum
Lukas Hinterseer,at AUT,FW,27,32,32,2784.0,30.9,18.0,5.0,23.0,15.0,3.0,4.0,4.0,0.0,0.58,0.16,0.74,0.48,0.65,Matches,2018-2019,Bochum
Robert Tesche,de GER,MF,31,31,27,2439.0,27.1,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,0.11,0.07,0.18,0.11,0.18,Matches,2018-2019,Bochum
Tom Weilandt,de GER,"MF,FW",26,28,24,2115.0,23.5,9.0,1.0,10.0,9.0,0.0,0.0,3.0,0.0,0.38,0.04,0.43,0.38,0.43,Matches,2018-2019,Bochum
Jan Gyamerah,de GER,DF,23,25,21,1991.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Bochum
Danilo Soares,br BRA,DF,26,24,22,1847.0,20.5,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,2018-2019,Bochum
Lee Chung-yong,kr KOR,"MF,FW",30,23,19,1744.0,19.4,1.0,6.0,7.0,1.0,0.0,0.0,5.0,0.0,0.05,0.31,0.36,0.05,0.36,Matches,2018-2019,Bochum
Stefano Celozzi,de GER,DF,29,23,17,1543.0,17.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,Matches,2018-2019,Bochum
