Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 33_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,
Manuel Neuer,de GER,GK,33,51,51,4590.0,51.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,Matches,2019-2020,Bayern Munich
Joshua Kimmich,de GER,"DF,MF",24,51,49,4351.0,48.3,7.0,15.0,22.0,7.0,0.0,0.0,12.0,0.0,2.1,2.1,11.2,13.4,87.0,380.0,161.0,0.14,0.31,0.46,0.14,0.46,0.05,0.27,0.32,0.05,0.32,Matches,2019-2020,Bayern Munich
Robert Lewandowski,pl POL,FW,30,47,46,4130.0,45.9,55.0,10.0,65.0,48.0,7.0,7.0,7.0,0.0,45.2,39.8,9.9,49.6,91.0,130.0,332.0,1.2,0.22,1.42,1.05,1.26,1.12,0.24,1.36,0.98,1.22,Matches,2019-2020,Bayern Munich
Benjamin Pavard,fr FRA,DF,23,47,44,3980.0,44.2,4.0,6.0,10.0,4.0,0.0,0.0,6.0,0.0,2.4,2.4,4.1,6.5,88.0,281.0,181.0,0.09,0.14,0.23,0.09,0.23,0.06,0.11,0.17,0.06,0.17,Matches,2019-2020,Bayern Munich
David Alaba,at AUT,DF,27,42,41,3692.0,41.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.2,1.2,3.3,4.5,80.0,333.0,48.0,0.05,0.05,0.1,0.05,0.1,0.03,0.09,0.13,0.03,0.13,Matches,2019-2020,Bayern Munich
Thomas Müller,de GER,"MF,FW",29,50,39,3493.0,38.8,14.0,26.0,40.0,14.0,0.0,0.0,6.0,0.0,11.8,11.8,18.5,30.4,85.0,209.0,387.0,0.36,0.67,1.03,0.36,1.03,0.36,0.56,0.92,0.36,0.92,Matches,2019-2020,Bayern Munich
Alphonso Davies,ca CAN,DF,18,43,37,3422.0,38.0,3.0,9.0,12.0,3.0,0.0,0.0,6.0,1.0,2.6,2.6,6.8,9.4,170.0,176.0,231.0,0.08,0.24,0.32,0.08,0.32,0.08,0.21,0.29,0.08,0.29,Matches,2019-2020,Bayern Munich
Serge Gnabry,de GER,FW,24,46,39,3331.0,37.0,23.0,13.0,36.0,23.0,0.0,0.0,2.0,0.0,16.8,16.8,13.8,30.6,151.0,125.0,433.0,0.62,0.35,0.97,0.62,0.97,0.51,0.42,0.93,0.51,0.93,Matches,2019-2020,Bayern Munich
Thiago Alcántara,es ESP,MF,28,40,33,2973.0,33.0,3.0,2.0,5.0,3.0,0.0,0.0,10.0,0.0,3.9,3.9,2.5,6.5,40.0,333.0,54.0,0.09,0.06,0.15,0.09,0.15,0.14,0.09,0.22,0.14,0.22,Matches,2019-2020,Bayern Munich
Jérôme Boateng,de GER,DF,30,38,36,2795.0,31.1,0.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.3,0.3,1.7,1.9,9.0,159.0,4.0,0.0,0.06,0.06,0.0,0.06,0.01,0.06,0.07,0.01,0.07,Matches,2019-2020,Bayern Munich
Leon Goretzka,de GER,MF,24,38,28,2471.0,27.5,8.0,7.0,15.0,8.0,0.0,0.0,2.0,0.0,7.1,7.1,3.9,11.0,39.0,138.0,78.0,0.29,0.25,0.55,0.29,0.55,0.32,0.17,0.49,0.32,0.49,Matches,2019-2020,Bayern Munich
Kingsley Coman,fr FRA,FW,23,38,29,2426.0,27.0,8.0,5.0,13.0,8.0,0.0,0.0,2.0,0.0,8.0,8.0,5.7,13.8,150.0,100.0,450.0,0.3,0.19,0.48,0.3,0.48,0.35,0.25,0.6,0.35,0.6,Matches,2019-2020,Bayern Munich
