Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Rafał Gikiewicz,pl POL,GK,30,36,36,3270.0,36.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,2018-2019,Union Berlin
Marvin Friedrich,de GER,DF,22,36,36,3268.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Union Berlin
Christopher Trimmel,at AUT,DF,31,34,34,3072.0,34.1,0.0,7.0,7.0,0.0,0.0,0.0,10.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,2018-2019,Union Berlin
Manuel Schmiedebach,de GER,MF,29,34,34,2847.0,31.6,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,2018-2019,Union Berlin
Grischa Prömel,de GER,MF,23,31,31,2799.0,31.1,7.0,3.0,10.0,7.0,0.0,0.0,9.0,1.0,0.23,0.1,0.32,0.23,0.32,Matches,2018-2019,Union Berlin
Sebastian Andersson,se SWE,FW,27,36,30,2765.0,30.7,13.0,5.0,18.0,11.0,2.0,2.0,3.0,0.0,0.42,0.16,0.59,0.36,0.52,Matches,2018-2019,Union Berlin
Florian Hübner,de GER,DF,27,30,29,2624.0,29.2,2.0,1.0,3.0,2.0,0.0,0.0,11.0,0.0,0.07,0.03,0.1,0.07,0.1,Matches,2018-2019,Union Berlin
Ken Reichel,de GER,DF,31,28,27,2377.0,26.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.08,0.08,0.0,0.08,Matches,2018-2019,Union Berlin
Robert Žulj,at AUT,"MF,FW",26,30,18,1808.0,20.1,4.0,6.0,10.0,4.0,0.0,0.0,2.0,0.0,0.2,0.3,0.5,0.2,0.5,Matches,2018-2019,Union Berlin
Marcel Hartel,de GER,"MF,FW",22,28,18,1688.0,18.8,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,0.11,0.11,0.21,0.11,0.21,Matches,2018-2019,Union Berlin
Akaki Gogia,de GER,"MF,FW",26,29,15,1460.0,16.2,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,0.37,0.12,0.49,0.37,0.49,Matches,2018-2019,Union Berlin
Felix Kroos,de GER,MF,27,26,19,1451.0,16.1,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.19,0.06,0.25,0.19,0.25,Matches,2018-2019,Union Berlin
Suleiman Abdullahi,ng NGA,"MF,FW",21,20,12,1132.0,12.6,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,0.16,0.24,0.4,0.16,0.4,Matches,2018-2019,Union Berlin
Joshua Mees,de GER,MF,22,21,12,1091.0,12.1,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,0.49,0.16,0.66,0.49,0.66,Matches,2018-2019,Union Berlin
Sebastian Polter,de GER,FW,27,21,9,951.0,10.6,11.0,0.0,11.0,10.0,1.0,1.0,1.0,0.0,1.04,0.0,1.04,0.95,0.95,Matches,2018-2019,Union Berlin
Christopher Lenz,de GER,DF,23,13,9,881.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Union Berlin
Simon Hedlund,se SWE,"MF,FW",25,13,5,618.0,6.9,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.29,0.0,0.29,0.15,0.15,Matches,2018-2019,Union Berlin
Michael Parensen,de GER,DF,32,10,6,544.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Union Berlin
Carlos Mané,gw GNB,"MF,FW",24,8,6,418.0,4.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,2018-2019,Union Berlin
Kenny Redondo,de GER,"MF,FW",23,9,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Union Berlin
Julian Ryerson,no NOR,"MF,DF",20,8,4,313.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Union Berlin
Nicolai Rapp,de GER,"MF,DF",21,3,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Union Berlin
Berkan Taz,de GER,"FW,MF",19,1,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2018-2019,Union Berlin
Jakob Busk,dk DEN,GK,24,0,0,,,,,,,,,,,,,,,,Matches,2018-2019,Union Berlin
Eroll Zejnullahu,xk KVX,MF,23,0,0,,,,,,,,,,,,,,,,Matches,2018-2019,Union Berlin
Lars Dietz,de GER,"DF,MF",21,0,0,,,,,,,,,,,,,,,,Matches,2018-2019,Union Berlin
Lennart Moser,de GER,GK,18,0,0,,,,,,,,,,,,,,,,Matches,2018-2019,Union Berlin
Marc Torrejón,es ESP,DF,32,0,0,,,,,,,,,,,,,,,,Matches,2018-2019,Union Berlin
Christoph Schösswendter,at AUT,DF,30,0,0,,,,,,,,,,,,,,,,Matches,2018-2019,Union Berlin
