Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Ben Osborn,eng ENG,"DF,FW",22,51,46,4225,46.9,4,6,10,4,0,0,3,0,0.09,0.13,0.21,0.09,0.21,Matches,2017-2018,Nott'ham Forest
Kieran Dowell,eng ENG,"FW,MF",19,43,36,3067,34.1,10,5,15,8,2,2,6,0,0.29,0.15,0.44,0.23,0.38,Matches,2017-2018,Nott'ham Forest
Joe Worrall,eng ENG,DF,20,35,32,3001,33.3,1,0,1,1,0,0,8,1,0.03,0.0,0.03,0.03,0.03,Matches,2017-2018,Nott'ham Forest
Jordan Smith,eng ENG,GK,22,32,32,2910,32.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
Michael Mancienne,sc SEY,"DF,MF",29,33,31,2824,31.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
Tendayi Darikwa,zw ZIM,"DF,MF",25,32,29,2614,29.0,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,Matches,2017-2018,Nott'ham Forest
Ben Brereton,cl CHI,"FW,MF",18,39,28,2504,27.8,6,2,8,4,2,2,6,0,0.22,0.07,0.29,0.14,0.22,Matches,2017-2018,Nott'ham Forest
Eric Lichaj,us USA,DF,28,28,27,2367,26.3,3,0,3,3,0,0,3,1,0.11,0.0,0.11,0.11,0.11,Matches,2017-2018,Nott'ham Forest
Danny Fox,sct SCO,"DF,MF",31,27,27,2355,26.2,0,1,1,0,0,0,10,0,0.0,0.04,0.04,0.0,0.04,Matches,2017-2018,Nott'ham Forest
Liam Bridcutt,sct SCO,"DF,MF",28,27,24,2146,23.8,1,4,5,1,0,0,11,0,0.04,0.17,0.21,0.04,0.21,Matches,2017-2018,Nott'ham Forest
Daryl Murphy,ie IRL,"FW,MF",34,28,22,2041,22.7,7,0,7,6,1,1,0,0,0.31,0.0,0.31,0.26,0.26,Matches,2017-2018,Nott'ham Forest
Barrie McKay,sct SCO,"FW,MF",22,28,22,1770,19.7,5,7,12,5,0,0,0,0,0.25,0.36,0.61,0.25,0.61,Matches,2017-2018,Nott'ham Forest
Matty Cash,pl POL,"DF,FW",19,25,16,1638,18.2,2,0,2,2,0,0,1,0,0.11,0.0,0.11,0.11,0.11,Matches,2017-2018,Nott'ham Forest
Armand Traoré,sn SEN,"DF,MF",27,19,16,1461,16.2,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,Matches,2017-2018,Nott'ham Forest
Jack Colback,eng ENG,"DF,MF",27,16,16,1439,16.0,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,Matches,2017-2018,Nott'ham Forest
Andreas Bouchalakis,gr GRE,MF,24,25,15,1276,14.2,2,0,2,2,0,0,2,0,0.14,0.0,0.14,0.14,0.14,Matches,2017-2018,Nott'ham Forest
Ben Watson,eng ENG,MF,32,14,14,1232,13.7,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
David Vaughan,wls WAL,MF,34,16,15,1226,13.6,0,1,1,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,Matches,2017-2018,Nott'ham Forest
Costel Pantilimon,ro ROU,GK,30,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
Joe Lolley,eng ENG,"FW,MF",24,16,13,1112,12.4,3,3,6,3,0,0,1,0,0.24,0.24,0.49,0.24,0.49,Matches,2017-2018,Nott'ham Forest
Matt Mills,eng ENG,DF,31,15,12,1089,12.1,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
Tobias Figueiredo,pt POR,DF,23,12,12,1049,11.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
Lee Tomlin,eng ENG,"FW,MF",28,15,12,1048,11.6,4,2,6,4,0,1,3,0,0.34,0.17,0.52,0.34,0.52,Matches,2017-2018,Nott'ham Forest
Jason Cummings,au AUS,FW,21,17,10,876,9.7,4,1,5,4,0,0,2,0,0.41,0.1,0.51,0.41,0.51,Matches,2017-2018,Nott'ham Forest
Tyler Walker,eng ENG,FW,20,16,8,861,9.6,4,1,5,4,0,0,2,0,0.42,0.1,0.52,0.42,0.52,Matches,2017-2018,Nott'ham Forest
Zach Clough,eng ENG,"FW,MF",22,17,6,674,7.5,0,2,2,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,Matches,2017-2018,Nott'ham Forest
Mustapha Carayol,gm GAM,"FW,MF",28,17,4,553,6.1,2,1,3,1,1,1,1,0,0.33,0.16,0.49,0.16,0.33,Matches,2017-2018,Nott'ham Forest
Adlène Guedioura,dz ALG,MF,31,11,6,507,5.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
Apostolos Vellios,gr GRE,FW,25,14,5,448,5.0,2,0,2,2,0,0,0,0,0.4,0.0,0.4,0.4,0.4,Matches,2017-2018,Nott'ham Forest
Jack Hobbs,eng ENG,DF,28,5,4,419,4.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
Stefanos Kapino,gr GRE,GK,23,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
Jamie Ward,nir NIR,"FW,MF",31,8,0,125,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
Chris Cohen,eng ENG,"DF,MF",30,3,1,124,1.4,0,1,1,0,0,0,0,0,0.0,0.73,0.73,0.0,0.73,Matches,2017-2018,Nott'ham Forest
Dimitar Evtimov,bg BUL,GK,23,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
Stephen Henderson,ie IRL,GK,29,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Nott'ham Forest
