Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 21_level_0,Season,Team_Scraping
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,,
Pierluigi Frattali,it ITA,GK,31,43,43,3835.0,42.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,2017-2018,Parma
Simone Iacoponi,it ITA,DF,30,41,41,3679.0,40.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.02,0.0,0.02,0.02,0.02,Matches,2017-2018,Parma
Riccardo Gagliolo,se SWE,DF,27,37,36,3187.0,35.4,6.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,0.17,0.0,0.17,0.17,0.17,Matches,2017-2018,Parma
Jacopo Dezi,it ITA,MF,25,35,30,2750.0,30.6,1.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,0.03,0.16,0.2,0.03,0.2,Matches,2017-2018,Parma
Alessandro Lucarelli,it ITA,DF,40,33,31,2641.0,29.3,3.0,1.0,4.0,3.0,0.0,0.0,5.0,2.0,0.1,0.03,0.14,0.1,0.14,Matches,2017-2018,Parma
Emanuele Calaiò,it ITA,FW,35,35,26,2453.0,27.3,14.0,3.0,17.0,8.0,6.0,7.0,4.0,0.0,0.51,0.11,0.62,0.29,0.4,Matches,2017-2018,Parma
Manuel Scavone,it ITA,MF,30,30,26,2443.0,27.1,3.0,1.0,4.0,3.0,0.0,0.0,9.0,1.0,0.11,0.04,0.15,0.11,0.15,Matches,2017-2018,Parma
Antonio Di Gaudio,it ITA,"FW,MF",27,36,27,2196.0,24.4,5.0,4.0,9.0,5.0,0.0,0.0,1.0,0.0,0.2,0.16,0.37,0.2,0.37,Matches,2017-2018,Parma
Gianni Munari,it ITA,MF,34,28,25,2044.0,22.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,2017-2018,Parma
Roberto Insigne,it ITA,"FW,MF",23,32,22,2031.0,22.6,6.0,3.0,9.0,6.0,0.0,0.0,5.0,0.0,0.27,0.13,0.4,0.27,0.4,Matches,2017-2018,Parma
Yves Baraye,sn SEN,"FW,MF",25,29,20,1928.0,21.4,1.0,5.0,6.0,1.0,0.0,0.0,2.0,1.0,0.05,0.23,0.28,0.05,0.28,Matches,2017-2018,Parma
Matteo Scozzarella,it ITA,MF,29,25,22,1885.0,20.9,0.0,8.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.38,0.38,0.0,0.38,Matches,2017-2018,Parma
Marcello Gazzola,it ITA,DF,32,19,18,1621.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Parma
Antonino Barillà,it ITA,"DF,MF",29,24,19,1613.0,17.9,4.0,1.0,5.0,4.0,0.0,0.0,8.0,0.0,0.22,0.06,0.28,0.22,0.28,Matches,2017-2018,Parma
Valerio Di Cesare,it ITA,DF,34,20,17,1519.0,16.9,2.0,0.0,2.0,2.0,0.0,0.0,5.0,1.0,0.12,0.0,0.12,0.12,0.12,Matches,2017-2018,Parma
Pasquale Mazzocchi,it ITA,"DF,MF",22,18,15,1323.0,14.7,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,2017-2018,Parma
Luca Siligardi,it ITA,"FW,MF",29,19,12,1017.0,11.3,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.09,0.27,0.35,0.09,0.35,Matches,2017-2018,Parma
Fabio Ceravolo,it ITA,FW,30,18,8,783.0,8.7,7.0,1.0,8.0,6.0,1.0,1.0,1.0,0.0,0.8,0.11,0.92,0.69,0.8,Matches,2017-2018,Parma
Luigi Scaglia,it ITA,MF,30,10,8,728.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Parma
Antonio Vacca,it ITA,MF,27,11,6,632.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Parma
Francisco Sierralta,cl CHI,DF,20,10,4,475.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Parma
Alessio da Cruz,cv CPV,"FW,MF",20,6,6,474.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,Matches,2017-2018,Parma
Amato Ciciretti,it ITA,"FW,MF",23,8,5,442.0,4.9,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.2,0.2,0.41,0.2,0.41,Matches,2017-2018,Parma
Manuel Nocciolini,it ITA,FW,28,10,3,333.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Parma
Luca Germoni,it ITA,DF,19,5,2,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Parma
Armando Anastasio,it ITA,DF,21,8,1,202.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Parma
Francesco Corapi,it ITA,MF,31,7,0,97.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.93,0.0,0.93,0.93,0.93,Matches,2017-2018,Parma
Marco Frediani,it ITA,FW,23,4,0,83.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.08,0.0,1.08,Matches,2017-2018,Parma
Michele Nardi,it ITA,GK,31,1,0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2017-2018,Parma
Juan Manuel Ramos,uy URU,DF,20,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Parma
Davide Giorgino,it ITA,MF,32,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Parma
Felice Evacuo,it ITA,FW,34,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Parma
Davide Mastaj,it ITA,FW,19,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Parma
Andrea Dini,it ITA,GK,21,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Parma
Mohamed Coly,sn SEN,DF,33,0,0,,,,,,,,,,,,,,,,Matches,2017-2018,Parma
